IE_XML_ID;IE_NAME;IP_PROP360;IP_PROP361;IP_PROP362;IP_PROP363;IP_PROP366;IP_PROP373
48665;505;[HTML]Добрый день! скажите пожалуйста Карниз 1.50.133 может быть смонтирован к натяжному потолку?;;;;Таисия;Свойства изделий
48668;505;[HTML]Добрый день! скажите пожалуйста Карниз 1.50.133 может быть смонтирован к натяжному потолку?;[HTML]Добрый день. Данный карниз можно крепить под натяжной потолок с обязательным дополнительным креплением в нижнее часть карниза саморезами, 2-3 самореза на изделие будет достаточно.;06.08.2018 14:51:33;Александр Чекунов;Таисия;Свойства изделий
48689;506;[HTML]Подскажите пожалуйста каким видом лепнины можно добиться рельефа на потолке в виде дуг? Спасибо;[HTML]Добрый день, Гузель. Такой рельеф можно сделать с помощью молдингов. Только необходимо учитывать минимальные радиусы изгиба, которые указаны в характеристиках каждого артикула.;07.08.2018 11:25:42;Ольга Гмыря;Гузель;Свойства изделий
48710;507;[HTML]Здравствуйте. Есть ли в наличии карниз 1.50.147 ?<br/>Спасибо.<br/>;;;;Дарья;Ассортимент и уточнение по размерам
48711;507;[HTML]Здравствуйте. Есть ли в наличии карниз 1.50.147 ?<br/>Спасибо.<br/>;[HTML]Добрый день, Дарья. <br/>Да, этот карниз есть в наличии. После того как Вы оформите заказ на сайте, с Вами свяжутся и обговорят дату доставки или самовывоза.;07.08.2018 15:37:55;Андрей Чиличихин;Дарья;Ассортимент и уточнение по размерам
48713;508;[HTML]Здравствуйте. Есть ли в наличии плинтус 1.53.108?<br/>карниз 1.50.147?<br/>плинтус 1.53.108?;;;;Дарья;Ассортимент и уточнение по размерам
48716;508;[HTML]Здравствуйте. Есть ли в наличии плинтус 1.53.108?<br/>карниз 1.50.147?<br/>плинтус 1.53.108?;[HTML]Добрый день, Дарья. <br/>Да, и карниз и плинтус есть в наличии. В принципе вся наша продукция есть в наличии.  После того как Вы оформите заказ на сайте, с Вами свяжутся и обговорят дату доставки или самовывоза. <br/>укажите пожалуйста телефон. ;07.08.2018 17:07:49;Андрей Чиличихин;Дарья;Ассортимент и уточнение по размерам
48746;509;[HTML]Какова стоимость монтажа карниза 10.50.271 к натяжному потолку?;;;;Анатолий;Монтаж изделий
48765;510;[HTML]Здравствуйте, у вас имеются настенно-потолочные карнизы для монтажа led ленты? Образец прилагаю. <br/>Пришлите на @ ссылку или коды изделий.;[HTML]Добрый день, Ирина.<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-225<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-226<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-215<br/>;09.08.2018 10:35:49;Ольга Гмыря;Ирина;Свойства изделий
48773;509;[HTML]Какова стоимость монтажа карниза 10.50.271 к натяжному потолку?;[HTML]Анатолий, доброе утро.<br/>Спасибо за вопрос. По стоимости монтажа менеджер свяжется с Вами в ближайшее время. ;09.08.2018 09:56:22;Галина Гроян;Анатолий;Монтаж изделий
48777;511;[HTML]Здравствуйте! Скажите, сколько будет стоять доставка камина до Балаково?<br/>;"[HTML]Татьяна, добрый день.<br/>Спасибо за обращение. В ближайшее время с Вами свяжется менеджер  и проконсультирует по стоимости доставки.<br/>Официальный представитель завода Европласт в Саратовской области - это компания ""Дизайн Проект"", ниже данные:<br/><br/>Саратовская область<br/>Саратов<br/>Центр Лепного Декора<br/>ООО «Дизайн-Паркет»<br/>улица Московская, д. 11, этаж 1<br/>Салон находится на ул.Московская, между ул.Чернышевского и ул.Лермонтова<br/>Тел.: +7 (8452) 25-04-30, +7 (937) 225-04-30<br/>dezain-parket@bk.ru<br/>Время работы:<br/>Будни	- 09:00 - 19:00<br/>Суббота	- 09:00 - 17:00<br/>Воскресенье	- 09:00 - 17:00<br/>Без выходных";09.08.2018 11:19:24;Галина Гроян;Татьяна;Другое
48792;512;[HTML]какой молдинг на арку лучше?;[HTML]Добрый день. Ответ во вложении.;09.08.2018 15:15:33;Наталья Овчинникова;диана;Другое
48810;513;[HTML]Купил вашу продукцию. Не подошла. Как вернуть?;;;;Дмитрий;Другое
48821;513;[HTML]Купил вашу продукцию. Не подошла. Как вернуть?;[HTML]Добрый день. Обратитесь к продавцу у которого был приобретен товар.;10.08.2018 11:33:31;Наталья Овчинникова;Дмитрий;Другое
48830;514;[HTML]Добрый день!<br/><br/>Я представляю интерьерный салон 4ROOM в г. Екатеринбурге. Хотели бы работать с вами на прямую. Подскажите, пожалуйста, на какую почту я могу написать письмо?;"[HTML]Дарья, добрый день.Благодарим за обращение.<br/>Архитектурный декор ТМ «Европласт» компания  ООО «Декор» продаёт и продвигает в регионах РФ через компании-партнёры.Нашим официальным дилером по Свердловской области является компания ООО «Европласт-Екатеринбург». <br/>По всем вопросам сотрудничества, прошу обратиться к нашему дилеру или дождитесь звонка, ниже контакты:<br/><br/>Свердловская область<br/>Екатеринбург<br/>Салон Европласт-Екатеринбург<br/>ИП Мельников М.Ю.<br/>Салон магазин в административном здании<br/>пер.Базовый, 47А, 1 этаж<br/>большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен<br/>Тел.: +7 (343) 211-03-70<br/> info@evroplast-ekaterinburg.ru<br/>Время работы:<br/>Будни - 10:00 - 19:00 <br/>Суббота - 10:00 - 18:00 <br/>Воскресенье - Выходной <br/>URL: http://www.evroplast-ekaterinburg.ru/<br/>Приятного сотрудничества!";10.08.2018 15:21:28;Галина Гроян;Дарья;Другое
48838;515;[HTML]добрый день!<br/>обрамление для арки, <br/>у нас арка круглая можно использовать ваши моудинги?<br/>это обычный пенопласт?;"[HTML]Галина, добрый день. <br/>Для оформления арок Вы можете выбрать гибкие варианты молдингов ""Европласт"".<br/>Наши изделия выполнены из пенополиуретана и композитного материала. Эти материалы гораздо более надежные и долговечные, чем пенопласт. ";13.08.2018 10:39:43;Александр Литвин;галина;Свойства изделий
48909;516;[HTML]Наличие капителей для наружных колонн диаметром 400мм, сроки поставки в Сочи;;;;Сания;Другое
48910;516;[HTML]Наличие капителей для наружных колонн диаметром 400мм, сроки поставки в Сочи;"[HTML]Добрый день, Сания.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. <br/><br/><br/>По всем вопросам, связанным с декором ТМ «Европласт» в Краснодарском крае, в т. ч. и по вопросам консультаций, подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Краснодар<br/>Компания ""DOM&DECOR"", г. Краснодар, ул. Октябрьская, д. 181/2к1, центральный вход, 1 этаж<br/>+7 (918) 449-00-47, +7 (962) 855-15-50    salon4@dom-decor.com<br/><br/>Контактное лицо – Рустем Гилязутдинов +7 965 465 16 49,    krd4@dom-decor.com <br/><br/>Директор - Владимир Федоров, +7 964 964 76 05, krd@dom-decor.com<br/><br/>Время работы:<br/><br/>Будни - 09:00 - 18:00 <br/>Суббота - 09:00 - 18:00 <br/>Воскресенье - 09:00 - 18:00 <br/>Без выходных <br/><br/>URL: http://www.evroplast-krd.ru /<br/><br/><br/><br/>";13.08.2018 11:02:10;Дмитрий Рудыкин;Сания;Другое
48980;517;[HTML]ближайший на юго-западе Петербурга адрес? и если есть доставка , то какова цена ?;"[HTML]Эдуард, добрый день.<br/>Благодарим за вопрос. Консультацию по всем вопросам сотрудничества, в том числе по доставке, Вы можете получить у официального дилера завода Европласт по Ленинградской области, контакты:<br/>PITERRA<br/>ООО ""Питерра""<br/>Московский проспект, д. 111, 1 этаж<br/>Тел.: +7 (812) 319-88-88, доб. 702,732,752<br/>salonM111@piterra.ru<br/>Время работы:<br/>Будни	- 10:00 - 20:00<br/>Суббота	- 10:00 - 20:00<br/>Воскресенье	- 10:00 - 18:00<br/>Без выходных<br/>URL: http://www.piterra.ru<br/>Приятных Вам покупок.";14.08.2018 09:34:43;Галина Гроян;Эдуард;Работа магазинов
48996;518;[HTML]Здравствуйте, подскажите пожалуйста, какой артикул гибкого карниза можно использовать для выпуклого радиуса 600 и 800 мм? Есть ли вообще такие? В проекте сейчас заложен карниз 1.50.121. Можете предложить альтернативу, соотносимую по высоте по стене?;;;;Светлана;Свойства изделий
49002;518;[HTML]Здравствуйте, подскажите пожалуйста, какой артикул гибкого карниза можно использовать для выпуклого радиуса 600 и 800 мм? Есть ли вообще такие? В проекте сейчас заложен карниз 1.50.121. Можете предложить альтернативу, соотносимую по высоте по стене?;[HTML]Добрый день.<br/>Карниз выбранный вами 1.50.121 очень близко подходит к вашим радиусам и уверен что без труда сможете его смонтировать. Радиусы в каталоге указаны с легким запасом и при дополнительном креплении к стене саморезами (3 самореза на 1 деталь) вы с легкостью сможете смонтировать данный карниз. ;15.08.2018 10:51:59;Александр Чекунов;Светлана;Свойства изделий
49037;519;[HTML]Добрый день! Мне необходимо рассчитать количество молдингов и карнизов. Хотелось бы узнать, есть ли у вас доставка?;;;;Ирина;Другое
49052;519;[HTML]Добрый день! Мне необходимо рассчитать количество молдингов и карнизов. Хотелось бы узнать, есть ли у вас доставка?;"[HTML]Добрый день, Ирина<br/><br/>Спасибо за Ваш заказ №07691 на сайте evroplast.ru<br/><br/>Ваш заказ перенаправлен от дилера в Петропавловске-Камчатском нашему официальному дилеру в Рязань.<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Рязанской области, в т. ч. по вопросам консультаций по продукции, вопросам подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Рязань<br/><br/>ООО ""Зеленый коридор"" (ИП Фетисова Л.Г.)<br/><br/>салон «ПЛИТКА-ПАРКЕТ»<br/><br/>ул. Полонского, д. 12, 1 этаж<br/><br/>Тел.: +7 (4912) 77-73-97<br/><br/> vip@cinti.ru<br/><br/>Время работы:<br/><br/>Будни - 10:00 - 20:00 <br/>Суббота - 10:00 - 19:00 <br/>Воскресенье - 10:00 - 19:00 <br/>Без выходных <br/><br/>URL: http://http://www.cinti.ru//<br/><br/>Директор компании Ашарин Алексей Владимирович, +7 910 901 20 21<br/><br/>Вам лёгких и результативных переговоров и хорошей стройки!<br/>";15.08.2018 10:58:08;Дмитрий Рудыкин;Ирина;Другое
49059;520;[HTML]как рассчитать расход клея при интерьерных работах?;[HTML]Добрый день Мария,  расход клея зависит от размеров декора и его конфигурацию. Средний расчет на линейные изделия такой: <br/>клей монтажный- на 7 метров погонных.<br/>клей стыковочный 290мл. - на 85 метров погонных.<br/>клей стыковочный 60мл - на 35 метров погонных.<br/>Если вас интересует расход конкретного изделия вы с уверенность можете обратиться в любой из наших салонов удобный вам и вам помогут. адреса удобных для вас мест можете найти на нашем сайте, в папке КОНТАКТЫ.;15.08.2018 14:54:31;Александр Чекунов;Мария;Монтаж изделий
49099;521;[HTML]Возможно ли изготовление фасадного декора на заказ по нашим чертежам?;[HTML]Андрей, добрый день.<br/><br/>Мы изготавливаем продукцию по индивидуальным параметрам.<br/>При подтверждении заказа мы учитываем технические особенности изделий и объем заказа. <br/>;16.08.2018 13:21:05;Александр Литвин;Андрей;Ассортимент и уточнение по размерам
49100;522;[HTML]арочное обрамление 4.87.033 и арочное обрамление 4.87.033 гибкий В ЧЕМ ПРИНЦИПИАЛЬНОЕ ОТЛИЧИЕ? Гибкий сгибается в еще меньшую арку? или имеется ввиду что он гнется еще и в горизонтальной плоскости? а по дуге они гнутся одинаково....<br/><br/>И еще при заказе мне надо в корзину класть 2 чтоб был и правый и левый элемент, или цена идет за комплект из пары левой и правой?<br/><br/>Во вложении фото с имеющимися размерами арок,смогут ли подойти нам эти молдинги по радиусу? конкретного радиуса у меня к сожалению нет...;;;;Екатерина;Свойства изделий
49102;522;[HTML]арочное обрамление 4.87.033 и арочное обрамление 4.87.033 гибкий В ЧЕМ ПРИНЦИПИАЛЬНОЕ ОТЛИЧИЕ? Гибкий сгибается в еще меньшую арку? или имеется ввиду что он гнется еще и в горизонтальной плоскости? а по дуге они гнутся одинаково....<br/><br/>И еще при заказе мне надо в корзину класть 2 чтоб был и правый и левый элемент, или цена идет за комплект из пары левой и правой?<br/><br/>Во вложении фото с имеющимися размерами арок,смогут ли подойти нам эти молдинги по радиусу? конкретного радиуса у меня к сожалению нет...;[HTML]Добрый день.<br/>Отличие обрамлений в том, что жесткое арочное обрамление идет на радиус 600 мм, гибкое можно согнуть на 450-750 мм.<br/>При заказе обратите внимание на  радиус загиба у Вас на здании.<br/>Так же при заказе необходимо заказывать 2 штуки (т.е в корзину идет и левое и правое), цена идет за шт.;16.08.2018 17:12:42;Александр Чекунов;Екатерина;Свойства изделий
49111;523;[HTML]Добрый день, скажите какой процент длины закладывать на карниз с рисунком на резку при заказе?;"[HTML]Денис, добрый день.<br/>Спасибо за вопрос. От 5% до 15%,  всё зависит от рисунка. Для более подробной консультации можете обратиться к официальному представителю завода Европласт и Ижевске, ниже контакты:<br/> <br/>Удмуртская Республика<br/>Ижевск<br/>ООО ""Дженти""<br/>Строительный центр «Гвоздь»<br/>ул. Удмуртская, 304, корпус 4, пав. 230<br/>синий зал, 2 эт.<br/>Тел.: +7 (3412) 65-65-30, +7 (919) 916-80-30<br/>domdecora@list.ru<br/>Время работы:<br/>Будни	- 09:00 -20:00<br/>Суббота	- 10:00 -20:00<br/>Воскресенье	- 10:00 -19:00<br/>Без выходных	<br/>URL: http://www.g-set.ru/<br/>";17.08.2018 11:31:53;Галина Гроян;Денис;Другое
49147;524;[HTML]Добрый день! Мы торгующая организация мебелью, сантехникой, предметами интерьера. Хотим заняться продажей вашей продукции, как сопутствующего товара, как можно узнать условия сотрудничества и оптовые цены, спасибо!;"[HTML]Добрый день, Марина.<br/><br/>Благодарю Вас за проявленный интерес к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Воронежской области, в т. ч. по вопросам сотрудничества и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/>Европласт-Воронеж<br/>1.	Магазин ""Дон-Декор"" (ООО ""Дон-Декор"")<br/>улица Донбасская, д. 7 (1 этаж)<br/>Тел.: +7 (4732) 52-67-74, +7 (4732) 29-04-69  vpn@dondecor.ru<br/>2.	Магазин ""Европласт"" (ООО ""Дон-Декор"")<br/>Ленинский проспект, 156Б, ТЦ ""Перестройка""<br/>Тел.: +7 (4732) 75-71-01 per@dondecor.ru<br/><br/>";17.08.2018 17:56:24;Сергей Авдеев;Марина;Другое
49159;525;[HTML]Если у вас магазины в Оше?(Кыргызстан);;;;Нурик;Другое
49177;526;[HTML]Добрый день!<br/>Вопрос по монтажу карниза <br/> 1.50.145. Возможен ли монтаж по радиальной стене так, как показано на визуализации?;[HTML]Добрый день, Екатерина!<br/>Монтаж КАРНИЗА 1.50.145 возможно произвести по стене, при условии, что радиус изгиба будет более 5 метров.<br/>Спасибо. ;20.08.2018 11:11:19;Александра Высоцкая;Екатерина;Монтаж изделий
49185;525;[HTML]Если у вас магазины в Оше?(Кыргызстан);"[HTML]Нурик, добрый день.<br/>Спасибо за обращение. Да, есть представитель, ниже контакты:<br/>Кыргызстан<br/>Ош<br/>Магазин «REdeco»<br/>ОсОО ""Дом света""<br/>ТД «Ош Таатан»<br/>ул. Шакирова, д. 108а<br/>Тел.: +996 (55) 508-73-78<br/>Время работы:<br/>Будни	- 09:00 - 18:00<br/>Суббота	- 09:00 - 18:00<br/>Воскресенье	- ";20.08.2018 12:17:06;Галина Гроян;Нурик;Другое
49193;527;[HTML]В чем отличие монтажного комплекта №1 от №2 для балюстрады?;;;;Иван;Монтаж изделий
49196;527;[HTML]В чем отличие монтажного комплекта №1 от №2 для балюстрады?;;;;Иван;Свойства изделий
49197;528;[HTML]Здравствуйте. Потолочный карниз можно монтировать на уже наклеенные обои?;[HTML]Добрый день, Александр.<br/>Устанавливать элементы декора на обои или окрашенную поверхность стены не рекомендуется.<br/>Обои необходимо подрезать, КАРНИЗ не должен заходить на обои более чем на 3-5 мм. Так же при установке на оклеенную поверхность стены по мимо клея (Европласт монтажный) рекомендуется дополнительно подкрепить саморезами (1-2 самореза) на 2 метра с отступом от края 15-20 см.;20.08.2018 17:19:50;Александра Высоцкая;Александр;Монтаж изделий
49223;529;[HTML]Добрый день! Какой краской красить изделия?;;;;Светлана;Монтаж изделий
49224;527;[HTML]В чем отличие монтажного комплекта №1 от №2 для балюстрады?;[HTML]Добрый день.<br/><br/>Отличие исключительно в завершении столбов. ;21.08.2018 15:19:17;Александр Литвин;Иван;Свойства изделий
49225;530;[HTML]Как стать вашим дилером ;[HTML]Фурхат, добрый день.<br/><br/>Ваши контакты переданы в соответствующий отдел.<br/><br/>Желаю хорошего дня!;21.08.2018 15:21:09;Александр Литвин;Фуркат;Другое
49226;529;[HTML]Добрый день! Какой краской красить изделия?;[HTML]Добрый день.<br/><br/>Любой, которую производитель краски рекомендует для использования с изделиями из пенополиуретана. <br/><br/>Желаю хорошего дня! ;21.08.2018 15:24:18;Александр Литвин;Светлана;Свойства изделий
49228;531;[HTML]Добрый день! Ищу карнизы такого плана. Наш дизайнер в проекте указал гипсовые, а нам нужны облегчённые. Есть что-то подобное и с высотой 19?;[HTML]Добрый день.<br/><br/>Обратите внимание на изделие 1.50.273 https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-273<br/><br/>Желаю хорошего дня. ;21.08.2018 15:29:33;Александр Литвин;Алена;Ассортимент и уточнение по размерам
49258;532;[HTML]Прошу сообщить адреса в г. Тюмень, где можно купить вашу продукцию. Спасибо;;;;Оксана;Работа магазинов
49281;532;[HTML]Прошу сообщить адреса в г. Тюмень, где можно купить вашу продукцию. Спасибо;"[HTML]Оксана, добрый день.<br/>Благодарим за обращение. Ниже салоны официального представителя в Тюменской области:<br/><br/>Тюмень_______________________________________<br/>Салон ""Архитектурный декор""<br/>1. ИП Усынина А.Т.; 2. ООО ТК ""Архитектурный декор""<br/>улица 50 лет ВЛКСМ, д. 13, цокольный этаж<br/>Тел.: +7 (3452) 59-57-46, +7 (3452) 59-57-45<br/>galla595745@mail.ru<br/>Время работы:<br/>Будни	- 09:00 - 19:00<br/>Суббота	- 10:00 - 18:00<br/>Воскресенье	- 10:00 - 18:00<br/>Без выходных	<br/>________________________________________<br/>Салон ""Архитектурный декор""<br/>1. ИП Усынина А.Т.; 2. ООО ТК ""Архитектурный декор""<br/>ТЦ ""Премьер Дом""<br/>улица Мельникайте, д.104, 1 этаж<br/>Тел.: +7 (3452) 59-54-09, +7 (3452) 75-33-32<br/>galant-pd@mail.ru<br/>Время работы:<br/>Будни	- 10:00 - 20:00<br/>Суббота	- 10:00 - 20:00<br/>Воскресенье	- 10:00 - 20:00<br/>Без выходных	<br/>________________________________________<br/>склад-магазин ""Архитектурный декор""<br/>ООО ТК ""Архитектурный декор""<br/>Склад г.Тюмень<br/>улица Д.Бедного, д. 96, корп. 6, 1 этаж<br/>Тел.: +7 (3452) 75-56-40<br/>sklad_galant@mail.ru<br/>Время работы:<br/>Будни	- 09:00 - 18:00<br/>Суббота	- Выходной<br/>Воскресенье	- Выходной<br/>________________________________________<br/>Салон ""Архитектурный декор""<br/>1. ИП Усынина А.Т.; 2. ООО ТК ""Архитектурный декор""<br/>ТЦ ""Орион""<br/>улица Федюнинского, д. 43, 1 этаж<br/>Тел.: +7 (3452) 54-62-26<br/>546226-orion@mail.ru<br/>Время работы:<br/>Будни	- 09:00 - 21:00<br/>Суббота	- 09:00 - 21:00<br/>Воскресенье	- 09:00 - 21:00<br/>Без выходных	<br/>Приятных Вам покупок!";22.08.2018 10:42:12;Галина Гроян;Оксана;Работа магазинов
49313;533;[HTML]Работает ли ваше представительство в мебель -сити на Дмитровском шоссе, 118 к.1 и все ли товары согласно каталога есть в наличии.;[HTML]Алексей, благодарю за обращение в нашу компанию.<br/><br/>С Вами свяжутся мои коллеги из соответствующего отдела.<br/>Желаю хорошего дня!<br/><br/>;23.08.2018 14:14:29;Александр Литвин;Алексей;Работа магазинов
49319;534;[HTML]Дом 270кв, высота потолков 3м.;[HTML]Юлия, повторите, пожалуйста, Ваш вопрос.<br/>Файл не открывается.<br/>Спасибо.;22.08.2018 18:54:30;Александра Высоцкая;Юлия;Монтаж изделий
49339;535;[HTML]Доброе утро.<br/>Мы производитель крепежа STRUVE RUS.<br/>Каким образом можно связаться с Вашим отделом ОМТС.<br/>Заранее спасибо;[HTML]Виталий, доброе утро. По телефону +7 495 789-62-70<br/>;23.08.2018 09:59:31;Галина Гроян;Виталий STRUVE RUS;Другое
49365;536;[HTML]Добрый день, меня зовут Кристина. Я дизайнер с высшим образованием и большим стажем работы. В своих проектах я часто использую продукцию вашей компании. Есть ли у вас специальные условия для дизайнеров? Спасибо.;;;;Кристина;Другое
49369;537;"[HTML]<br/>Доброго времени суток! Прошу выставить счёт на ООО ""Красивые дома"" из наличия. Карта партнёра во вложении.<br/><br/>Список:<br/><br/>карниз 1.50.269 46м.<br/><br/>плинтус 1.53.108 40м.<br/><br/>Спасибо.";;;;Кристина;Ассортимент и уточнение по размерам
49392;536;[HTML]Добрый день, меня зовут Кристина. Я дизайнер с высшим образованием и большим стажем работы. В своих проектах я часто использую продукцию вашей компании. Есть ли у вас специальные условия для дизайнеров? Спасибо.;"[HTML]Добрый день, Кристина.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. <br/><br/>По всем вопросам, связанным с декором ТМ «Европласт» в Краснодарском крае, в т. ч. и по вопросам обсуждения условий при сотрудничестве с дизайнерами, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Краснодар<br/>Компания ""DOM&DECOR"", г. Краснодар, ул. Октябрьская, д. 181/2к1, центральный вход, 1 этаж<br/>+7 (918) 449-00-47, +7 (962) 855-15-50    salon4@dom-decor.com<br/><br/>Контактное лицо – Франк Ирина +79628530676,    krd6@dom-decor.com <br/><br/>Директор филиала — Гилязутдинов Рустем +7 965 465 16 49,    krd4@dom-decor.com <br/><br/>Время работы:<br/><br/>Будни - 09:00 - 18:00 <br/>Суббота - 09:00 - 18:00 <br/>Воскресенье - 09:00 - 18:00 <br/>Без выходных <br/><br/>URL: http://www.evroplast-krd.ru /<br/>";24.08.2018 13:15:50;Дмитрий Рудыкин;Кристина;Другое
49393;537;"[HTML]<br/>Доброго времени суток! Прошу выставить счёт на ООО ""Красивые дома"" из наличия. Карта партнёра во вложении.<br/><br/>Список:<br/><br/>карниз 1.50.269 46м.<br/><br/>плинтус 1.53.108 40м.<br/><br/>Спасибо.";[HTML]Кристина, добрый день.<br/>Спасибо. Ваш заказ отправила самарскому дилеру, контакты ниже. Сегодня менеджер выставит Вам счет. Приятного Вам сотрудничества.<br/>Самарская область<br/>Самара<br/>офис FORROOM<br/>ООО Форрум<br/>улица Ново-Садовая, д. 14а<br/>Тел.: +7 (846) 240-90-16<br/>forroom@forroom.ru<br/>Время работы:<br/>Будни	- 10:00 - 19:00<br/>Суббота	- 11:00 - 17:00<br/>Воскресенье	- Выходной;24.08.2018 11:42:32;Галина Гроян;Кристина;Ассортимент и уточнение по размерам
49406;538;[HTML]Где ваш магазин в Севастополе . Напишите пожалуйста адрес .;;;;Елена;Работа магазинов
49417;538;[HTML]Где ваш магазин в Севастополе . Напишите пожалуйста адрес .;"[HTML]Елена, добрый день.<br/>Благодарим за обращение. Адрес магазина в Севастополе:<br/><br/>Республика Крым<br/>Севастополь<br/>салон Европласт<br/>ООО ""Элит Дом""<br/>ул.Пожарова, д. 21, (ТЦ), 1 этаж<br/>нижняя парковка ТЦ<br/>Тел.: +7 (978) 783-82-83<br/>elitdom-crimea@yandex.ru<br/>Время работы:<br/>Будни	- 09:00 - 18:00<br/>Суббота	- Выходной<br/>Воскресенье	- Выходной<br/>";24.08.2018 16:09:54;Галина Гроян;Елена;Работа магазинов
49434;539;[HTML]Сотрудничество! Прошу связаться по е-mail!;"[HTML]Сакен, здравствуйте. <br/>Благодарим за обращение.<br/>Ваш запрос перенаправила официальному представителю завода ""Европласт"" на территории Казахстана, ниже контакты. Менеджеры свяжутся с Вами в ближайшее время:<br/>Казахстан<br/>Алматы<br/>Салон Премьера<br/>TOO Evolution Technologies<br/>Магазин<br/>ул. Абдуллиных, д. 64 (шестиэтажное здание, 1 этаж)<br/>угол ул.Богенбай батыра<br/>Тел.: +7 (7272) 22-10-55, +7 (707) 212-77-17<br/>info@evp.kz<br/>Время работы:<br/>Будни	- 10:00 - 19:00<br/>Суббота	- 10:00 - 17:00<br/>Воскресенье	- Выходной<br/>URL: http://www.premiera.kz/";27.08.2018 09:32:24;Галина Гроян;Сакен;Другое
49442;540;[HTML]Добрый день! Хотим обрамить арки молдингом, подскажите молдинги гнутся, если нет то какой у них радиус?;[HTML]Добрый день, Елена.<br/>При подборе элементов для обрамления арок, обращайте внимание на рекомендуемый радиус загиба изделия. На сайте у каждого элемента указан минимальный радиус загиба.<br/>Общие принципы крепления изделий, Вы можете посмотреть в разделе МОНТАЖ/ИНСТРУКЦИИ.<br/>Спасибо. ;27.08.2018 10:41:02;Александра Высоцкая;Елена;Монтаж изделий
49449;541;[HTML]дизайн проект ниши над камином р-р0.95*0.95;"[HTML]Олег, добрый день.<br/>Ваш вопрос перенаправлен официальному представителю завода  Европласт в Минске, контакты ниже.<br/>Менеджер свяжется с Вами в ближайшее время. <br/>Беларусь<br/>Минск<br/>Товарищество собственников Пономаренко, 35 А<br/>ЧТУП ""Салон интерьера""<br/>Товарищество собственников Пономаренко, 35 А<br/>улица Пономаренко, 35А, оф. 103<br/>Ресторан ""СОЧИ""<br/>Тел.: +375 (17) 202-20-00, +375 (44) 575-06-97<br/>dekor-si@mail.ru<br/>Время работы:<br/>Будни	- 09:00 - 18:00<br/>Суббота	- 10:00 - 17:00<br/>Воскресенье	- Выходной<br/>URL: http://www.dekorus.by/";27.08.2018 10:06:54;Галина Гроян;Олег;Другое
49495;542;[HTML]Здравствуйте! Не хватило 3 шт. арт 1,50,172. Где в г. Оренбурге я могу купить Вашу продукцию?;"[HTML]Вячеслав, добрый день.<br/>Купить продукцию можно у официального дилера компании, ниже контакты:<br/>Оренбургская область<br/>Оренбург<br/>VIVA design interior<br/>ООО ""Виват-Проект""<br/>Салон ""VIVA design interior""<br/>улица Правды, д. 25<br/>Тел.: +7 (3532) 40-80-00, +7 (3532) 59-92-93<br/>viva-design09@mail.ru<br/>Время работы:<br/>Будни	- 10:00 - 19:00<br/>Суббота	- 10:00 - 16:00<br/>Воскресенье	- Выходной<br/>URL: http://www.vivainterior.ru/";27.08.2018 13:03:29;Галина Гроян;Вячеслав;Работа магазинов
49609;543;[HTML]Добрый вечер.<br/>Подскажите,пожалуйста, из какого материла сделан плинтус, влагостойкий ли он?И как понять нужен ли мне гибкий или обычный( извилистых линий нет, все стены прямые)?<br/>К карнизу 1.51.322 подойдет плинтус 1.53.102?<br/>Заранее благодарю за ответы.;[HTML]Добрый день, Елена. Плинтус сделан из пенополиуретана, да влагостойкий.Если все стены прямые то гибкий вам не нужен.<br/>1.51.322 это молдинг уточните пожалуйста вы спрашиваете подойдёт ли по дизайну?<br/>А так же хотела уточнить для какого помещения вы выбираете плинтуса?;30.08.2018 09:56:29;Ольга Гмыря;елена;Свойства изделий
