IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
3363;"Белгород, Магазин ""Премьера"", Белгородский проспект";Белгородский проспект, д. 50;;;;"Магазин ""Премьера""";74 722 337 347;;;;;;;Нет;;50.601898,36.598604;3116;;;
3364;"Белгород, Магазин ""Премьера"", ул. Щорса";ул. Щорса, д. 8г;;;;"Магазин ""Премьера""";74 722 201 777;;;;;;;Нет;;50.5846,36.566202;3116;;;
3365;"Белгород, Магазин ""Элит"", ул. Магистральная";"ул. Магистральная, д. 4д, ТЦ ""Спутник Дом"" отд. №15";;;;"Магазин ""Элит""";79 192 860 884;;;;;;;Нет;;50.570003,36.529299;3116;;;
3366;"Белгород, Салон ""АрхДекор"", ул. Восточная";ул. Восточная, д. 71;;;;"Салон ""АрхДекор""";74 722 207 582;;;;;;;Нет;;50.5755,36.5444;3116;;;
3367;"Белгород, Салон ""Новый Интерьер"", пр-т Ватутина";пр-т Ватутина, д. 2б;;;;"Салон ""Новый Интерьер""";79 103 222 802;;;;;;;Нет;;50.582198,36.580503;3116;;;
3368;"Белгород, Салон ""Стильная Плитка"", ул. Красноармейская";ул. Красноармейская, д. 156;;;;"Салон ""Стильная Плитка""";74 722 545 009;;;;;;;Нет;;50.578698,36.542999;3116;;;
3369;"Белгород, Салон ""Интерио"", ул. Генерала Апанасенко";ул. Генерала Апанасенко, д. 97;;;;"Салон Интерио""";74 722 201 792;;;;;;;Нет;;50.583702,36.565798;3116;;;
3371;"Бирюч, Магазин ""Седьмое Небо"", ул. Красная";ул. Красная, д. 20е;;;;"Магазин ""Седьмое Небо""";79 205 537 062;;;;;;;Нет;;50.6564861294,38.4011852798;3370;;;
3373;"Губкин, ""Русь""";ул. Дзержинского, д. 115;;;;"""Русь"", отдел ""Сантехлюкс""";"+7 47241 72751; +7 908 7893974";;;;;;;Нет;;51.2881,37.519997;3372;;;
3375;"Старый Оскол, ""Промсервис""";Юго-западный промрайон, площ. Производственная, проезд 3, строение 1, д. 58;;;ООО «Промсервис»;;"+7 4725 439917; +7 4725 439918; +7 4725 439919";;;;;;;Нет;;51.269598,37.765902;3374;;;
3376;"Старый Оскол, Дизайн-студия ""Эстеты""";мр-н Степной, д.17;;;;"Интерьерный бутик, Дизайн-студия ""Эстеты""";"+7 4725 484807; +7 919 4354807";;;;;;;Нет;;51.316301,37.915499;3374;;;
3377;Старый Оскол, ИП Попова;"мр-н Дубрава, квартал 1, д.54, ТЦ ""Строймаркет"", 3 этаж, пав. №41";;;ИП Попова;;"+7 961 1703314; +7 909 2038090";;;;;;;Нет;;51.305198,37.909902;3374;;;
3378;"Старый Оскол, Студия декора ""Матэй""";"мр-н Дубрава, квартал 1, д.54, ТЦ ""Строймаркет"", 3 этаж, пав. № 48";;;;"Студия декора ""Матэй""";"+7 4725 436204; +7 951 1399600";;;;;;;Нет;;51.305198,37.909902;3374;;;
3379;"Старый Оскол, Центр декоративных покрытий ""Декор Престиж""";ул. Коммунистическая, д. 6а;;;;"Центр декоративных покрытий ""Декор Престиж""";"+7 4725 445208; +7 905 6773307";;;;;;;Нет;;51.298199,37.841702;3374;;;
3380;"Старый Оскол, Центр обоев ""Премьера""";мр-н Горняк, д.15;;;;"Центр обоев ""Премьера""";"+7 4725 442642; +7 919 2220047;";;;;;;;Нет;;51.287199,37.814196;3374;;;
3382;"Шебекино, Магазин ""Лекс""";"ул. Харьковская, д. 74, ТЦ ""Спустник"", отд. № 68";;;;"Магазин ""Лекс""";79 507 180 434;;;;;;;Нет;;50.393998,36.910302;3381;;;
3383;Брянск, Дизайн-студия  C.Design HOME COUTURE;;;;;Дизайн-студия  C.Design HOME COUTURE;74 832 338 155;;;;;;;Нет;;;3118;;;
3384;Брянск, NULL;;;;;"Студия ""Медиана""";;;;;;;;Нет;;53.212086,34.438839;3118;;;
3385;Брянск, ИП Данилкин;;;;ИП Данилкин;;74 833 642 958;;;;;;;Нет;;;3118;;;
3386;Брянск, ИП Чешевой В.Н.;;;;ИП Чешевой В.Н.;;79 803 189 695;;;;;;;Нет;;;3118;;;
3387;Волгоград, ул.25 лет Октября, ВОСР на Тулака (ИП Гаврилов О.);ул.25 лет Октября, ВОСР на Тулака, Новострой;;;ИП Гаврилов О.;;7 844 923 236;oleg.salon2010@yandex.ru;;;;;;Нет;;48.554101,44.571898;3123;;;
3388;Волгоград,  ул.Рокоссовского (ИП Гаврилов О.);ул.Рокоссовского, д. 54;;;ИП Гаврилов О.;;79 275 261 066;oleg.salon2010@yandex.ru;;;;;;Нет;;48.726677,44.519257;3123;;;
3389;Волгоград,  ул.Рокоссовского (ИП Гаврилов О.);ул.Рокоссовского, д. 54;;;ИП Гаврилов О.;;79 275 261 066;oleg.salon2010@yandex.ru;;;;;;Нет;;48.726677,44.519257;3123;;;
3390;Волгоград,  ИП Зимин;;;;ИП Зимин;;7 844 242 255;rs-studio@mail.ru;;;;;;Нет;;;3123;;;
3391;Волгоград,  ИП Иголкина-Бухтиенко;;;;ИП Иголкина-Бухтиенко;;79 023 119 819;;;;;;;Нет;;;3123;;;
3392;Волгоград,  ИП Мельников М.В.;ул. 25 лет Октября, д. 1 б, ВОСР на Тулака;;;ИП Мельников М.В.;;79 044 192 277;;;;;;;Нет;;48.670156,44.46631;3123;;;
3393;"Волгоград,  ООО Компания ""Инвест Трейд""";;;;"ООО Компания ""Инвест Трейд""";;;;;;;;;Нет;;;3123;;;
3394;Волгоград, Абажур;;;;ИП Семенова;Абажур;7 844 503 500;;;;;;;Нет;;;3123;;;
3395;Волгоград, Ампир Декор;;;;ИП Малышкина;Ампир Декор;7 844 592 899;ampir-volga@mail.ru;;;;;;Нет;;48.72137,44.529354;3123;;;
3396;Волгоград, Антураж;ул. Рабочекрестьянская д.33;;;ИП Гончаров;Антураж;"+7 844 949144; +7 844 283052";anturaje@rambler.ru;;;;;;Нет;;48.691946,44.492056;3123;;;
3397;Волгоград, Арт-Дом;;;;;Арт-Дом;7 844 243 851;;;;;;;Нет;;;3123;;;
3398;Волгоград, Архи Стиль;ул. Коммунистическая, д. 40;;;;Архи Стиль;79 093 787 878;designvlg@gmail.com;;;;;;Нет;;48.717477,44.526704;3123;;;
3399;Волгоград, Атлас Стройград;"пр-т Ленина, д 65 К, ТЦ ""Стройград""";;;ИП Филь;Атлас Стройград;"+7 844 240609; +7 844 240871";zalstroygrad@atlas-mir.ru;;;;;;Нет;;48.749161,44.548129;3123;;;
3400;Волгоград, Градос;;;;ИП Арчакова;Градос;"+7 844 715605; +7 844 753313";grados@oboivolgograd.ru;;;;;;Нет;;;3123;;;
3401;Волгоград, Декор Сити;ул.25 лет Октября, д.1, ВОСР на Тулака, Новострой;;;ИП Плехова;Декор Сити;7 844 506 920;;;;;;;Нет;;48.664688,44.466014;3123;;;
3402;Волгоград, ДизайнСтройСити;;;;ИП Турченкова;ДизайнСтройСити;"+7 844 906120; +7 844 471815";;;;;;;Нет;;;3123;;;
3403;Волгоград, Интелис;;;;ИП Мартов;Интелис;;;;;;;;Нет;;;3123;;;
3404;Волгоград, Кабинет;;;;;Кабинет;7 844 492 924;cabinet8@yandex.ru;;;;;;Нет;;;3123;;;
3405;Волгоград, Каменьон;"ул.25 лет Октября, д. 1, ВОСР на Тулака, ТД ""Каменьон""";;;ИП Кабалдин;Каменьон;7 844 268 357;dom@kamenon.ru;;;;;;Нет;;48.664688,44.466014;3123;;;
3406;Волгоград, Либерти;ул. Героев Сталинграда, д. 72, ТЦ Либерти;;;ИП Коровкина;Либерти;7 844 498 147;liberte-larisa@mail.ru;;;;;;Нет;;48.514738,44.53478;3123;;;
3407;"Волгоград, Магазин ""Мастер потолков""";пр-т Ленина, д. 94;;;;"Магазин ""Мастер потолков""";"+7 844 233231; +7 844 980267";master-potolkov@yandex.ru;;;;;;Нет;;48.746434,44.549413;3123;;;
3408;"Волгоград, Магазин-студия ""Лоймина""";ул.Череповецкая, д. 1А-27;;;ИП Захарин;"Магазин-студия ""Лоймина""";7 844 387 717;loymina-vlg@mail.ru;;;;;;Нет;;48.706318,44.48734;3123;;;
3409;Волгоград, Океан потолков;;;;ИП Прохоренков;Океан потолков;"+7 961 0782048; +7 844504910";okean_potolkov@mail.ru;;;;;;Нет;;;3123;;;
3410;Волгоград, Онтарио;;;;ИП Дементьева;Онтарио;78 474 223 597;;;;;;;Нет;;;3123;;;
3411;Волгоград, Сити Строй;ул. Мира, д. 11;;;;Сити Строй;7 844 334 949;citistroi@mail.ru;;;;;;Нет;;48.710527,44.517487;3123;;;
3412;Волгоград, СтройснабВолгоград;ул.25 лет Октября, д 1 б, ВОСР на Тулака;;;;СтройснабВолгоград;"+7 844 260878; +7 903 3753756";sokov_va@mail.ru;;;;;;Нет;;48.670156,44.46631;3123;;;
3413;Волгоград, СтройСтильВолга;"пр-т Ленина, д. 65 К, ТЦ ""Стройград""";;;ИП Ляхова;СтройСтильВолга;"+7 844 268995; +7 844 551274 офис";myavorovich@rambler.ru;;;;;;Нет;;48.749161,44.548129;3123;;;
3414;Волгоград, Техностандарт;;;;;Техностандарт;;aa-kor@yandex.ru;;;;;;Нет;;;3123;;;
3415;Волгоград, ТР Лепота;;;;ИП Анеликова;ТР Лепота;7 844 600 699;;;;;;;Нет;;;3123;;;
3416;Волгоград, Элит Хаус;;;;;Элит Хаус;"+7 844 987939; +7 917 3387939";;;;;;;Нет;;;3123;;;
3417;Волгоград, Эльформа;ул. Невская, д. 16А;;;ИП Зайцев;Эльформа;7 844 499 202;elforna@list.ru;;;;;;Нет;;48.718992,44.507579;3123;;;
3418;Офис;ул. 25-летия Октября, 1, оф.104;;;;Офис;78 442 477 299;"logistic@decoracia.net; manager@decoracia.net";;www.decoracia.net;;;;Нет;;48.664688,44.466014;3123;;;
3419;НЕТ НАЗВАНИЯ;;;;ИП Рамазанова;Обойный ряд;79 275 397 510;;;;;;;Нет;;;3123;;;
3421;Ахтубинск,  ИП Шапкин, ул.Волгоградская;ул.Волгоградская д. 166, м-н Эталон;;;ИП Шапкин;;78 514 151 727;pkfetalon@yandex.ru;;;;;;Нет;;48.300398,46.156697;3420;;;
3423;Волжский, ул.Карбышева (ИП Гаврилов В.Н.);"ул.Карбышева, д. 47а, ТЦ ""Простор""";;;ИП Гаврилов В.Н.;;"+7 8443 501491; +7 929 7812288";vg_decor@bk.ru;;;;;;Нет;;48.777614,44.772528;3422;;;
3424;Волжский, ул.Карбышева (ИП Гирик);ТЦ Идея, ТЦ Простор, ул.Карбышева, д. 47а;;;ИП Гирик;;79 616 684 164;svgirik@yandex.ru;;;;;;Нет;;48.777614,44.772528;3422;;;
3425;Волжский,  ИП Николаева;;;;ИП Николаева;;79 044 251 829;elmix2621@rambler.ru;;;;;;Нет;;;3422;;;
3426;Волжский, Атлас, ул.Энгельса;ул.Энгельса, д. 22;;;ИП Филь;Атлас Волжский;7 844 396 446;vlz@atlas-mir.ru;;;;;;Нет;;48.787783,44.761227;3422;;;
3427;Волжский, Райта;;;;;Райта;78 443 215 647;;;;;;;Нет;;;3422;;;
3428;Волжский, Сигма, ул.Автодорога №7;ул.Автодорога №7-26А;;;ИП Гаврилов В.Н.;Сигма;;;;;;;;Нет;;48.81142,44.835311;3422;;;
3430;Михайловка,  ИП Косенков;ул. Промышленная, д. 2;;;ИП Косенков;;"+7 84463 40025; +7 902 3827346";kosenkov-mix@bk.ru;;;;;;Нет;;50.091599,43.229698;3429;;;
3432;Элиста, Гранд;;;;;Гранд;79 374 663 413;;;;;;;Нет;;;3431;;;
3433;Элиста, Гранд;;;;;Гранд;79 374 663 413;;;;;;;Нет;;;3431;;;
3434;Элиста, Стройарсенал;ул.Ленина, д. 7, стр.1 (этаж 1-2);Торговый дом;;ИП Железная Л.Н.;"Торговый дом ""Стройарсенал""";8472231049;stroyarsenal08@mail.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;46.313999,44.214899;3431;;;
3435;"Вологда,  ООО ""Стильный Дом"", ул. Металлургов";ул. Металлургов, д. 12;;;"ООО ""Стильный Дом""";;79 115 050 047;;;;;;;Нет;;;3304;;;
3436;"Вологда,  ООО ВСК ""Гефест"", ул. Машиностроительная";ул. Машиностроительная, д. 12;;;"ООО ВСК ""Гефест""";;78 172 285 907;;;;;;;Нет;;59.212234,39.909166;3304;;;
3437;"Вологда, Галерея интерьеров ""ЭлитДекор"", ул. Костромская";ул. Костромская, д. 4;;;"ООО ""ЭлитДекор""";"Галерея интерьеров ""ЭлитДекор""";78 172 523 013;;;;;;;Нет;;59.203186,39.83686;3304;;;
3438;"Вологда, Магазин ""Континент"", ул. Горького";ул. Горького, д. 129а;;;"ООО ""Континент Строй""";"Магазин ""Континент""";78 172 285 910;;;;;;;Нет;;59.214804,39.915077;3304;;;
3439;Вологда, Магазин М2, ул.Ярославская;ул.Ярославская, д. 11;;;ИП Шитова С.В.;Магазин М2;78 172 716 889;;;;;;;Нет;;59.20008,39.863783;3304;;;
3440;"Вологда, Сеть салонов ""Потолок"", ул. Первомайская";ул. Первомайская, д. 31;;;ИП Куцевалов С.Ю.;"Сеть салонов ""Потолок""";78 172 751 551;;;;;;;Нет;;59.208562,39.894505;3304;;;
3441;"Вологда, Торговый дом ""Стиль"", ул. Северная";ул. Северная, д. 27;;;"ООО ""Политех""";"Торговый дом ""Стиль""";78 172 274 216;;;;;;;Нет;;59.221049,39.948763;3304;;;
3442;"Вологда, Торговый-Дом ""Венеция"", ул. Ленинградская";ул. Ленинградская, д. 128;;;"ООО ""ТДВ""";"Торговый Дом ""Венеция""";;;;;;;;Нет;;59.20959,39.84473;3304;;;
3444;"Череповец,  ООО ""ДизайнСтрой Сервис""";Шекснинский пр., д. 25;;;"ООО ""ДизайнСтрой Сервис""";;78 202 640 248;;;;;;;Нет;;59.09374,37.929288;3443;;;
3445;"Череповец,  ООО ""Прораб-35""";ул. Судостроительная, д. 19;;;"ООО ""Прораб-35""";;78 202 205 248;;;;;;;Нет;;59.127055,37.95091;3443;;;
3446;"Череповец, Бутик интерьеров ""Эго""";ул. Любецкая, д. 3;;;ИП Хлынов А.А.;"Бутик интерьеров ""Эго""";78 202 323 511;;;;;;;Нет;;59.097401,37.90886;3443;;;
3447;Череповец, Дом интерьера;ул. Сталеваров, д. 75;;;ИП Ромейко В.П.;Дом интерьера;78 202 551 861;;;;;;;Нет;;59.135906,37.909803;3443;;;
3448;"Череповец, Салон ""Мир натяжных потолков""";ул. Краснодонцев, д.82;;;"ООО ""Наполи""";"Салон ""Мир натяжных потолков""";78 202 268 926;;;;;;;Нет;;59.129225,37.996491;3443;;;
3449;"Череповец, Салон интерьера ""Гранд Декор""";Октябрьский пр., д. 38;;;"ООО ""Солнышко""";"Салон интерьера ""Гранд Декор""";78 202 323 141;;;;;;;Нет;;59.098311,37.91275;3443;;;
3450;"Череповец, Студия интерьера ""Архидом""";Московский пр., д. 49;;;ИП Коноплева А.Г.;"Студия интерьера ""Архидом""";78 202 576 020;;;;;;;Нет;;59.123633,37.91019;3443;;;
3451;"Череповец, Торговый Дом ""Венеция""";ул. Металлургов, д. 11;;;"ООО ""Интерьер Комплект""";"Торговый Дом ""Венеция""";78 202 227 678;;;;;;;Нет;;59.129858,37.90444;3443;;;
3452;"Ижевск, ООО ""Дженти"", ТЦ ""Сити""";"ул. Холмогорова, д. 15, ТЦ ""Сити"", 4 этаж";;;"ООО ""Дженти""";;73 412 908 047;;;;;;;Нет;;56.876043,53.210278;3133;;;
3453;"Ижевск, Салон ""Art Room""";ул. Удмуртская, д. 304, корп. 4, офис 211;;;;"Салон ""Art Room""";73 412 905 301;;;;;;;Нет;;56.8608803749,53.2226721634;3133;;;
3454;"Ижевск, Салон ""Odinn""";ул. Удмуртская, д. 304, корп. 3, офис 25;;;;"Салон ""Odinn""";+7 3412  912111;;;;;;;Нет;;56.8608803749,53.2226721634;3133;;;
3455;"Ижевск, Салон ""ЦентрДеко""";ул. Удмуртская, д. 304, корп. 3;;;;"Салон ""ЦентрДеко""";73 412 601 477;;;;;;;Нет;;56.8608803749,53.2226721634;3133;;;
3457;"Ишим, Магазин ""СтройМаг"" № 1";ул. Корушина, д. 13;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 1";73 455 173 840;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;;3456;;;
3458;"Ишим, Магазин ""СтройМаг"" № 2";ул. Свердлова, д. 36А;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 2";73 455 174 055;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;56.107102,69.484202;3456;;;
3459;"Ишим, Магазин ""СтройМаг"" № 3";ул.4-я Северная, д. 1;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 3";73 455 173 257;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;56.1212,69.470404;3456;;;
3460;"Ишим, Склад-Магазин ""СтройМаг""";ул.Бригадная, д. 167;;;ИП Филипюк Е.В.;"Склад-Магазин ""СтройМаг""";73 455 173 848;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;;3456;;;
3461;"Ишим, Центр отделочных материалов ""СтройМаг""";улица Гаранина, д. 1;СтройМаг, магазины отделочных материалов;;ИП Филипюк Елена Васильевна;СтройМаг, магазин отделочных материалов;"3455172869; 3455174020";stroi-mag2@yandex.ru;stroi-mag2@yandex.ru;;09:00 - 19:00;09:00 - 18:00;09:00 - 18:00;Да;;56.1067,69.471401;3456;;;
3463;"Уральский, Магазин ""Каскад""";;;;ИП Чернышев Д.В.;"Магазин ""Каскад""";73 439 370 370;kaskad_ershov@mail.ru;;;;;;Нет;;;3462;;;
3465;Краснотурьинск, Магазин;;;;ИП Колобов С.С.;Магазин;79 045 405 001;desing.proekt@yandex.ru;;;;;;Нет;;;3464;;;
3466;"Красноярск, ""Галерея паркета""";ул. Авиаторов, д. 41;;;;"""Галерея паркета""";73 912 822 180;;;;;;;Нет;;56.048364,92.911115;3152;;;
3467;"Красноярск, Галерея интерьеров ""Maestro de la Casa""";ул. Молокова, д. 17;;;;"Галерея интерьеров ""Maestro de la Casa""";73 912 541 200;;;;;;;Нет;;56.039233,92.902581;3152;;;
3468;Красноярск, Дом Декора;ул. Взлетная, д. 13;;;;Дом Декора;73 912 540 022;;;;;;;Нет;;56.033228,92.91178;3152;;;
3469;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Молокова, д. 40;;;;"Магазин отделочных материалов ""Колор Студия""";73 912 777 716;info@color-st.ru;;color-studio.ru;;;;Нет;;56.042406,92.904234;3152;;;
3470;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Каратанова, д. 4;;;;"Магазин отделочных материалов ""Колор Студия""";"+7 391 2123320; +7 391 2272542; +7 391 22730 -87";info@color-st.ru;;color-studio.ru;;;;Нет;;56.012365,92.891478;3152;;;
3471;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Высотная, д. 2, стр. 1;;;;"Магазин отделочных материалов ""Колор Студия""";73 912 180 909;info@color-st.ru;;color-studio.ru;;;;Нет;;56.024451,92.785432;3152;;;
3472;"Красноярск, Магазин отделочных материалов ""Очаг""";ул. Высотная, ст. 8;;;;"Магазин отделочных материалов ""Очаг""";73 912 702 030;;;;;;;Нет;;56.024295,92.784659;3152;;;
3473;"Красноярск, Салон мебели и света ""DeLuxe""";ул. 78 Добровольческой бригады, д. 4;;;;"Салон мебели и света ""DeLuxe""";"+7 391 2500608; +7 391 2500688";;;;;;;Нет;;56.039515,92.917062;3152;;;
3474;"Красноярск, Салон отделочных материалов ""Антарес""";ул. Молокова, д. 46;;;;"Салон отделочных материалов ""Антарес""";73 912 770 841;;;;;;;Нет;;56.041612,92.902752;3152;;;
3475;"Красноярск, Салон современных отделочных материалов ""Де Арт""";ул. Ады Лебедевой, д. 93а;;;;"Салон современных отделочных материалов ""Де Арт""";73 912 595 999;;;;;;;Нет;;56.015012,92.85612;3152;;;
3476;"Красноярск, Салон-магазин ""Крас-Dekor""";пр. Красноярский рабочий, д. 163 офис 01 (цоколь);;;;"Салон-магазин ""Крас-Dekor""";"+7 391 2726421; +7 391 2718426";;;;;;;Нет;;55.994396,92.899572;3152;;;
3477;"Красноярск, Салон-магазин декоративных штукатурок ""Декор-Террако""";ул. Железнодорожников, д.17;;;;"Салон-магазин декоративных штукатурок ""Декор-Террако""";"+7 391 2219937; +7 391 2218779; +7 391 2963887";;;;;;;Нет;;56.021714,92.841819;3152;;;
3478;"Красноярск, Студия декоративных покрытий ""АртСтрит""";ул. Авиаторов, д. 39;;;;"Студия декоративных покрытий ""АртСтрит""";73 912 085 501;;;;;;;Нет;;56.047404,92.913181;3152;;;
3479;"Красноярск, Студия дизайна и ремонта ""Арт Студио""";ул. Дубровинского, д. 62;;;;"Студия дизайна и ремонта ""Арт Студио""";"+7 391 2152167; +7 391 2660285";;;;;;;Нет;;56.008545,92.882854;3152;;;
3480;"Красноярск, Студия ремонта ""Домино""";ул. Дудинская, д. 16/1;;;;"Студия ремонта ""Домино""";73 912 746 262;;;;;;;Нет;;56.02676,92.892151;3152;;;
3482;"Курган, ""Зауральский Домострой"" Салон ""Стройделюкс""";;;;ИП Решетникова Е.Н.;"""Зауральский Домострой"" Салон ""Стройделюкс""";"+7 3522  601647; +7 3522 601642";studia8@domstroy45.ru;;;;;;Нет;;;3481;;;
3483;"Курган, ТК ""АРТЕКС""";;;;Арх Идея;"ТК ""АРТЕКС""";73 522 600 310;archidea45@mail.ru;;;;;;Нет;;;3152;;;
3484;"Курган, ТЦ ""Дома""";;;;ИП Пермякова Н.В.;"ТЦ ""Дома""";79 634 396 298;vip-dekor45@yandex.ru;;;;;;Нет;;;3481;;;
3485;"Курск, ""Дом обоев"" на Добролюбова";улица Добролюбова, д. 15а;Торговый центр;;ИП Тихонова ИН;дом обоев;"4712396136; 4712396135";oboidom@yandex.ru;;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;51.724024,36.186808;3154;;;
3486;"Курск, Оптово-розничный склад ""Обои""";ул.Станционная, д. 42;;;;"Оптово-розничный склад ""Обои""";"+7 4712 342328; +7 920 7090300";oboiopt@kursknet.ru;;;;;;Нет;;51.743925,36.234742;3213;;;
3487;"Липецк, Декор-Студия ""Кардинал""";ул. Первомайская, д. 78;;;;"Декор-Студия ""Кардинал""";74 742 776 907;;;;;;;Нет;;52.603045,39.578208;3331;;;
3488;"Липецк, Декор-Центр ""Ар-Декор""";ул. Механизаторов, д. 15;;;"ООО ""Ар-Декор""";"Магазин ""Стройка""";74 742 403 889;;;;;;;Нет;;52.586957,39.563117;3331;;;
3489;"Липецк, Дизайн студия ""Дольмен""";улица Верхняя, д. 86а;"Дизайн студия ""Дольмен""";;ИП Филинская;"Дизайн студия ""Дольмен""";"4742376960; 4742376622";;ardekor@rambler.ru;;;;;Нет;;52.5939237332,39.5724926736;3331;;;
3490;"Липецк, Магазин отделочных материалов ""Новый Век""";переулок Пестеля, д. 38;"Магазин отделочных материалов ""Новый Век""";;;"Магазин отделочных материалов ""Новый Век""";4742333939;;ardekor@rambler.ru;;;;;Нет;;52.614819,39.54109;3331;;;
3491;"Липецк, Салон ""Коллизей""";пл.Победы, д. 8;;;;"Салон ""Коллизей""";79 046 844 555;;;;;;;Нет;;52.604702,39.57422;3331;;;
3492;"Липецк, Студия обоев ""Ванильное Небо""";улица Первомайская, д. 77в;;;ИП Трофимов;"Студия обоев ""Ванильное небо""";4742232322;;ardekor@rambler.ru;;;;;Нет;;52.6027419355,39.5840368687;3331;;;
3493;"Липецк, Торговая компания ""Артико Холл""";улица Водопьянова, д. 17;;;"Торговая компания ""Артико Холл""";"Торговая компания ""Артико Холл""";4742406378;;ardekor@rambler.ru;;;;;Нет;;52.591525,39.544495;3331;;;
3495;"Мичуринск, Магазин ""Ассортимент""";ул. Лаврова;;;;"Магазин ""Ассортимен""";79 622 343 346;;;;;;;Нет;;;3494;;;
3496;Магнитогорск,  Европласт;пр. Карла Маркса, д. 81;;;;;"+7 3519 260188; +7 951 2402709";;;;;;;Нет;;53.40865,58.978638;3161;;;
3497;"Москва, ВК ""Росстройэкспо"" (ИП Зарипов А.Т.)";Фрунзенская набережная, д. 30, павильон 13А первый этаж на входе справа;;;ИП Зарипов А.Т.;;"+7 495 7902011; +7 495 7215468";;;;;;;Нет;;55.72346,37.585404;3109;;;
3498;"Москва, ВК ""Росстройэкспо"" (ИП Леликова Ю.В.)";Фрунзенская набережная, д. 30, павильон 13А  место №51, 2-ой этаж;;;ИП Леликова Ю.В.;;"+7 499 2420391; +7 985 2898878";;;;;;;Нет;;55.72346,37.585404;3109;;;
3499;"Москва, ВК ""Росстройэкспо"" (ИП Низовцева О.М.)";Фрунзенская набережная, д. 30, павильон 13 место №48;;;ИП Низовцева О.М.;;"+7 926 0092875; +7 926 6036960";;;;;;;Нет;;55.72346,37.585404;3109;;;
3500;"Москва, ВК ""Росстройэкспо"" (ИП Стрекаловская О.Н.)";Фрунзенская набережная, д. 30, павильон 12 место №22;;;ИП Стрекаловская О.Н.;;79 151 908 602;;;;;;;Нет;;55.72346,37.585404;3109;;;
3501;"Москва, ВК ""Росстройэкспо"" (Компания  ""Фидод"")";Фрунзенская набережная, д. 30, павильон 4  место № 37,42,52;;;"Компания  ""Фидод""";;"+7 495 7454304; +7 495 5184985";;;;;;;Нет;;55.72346,37.585404;3109;;;
3502;"Москва, ВК ""Росстройэкспо"" (ООО ""Аркада Порте"")";Фрунзенская набережная, д. 30, павильон 12 место №2;;;"ООО ""Аркада Порте""";;79 262 043 704;;;;;;;Нет;;55.72346,37.585404;3109;;;
3503;"Москва, ВК ""Росстройэкспо"" (ООО ""Декор Свет"")";Фрунзенская набережная, д. 30, павильон 4 место №15;;;"ООО ""Декор Свет""";;74 992 420 493;;;;;;;Нет;;55.72346,37.585404;3109;;;
3504;"Москва, ВК ""Росстройэкспо"" (ООО ""ТрэйдЭкспоХолдинг"")";Фрунзенская набережная, д. 30, павильон  27;;;"ООО ""ТрэйдЭкспоХолдинг""";;"+7 499 2428951; +7 499 2428991";;;;;;;Нет;;55.72346,37.585404;3109;;;
3505;"Москва, МТВК ""Синдика-О"" (ИП Каюмов А.А.)";"66 км МКАД внешняя сторона, МТВК ""Синдика-О"", павильон № Я 09";;;ИП Каюмов А.А.;;79 262 184 058;;;;;;;Нет;;55.805224,37.379987;3109;;;
3506;Москва, Лепнина (ИП Липадат);"Строительный двор ""Петровский"", Пав. Д-23,  9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";ТК Петровский;;ИП Липадат;Лепнина;"9267226081; 9032397957";lipadat@mail.ru;lipadat@mail.ru;;08:00 - 19:00;09:00 - 18:00;09:00 - 18:00;Да;;55.7845487164,37.2367435574;3109;;;
3507;"Москва, Рынок ""Каширский двор - 3"" (ИП Будза С.В.)";"Пересечение МКАД (33км) и Варшавского шоссе, Рынок ""Каширский двор - 3"", павильон №  П17";Каширский двор 3;;ИП Будза С.В.;П17;89035844334;info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;55.574,37.601;3109;;;
3508;"Москва, Рынок ""Каширский двор - 3"" (ООО ""Сити Лайн"")";"Пересечение МКАД и Варшавского шоссе, Рынок ""Каширский двор - 3"", павильон  П2-2";;;"ООО ""Сити Лайн""";;"+7 925 8455343; +7 495 7825231";;;;;;;Нет;;55.574,37.601;3109;;;
