IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP538;IP_PROP539;IP_PROP540;IP_PROP541;IP_PROP542;IP_PROP543;IP_PROP664;IP_PROP672;IP_PROP673;IP_PROP674;IP_PROP675;IP_PROP676;IP_PROP677;IP_PROP678;IP_PROP702;IP_PROP703;IP_PROP704;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
6525;"Тамбов, Салон ""Декорация"" (ИП Егорова З.Р.)";;;улица Чичерина, д. 22;;;ИП Егорова З.Р.;Салон Декорация;9806757560;;;;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 15:00;Выходной;Нет;;52.7703815495,41.4086940933;3211;;;
6526;Тамбов, Модный Дом;;;улица Первомайская пл., д. 26, корп. 1;;;Модный Дом;Модный Дом; 9156662626;;;;10:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;10:00 - 16:00;10:00 - 16:00;Да;;52.7061822341,41.4674624491;3211;;;
6527;Тамбов, Клондайк;;;улица Б. Энтузиастов, д. 1 Г;"ТЦ ""Улей Строй""";;Клондайк;Клондайк;89202339907;;;;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;52.7558291297,41.4286192712;3211;;;
6528;"Ярославль, Салон-магазин ""Синти"" (ИП Фетисова Л.Г. ООО ""Зеленый кордор"")";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong style=""mso-bidi-font-weight: normal;""><span style=""font-size: small;""><span style=""font-family: Calibri;"">ИП Алекперов В.Г. </span></span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-family: Calibri; font-size: small;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;""><span style=""font-family: Calibri;"">г. Ярославль, ул. Полушкина роща 9,стр.14<span style=""mso-ansi-language: EN-US;"" lang=""EN-US""></span></span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-family: Calibri; font-size: small;"">ОТК Тандем, 1 этаж, пав.№ А4 и А5</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-family: Calibri; font-size: small;"">тел: +7 485&nbsp;278<span style=""mso-ansi-language: EN-US;""> </span>0781</span></p>";;проспект Толбухина, д. 24/63;"Торговый центр ""На Толбухина""";;"ООО ""Дизайн Проект""";"Салон-магазин ""Синти""";4852459593;yar@cinti.ru;;cinti.ru;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;10:00 - 18:00;10:00 - 17:00;Да;;57.6225163655,39.8585467755;3237;;;
6530;Бугульма , DAVINCI (ИП Ерохин Владислав Викторович);;;улица Герцена, д. 107Г (1 этаж);;;ИП Ерохин Владислав Викторович;DAVINCI;"9061222889; 9600893976";erlider@mail.ru;erlider@mail.ru;;09:00 - 19:00;;Нет;Нет;Нет;Нет;;;evroplastkazan@yandex.ru, 5220454@mail.ru;;;;;;;;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;54.5382583,52.8096914;6529;;;
6532;Нижнекамск, М-н «Престиж» (ИП Борисов С.Ю.);;;улица Химиков, д. 7А;М-Н «Престиж»;ТЦ Сити мол, Аверс, Магнит;ИП Борисов С.Ю.;М-н «Престиж»;"8555460604; 9172957640";prestigenk@mail.ru;prestigenk@mail.ru;;09:00 - 19:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 19:00;10:00 - 17:00;Да;;55.619021911,51.7852159144;6531;;;
6534;Октябрьский, Салон-магазин DecoRus (ИП Кутлубаев Р.Б.);;;улица Садовое Кольцо, д. 319/1, цокольный этаж;Центральный интерьерный салон ;"рядом ШЦ ""Таганка""";ИП Кутлубаев Р.Б.;Салон-магазин DecoRus;+7 (927) 433-10-00;kotlubaevr@gmail.com;kotlubaevr@gmail.com;;10:00 - 18:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;10:00 - 18:00;10:00 - 17:00;Да;;54.475678,53.465575;6533;;;
6536;Рыбинск, Декор Мастер (ООО «Декор Мастер»);;;улица Герцена, д. 17;ТЦ Герценский;;ООО «Декор Мастер»;Декор Мастер;9807002585;tddm76@mail.ru;lepnina44@gmail.com;;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;10:00 - 17:00;Выходной;Да;;58.0474957544,38.8437496356;6535;;;
6537;"Старый Оскол, Архдекор (ООО &quot;Европласт Оскол&quot; АрхДекор)";;;мкрн. Дубрава, д. 3, этаж 2;Строймаркет;;"ООО ""Европласт Оскол"" АрхДекор";Архдекор;+7 903 886 07 70;vkhim2008@yandex.ru;vkhim2008@yandex.ru;;09:00 - 19:00;;Нет;Нет;Нет;Нет;;;vkhim2008@yandex.ru;;;;;;;;Да;+7 903 886 07 70;Нет;09:00 - 19:00;09:00 - 19:00;Да;;51.307443,37.911436;3374;;;
6543;Чебоксары, Склад 27/1 (ИП Альхимович Г.А.);"<p><strong>Cалон ""Montmartre""</strong><br />Чебоксары, ул.Максима Горького 26<br />(8352) 43-45-65<br /><a href=""http://www.sdel.ru"">http://www.sdel.ru</a><br /><a href=""mailto:montmartre_@mail.ru"">montmartre_@mail.ru</a></p>";;Складской проезд, д. 6, строение 27/1;"ТСК ""Чувашгосснаб""";;ИП Альхимович Г.А.;Склад 27/1;9662494912;montmartre@sdel.ru;montmartre@sdel.ru;sdel.ru;08:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 17:00;09:00 - 16:00;Да;;56.1349200179,47.2945336356;3231;;;
6557;"Сочи, Салон-магазин ""Лепные декоры"",  ТЦ ""Строй Сити"" (ИП Гредина А.В.)";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><span style=""line-height: 115%; font-size: 10pt;""><span style=""font-family: Calibri;"">Салон-магазин<span style=""mso-spacerun: yes;"">&nbsp; </span>""Лепные декоры""</span></span></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt;""><span style=""font-size: 10pt;""><span style=""font-family: Calibri;"">Донская 28, ТК Строй СИТИ, </span></span></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt;""><span style=""font-size: 10pt;""><span style=""font-family: Calibri;"">синий сектор, павильон С10.</span></span></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt;""><span style=""font-size: 10pt;""><span style=""font-family: Calibri;"">тел.: +7&nbsp;862&nbsp;225 8519, +7&nbsp;965&nbsp;470 8422</span></span></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt;""><span style=""font-size: 10pt;""><span style=""font-family: Calibri;"">e-mail: </span><a href=""mailto:sochild1@gmail.com""><span style=""color: windowtext; text-decoration: none; text-underline: none;""><span style=""font-family: Calibri;"">sochild1@gmail.com</span></span></a></span></p>
<p><span style=""line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 10pt; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: 'Times New Roman'; mso-bidi-theme-font: minor-bidi; mso-fareast-language: EN-US; mso-ansi-language: RU; mso-bidi-language: AR-SA;""><a href=""http://www.l-decor.ru/""><span style=""color: windowtext; text-decoration: none; text-underline: none;"">www.l-decor.ru</span></a></span></p>";;улица Транспортная, д. 130;;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9094571803";sochi2@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;10:00 - 18:00;10:00 - 18:00;Да;;43.5697671025,39.7560959577;3202;;;
6558;"Новороссийск, Салон-магазин ""Лепные декоры"" (ИП Гредина А.В.)";;;улица Волгоградская, д. 25;;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9649139543";novoros2@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;44.6862934341,37.765638462;6124;;;
6559;Нальчик, Лепные Декоры (ИП Гредина А. В.);;;улица Кешокова, д. 290;;;ИП Гредина Анжела Викторовна;Лепные Декоры ;"8003338923; 9283290508";nalchik@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;43.4960259787,43.5854956951;3258;;;
6562;Майкоп, Лепные Декоры (ИП Гредина А. В.);;;ул. Жуковского, д. 44, 1 этаж;;;ИП Гредина Анжела Викторовна;Лепные Декоры ;"8003338923; 9094571811";maykop@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru ;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;44.611906062619,40.108299817196;6561;;;
6563;"Краснодар, Салон-магазин ""Лепные декоры"" ул. Красных партизан (ИП Гредина)";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""font-size: small;""><span style=""font-family: Calibri;"">Салон-магазин<span style=""mso-spacerun: yes;"">&nbsp; </span>""Лепные декоры""</span></span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;""><span style=""font-family: Calibri;""><span style=""mso-bidi-font-weight: bold;"">Краснодар, ул. Красных партизан, 214</span><br />телефон: +7<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">&nbsp;</span>861<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">&nbsp;</span>251 0978, +7&nbsp;960&nbsp;475 6668<br />понедельник - пятница с 9.00 до 18.00, суббота с 10.00 до 16.00<br /><span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">e</span>-<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">mail</span>: </span></span><a href=""mailto:l_decor1@mail.ru""><span style=""font-size: small;""><span style=""font-family: Calibri;""><span style=""color: windowtext; text-decoration: none; text-underline: none; mso-ansi-language: EN-US;"" lang=""EN-US"">l</span><span style=""color: windowtext; text-decoration: none; text-underline: none;"">_</span><span style=""color: windowtext; text-decoration: none; text-underline: none; mso-ansi-language: EN-US;"" lang=""EN-US"">decor</span><span style=""color: windowtext; text-decoration: none; text-underline: none;"">1@</span><span style=""color: windowtext; text-decoration: none; text-underline: none; mso-ansi-language: EN-US;"" lang=""EN-US"">mail</span><span style=""color: windowtext; text-decoration: none; text-underline: none;"">.</span><span style=""color: windowtext; text-decoration: none; text-underline: none; mso-ansi-language: EN-US;"" lang=""EN-US"">ru</span></span></span></a></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;""><span style=""font-family: Calibri;""><span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">www</span>.<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">l</span>-<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">decor</span>.<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">ru</span></span></span></p>
<p>&nbsp;</p>";;улица Лизы Чайкиной, д. 20;;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9094571864";salon2@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 18:00;Выходной;Нет;;45.0322217994,39.0577515;3149;;;
6568;"Кинешма, Декор-центр &quot;Арагон&quot; (ООО &quot;Феникс&quot;)";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><span style=""font-family: Calibri; font-size: small;"">Декор-Центр<span style=""mso-spacerun: yes;"">&nbsp; </span>Ар-Декор </span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><span style=""font-family: Calibri; font-size: small;"">ул. П.Смородина, д.9-А, офис 19 </span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><span style=""font-family: Calibri; font-size: small;"">Пн-Пт <span style=""mso-spacerun: yes;"">&nbsp;</span>10.00-19.00, Сб <span style=""mso-spacerun: yes;"">&nbsp;</span>10.00-15.00, Вс &ndash; Выходной</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><span style=""font-family: Calibri; font-size: small;"">+7&nbsp;474&nbsp;245 2933</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 10pt;""><a href=""mailto:Ardekor@rambler.ru""><span style=""color: windowtext; text-decoration: none; text-underline: none;""><span style=""font-family: Calibri; font-size: small;"">Ardekor@rambler.ru</span></span></a>&nbsp;</p>
<p><span style=""line-height: 115%;""><span style=""line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: 'Times New Roman'; mso-bidi-theme-font: minor-bidi; mso-fareast-language: EN-US; mso-ansi-language: RU; mso-bidi-language: AR-SA;""><a href=""http://www.ar-dekor.ru/""><span style=""color: #333333;"">www.ar-dekor.ru</span></a></span></span></p>";;улица Комсомольская, д. 18, этаж 2;;;"ООО ""Феникс""";"Декор-центр ""Арагон""";+7 (920) 342-31-96;aragon37@mail.ru;aragon37@mail.ru;aragondeco.ru;09:00 - 17:00;;Нет;Нет;Нет;Нет;;;aragon37@mail.ru;;;;;;;;Да;;Нет;10:00 - 15:00;Выходной;Нет;;57.442638,42.164571;6567;;;
6569;"Стерлитамак, Салон &quot;ДЕКОРАМА&quot; (ИП Калашников А.В.)";"<p><strong>Салон ""РОЗЕТ""</strong><br />Стерлитамак,&nbsp; ул. Днепровская д.7 корп.А, ТД ""Левашов""<br />8-917-463-23-79<br /><a href=""http://www.ufa-rozet.ru"">www.ufa-rozet.ru</a><br /><a href=""mailto:rozetsterlitamak@mail.ru"">rozetsterlitamak@mail.ru</a></p>";;улица 23 Мая, д. 59, 1 этаж, стенд;;напротив мебельной фабрики Антарес, рядом магазин Молоток;ИП Калашников А.В.;"Салон ""ДЕКОРАМА""";"+7 (347) 326-87-40; +7 (917) 355-52-61";dekoramasalon2@gmail.com;;dekoramasalon.ru;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;11:00 - 18:00;Выходной;Нет;;53.608973,55.951998;3207;;;
6570;"Стерлитамак, Салон &quot;ДЕКОРАМА&quot; (ИП Калашников А.В.)";"<p><strong>Салон ""РОЗЕТ""</strong><br />Стерлитамак,&nbsp; ул. Днепровская д.7 корп.А, ТД ""Левашов""<br />8-917-463-23-79<br /><a href=""http://www.ufa-rozet.ru"">www.ufa-rozet.ru</a><br /><a href=""mailto:rozetsterlitamak@mail.ru"">rozetsterlitamak@mail.ru</a></p>";;улица Коммунистическая, д. 69;;;ИП Калашников А.В.;"Салон ""ДЕКОРАМА""";+7 (347) 323-31-98;dekoramasalon2@gmail.com;;dekoramasalon.ru;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;11:00 - 18:00;11:00 - 18:00;Да;;53.623036,55.908889;3207;;;
6571;"Уральск, магазин &quot;DECOROOM&quot; (ИП Cube Studio)";;;ул.Шолохова, д.13Д, 2 этаж, индекс 090000;"ТЦ ""Palladium""";;ИП Cube Studio;"магазин ""DECOROOM""";+7 (775) 370-21-90;region1@premiera.kz;zakaz@premiera.kz;;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;region1@premiera.kz;;;;;;;;Нет;;Нет;10:00 - 19:00;выходной;Нет;;51.247622,51.400256;3689;;;
6573;Нефтекамск, Дом Декор (ИП Березина С.В.);;;"улица Ленина, д. 82-""А"", этаж 2";ТЦ “Великан”;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;;Нет;Нет;Нет;Нет;;;rozetufa@gmail.com;;;;;;;;Нет;;Нет;11:00 - 19:00;Выходной;Нет;;56.1057307538,54.2325009577;6572;;;
6574;Нефтекамск, Дом Декор (ИП Березина С.В.);;;"улица К. Маркса , д. 10-""В"", этаж 1";;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;11:00 - 19:00;Выходной;Нет;;56.0798902755,54.2430289577;6572;;;
6575;Октябрьский, Галерея Интерьеров (ИП Перцева Г. М.);;;улица Губкина, д. 15, этаж 1;;;ИП Перцева Г. М.;Галерея Интерьеров;+7 (927) 301-67-80;almuhametova.elv@yandex.ru;almuhametova.elv@yandex.ru;;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;10:00 - 15:00;10:00 - 15:00;Да;;54.485708,53.472647;6533;;;
6576;"Октябрьский, ""Студия Комфорта"" (ИП Колесникова Н.Н.)";;;улица Свердлова, д. 16, 1 этаж;;;ИП Колесникова Н.Н.;"""Студия комфорта""";"+7 (937) 152-94-29; +7 (927) 237-01-07";st-komforta@mail.ru;;;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;10:00 - 17:00;10:00 - 17:00;Да;;54.483136,53.463797;6533;;;
6577;"Октябрьский, ТЦ НАРЫШЕВО (ООО ""Роял"")";;;улица 8 Марта, д. 9A, этаж 1;;;"ООО ""Роял""";ТЦ НАРЫШЕВО ;+7 (347) 674-49-50;irbik07@mail.ru;;;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;subdealer;ИП Розет Р.Р.;;;;;;Нет;;Нет;10:00 - 19:00;10:00 - 19:00;Да;;54.503565,53.518965;6533;;;
6579;"Псков, ООО ""Эклектика Плюс""  улица Л. Поземского";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>ООО ""Эклектика""</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>Рижский пр-т. д.70 а, магазин ""ЭКСПОСТРОЙ""</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>тел./факс: +7&nbsp;811&nbsp;258 1515, +7&nbsp;960&nbsp;222 6552</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span><a href=""http://www.eklectika.ru/"">www.eklectika.ru</a></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span><a href=""mailto:eklektika-pskov@yandex.ru"">eklektika-pskov@yandex.ru</a></span></p>";;улица Л. Поземского, д. 92, пав. 28А;Строительный рынок на Алмазной;;"ООО ""Эклектика Плюс"" ";;9602258327;;;;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;09:00 - 16:00;09:00 - 16:00;Да;;57.8317991385,28.315803335;3318;;;
6580;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.);"<p><span style=""font-family: Calibri;"">
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;"">Салон &laquo;<span style=""mso-ansi-language: EN-US;"" lang=""EN-US"">Erismann</span>&raquo;<span style=""font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; font-size: 12pt;""></span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;"">Великий Новгород, ул. Ломоносова, д. 20, к. 1</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;"">+7 816&nbsp;294 8488 салон</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-size: small;"">+ 7 816 294 84 99 факс</span></p>
<font style=""font-family: Calibri;"" face=""Calibri"">
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;"">&nbsp;</p>
</font></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;"">&nbsp;</p>";;улица Мира, д. 34/11, этаж 2, стенд 3;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;9116075445;salon38@mail.ru;38pr@mail.ru;38pr.ru;10:00 - 20:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;10:00 - 20:00;10:00 - 18:00;Да;;58.5301051057,31.2310021786;3299;;;
6609;Прага, Салон Europlast (TEREM s.r.o.);;;Sokolovská / Соколовска, 1291/172;;;TEREM s.r.o.;Салон Europlast;420777441181;info@terem.cz;info@terem.cz;www.terem.cz;10:00 - 19:00;;Нет;Нет;Нет;Нет;;;;;;;;;;;Нет;;Нет;11:00 - 17:00;Выходной;Нет;;50.1008645767,14.472724538;6608;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;interior;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10929;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;interior;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10927;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;composit;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10929;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;composit;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10927;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;facade;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10929;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
6673;"Москва, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.)";"<p><strong>ИП Кулебякина Т.В.</strong><br />ТЦ Формат, цокольный этаж торгового центра&nbsp; <br />г. Мытищи, Олимпийский пр-т, 29<br />тел.: 8-495-585-00-42</p>";;г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";+7 (495) 585-00-42;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;Нет;Нет;Нет;Нет;;;;retail;;facade;del;[HTML]Панель композит, нарезка ППУ 30см, Тумба ППУ, образец балюстрады;[HTML]На апрель 2023 намечен ремонт.;10927;Нет;;Нет;09:00 - 18:00;09:00 - 18:00;Да;;55.956296,37.822939;3109;;;
