IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP109;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
3267;"Москва, ТК ""Люблинское поле"" (ИП Налбантов И.А.)";"Тихорецкий бульвар, 1, ТК ""Люблинское поле"", павильон № О-109";;;ИП Налбантов И.А.;;+7 495 7853505;;;;;;;Нет;;55.678,37.785;3109;;;
3268;"Москва, Магазин ""Лепнина"" в ТЯК ""Москва"" (ИП Алекперов В.Г.)";"Тихорецкий бульвар, 1, ТЯК ""Москва"", павильон № А-79";;;ИП Алекперов В.Г.;"Магазин ""Лепнина""";+7 926 9177756;decorru@yandex.ru;;www.1decor.ru;;;;Нет;Ежедневно с 9:00 до 18:00;55.676,37.781;3109;;;
3269;"Москва, ТВЦ Никольский (ООО ""Сити Лайн"")";Носовихинское шоссе д. 4, ТВЦ Никольский, павильон 3-37;;;"ООО ""Сити Лайн""";;"+7 926 3419647; +7 495 7825231";;;;;;;Нет;;55.75,37.888;3109;;;
3270;Жуковский, ИП Принцев И.О.;Театральная ул., 3, Ярмарка на Театральной, павильон № 2, № 8;;;ИП Принцев И.О.;;"+7 915 4940995; +7 916 0212107";;;;;;;Нет;;55.61,38.087;3109;;;
3271;"Москва - Мытищи, ТЦ ""XL"" (ИП Харитонов)";ул. Коммунистическая, д.10, к.1.;;;ИП Харитонов;"""Лепнина Краски Фрески""";"+7 916 4879930; +7 916 6125413";plastdeco@yandex.ru;;;;;;Нет;;55.8889752358,37.7416369153;3109;;;
3272;"Москва, ВК ""Росстройэкспо"" (ИП Веденеев Ю.Н.)";Фрунзенская набережная, д. 30,  павильон 3 место №20;;;ИП Веденеев Ю.Н.;;+7 495 5024065;;;;;;;Нет;;55.72346,37.585404;3109;;;
3273;"Казань, Центральный интерьерный салон ООО ""Европласт Декор""";ул. Адоратского д. 3;;;"ООО ""Европласт Декор""";"Центральный интерьерный салон ООО ""Европласт Декор""";"+7 917 2828969; +7 843 5220454; +7 843 2053040; +7 843 5220455 - факс";dekoprestij@yahoo.com;dekoprestij@yahoo.com;evroplastkazan.ru;;;;Нет;"пн - сб : 09 - 19
вс : 10-17
";55.8223790797,49.1468376442;3260;;;
3274;"Казань, ООО ""Европласт Казань"" ул. Адоратского, 3";ул. Адоратского, 3;;;;;"+7 435 220454; +7 917 2828969";;;;;;;Нет;;55.822,49.147;3260;;;
3276;"Улан-Удэ, Магазин ""МаксиСМИТ""";ул. Бабушкина, д. 34;;;;"Магазин ""МаксиСМИТ""";+7 301 2297800 (многоканальный);;;www.tgsmit.ru;;;;Нет;;51.809302,107.596998;3275;;;
3277;"Оренбург, Интерьерный салон ""Viva Дизайн""";ул. Правды, д. 25 (Дом на Преображенской);;;;"Интерьерный салон ""Viva Дизайн"" ";"+7 353 2408000; +7 353 2599293";viva-design09@mail.ru;;www.viva-design56.ru;;;;Нет;;51.761237,55.107771;3178;;;
3278;"Москва, Магазин ""Лепнина"" в МТВК ""Синдика-О"" (ИП Алекперов В.Г.)";"65 км МКАД внешняя сторона, МТВК ""Синдика-О"", павильоны В-69,Г-20,Д-16,З-98,З-58";;;ИП Алекперов В.Г.;"Магазин ""Лепнина""";+7 495 7484639;decorru@yandex.ru;;www.elit-interier.ru;;;;Нет;Ежедневно с 9:00 до 18:00;55.805224,37.379987;3109;;;
3279;"Москва, Строительная ярмарка ""41 км"" (ИП Будза С.В.)";41 км. МКАД (внешняя сторона) пересечение Профсоюзной ул. и МКАД, павильон Д 19-20;;;ИП Будза С.В.;;+7 967 1206399;;;;;;;Нет;;55.611,37.489;3109;;;
3280;"Красноярск, Салон Элитных отделочных материалов ""Палладио""";ул. Урицкого, д. 31;;;;"Салон Элитных отделочных материалов ""Палладио""";"+7 391 291 8618; +7 391 291 8620 (факс)";baroccokrs@mail.ru;;;;;;Нет;пн-пт 10:00-19:00, сб 11:00-17:00, вс - выходной;56.009446,92.88395;3152;;;
3281;"Москва, Торговый комплекс строительных материалов  ""Владимирский тракт"" (ИП Будза С.В.)";"Горьковское шоссе, 600 м от МКАД, Торговый комплекс строительных материалов ""Владимирский тракт"", павильон № В 22-23 (2-й этаж)";;;ИП Будза С.В.;;"+7 903 5844334; +7 906 0378109";info@lepnostyle.ru;;www.lepnostyle.ru;;;;Нет;;55.779,37.854;3109;;;
3282;"Москва, Строительный торговый центр ""Метр квадратный"" (ООО ""Сити Декор"")";"Волгоградский проспект, д.32, к.25 (пересечение Волгоградского проспекта и ТТК),Строительный торговый центр ""Метр квадратный"", павильон № 22";;;"ООО ""Сити Декор""";;"+7 901 5125111; +7 495 6485067";;;;;;;Нет;;55.721,37.699;3109;;;
3283;"Москва, Строительный рынок ""Никулино-плюс"" (ИП Новиков Р.В.)";"Проектируемый проезд № 624, Строительный рынок ""Никулино-плюс"", павильон №17";;;ИП Новиков Р.В. ;;"+7 495 5094511; +7 925 0543093";;;;;;;Нет;;55.662,37.455;3109;;;
3284;"Москва, Магазин ""Лепнина"" (ИП Алекперов В.Г.)";"Пересечение МКАД и Варшавского шоссе, Рынок ""Каширский двор - 3"", К1-20а";;;ИП Алекперов В.Г.;"Магазин ""Лепнина""";+7 926 9100932;decorru@yandex.ru;;www.elit-interier.ru;;;;Нет;ежедневно с 9:00 до 18:00, без выходных;55.574,37.601;3109;;;
3285;"Москва, ТСК ""Кунцево-2"" (ИП Каюмов А.А.)";"55 км МКАД внешняя сторона, ТСК ""Кунцево-2"", павильон ВВ 8-9";;;ИП Каюмов А.А.;;"+7 495 7884925; +7 495 7827727";;;;;;;Нет;;55.717,37.385;3109;;;
3288;"Баку, Салон ""Elit Interior"", пр-т Зия Буньядов (ИП Алекперов В.Г.)";ул. Ziya Bunyatova, 90;;;ИП Алекперов В.Г.;"Салон ""Elit Interior""";+7 994 50 3556666;;;www.elit-interier.ru;;;;Нет;без выходных;40.41310395,49.84651566;3287;;;
3289;"Москва, Строительный рынок ""Строймастер"" (ИП Новиков А.В.)";"Солнечногорский р-н, дер. Дудкино Киевское шоссе, 1 км от МКАД, Строительный рынок ""Строймастер"", павильон Е 1 (здание администрации)";;;ИП Новиков А.В.;;+7 925 8955450;;;;;;;Нет;;55.622,37.446;3109;;;
3290;"Москва, Торговый комплекс ""Мытищинская ярмарка"" (ИП Волок Л.А.)";"91 км МКАД, внешняя сторона, Торговый комплекс ""Мытищинская ярмарка"", павильон  № 7-18";;;ИП Волок Л.А.;;+7 495 5052388;;;;;;;Нет;;55.897,37.68;3109;;;
3291;"Москва, ТСК ""Тракт-Терминал"" (ИП Волок Л.А.)";"ул. Коммунистическая, д. 25 ""Г"", Торгово-строительный комплекс ""Тракт-Терминал"", павильон  № 7-18";;;ИП Волок Л.А.;;+7 495 5052388;;;;;;;Нет;9:00–19:00;55.883,37.733;3109;;;
3292;"Москва, ТСК ""ЭлитСтрой материалы"" (ИП Алекперов  В.Г.)";"51 км МКАД, разв. ""Очаково-Заречье"", стр.2, ТСК ""ЭлитСтрой материалы"",  павильон № А-14";;;ИП Алекперов  В.Г.;;+7 495 7107964;decorru@yandex.ru;;www.1decor.ru;;;;Нет;Ежедневно: с 10:00 до 20:00 ;55.684,37.414;3109;;;
3293;"Москва, ТК ""Твой дом"", Магазин ""Лепнина""";24 км. МКАД;;;ИП Алекперов  В.Г.;"Магазин ""Лепнина""";+7 906 0797111;decorru@yandex.ru;;www.elit-interier.ru;;;;Нет;Ежедневно: с 10:00 до 22 :00 ;55.586,37.725;3109;;;
3294;"Москва, ТК ""Три кита"" (ИП Родивилов А.)";"Можайское шоссе, 2 км от МКАД (в сторону области), Торговый комплекс ""Три кита"", павильон № 26";;;ИП Родивилов А.;;"+7 495 7803713; +7 916 8241251";;;;;;;Нет;;55.703,37.358;3109;;;
3295;"Москва, ТВЦ ""Можайский"" (ИП Родивилов А.)";"Можайское шоссе 1 км от МКАД  (из Москвы), ТВЦ ""Можайский"", павильон № 26";;;ИП Родивилов А.;;"+7 495 7803713; +7 916 8241252";;;;;;;Нет;;55.707,37.36;3109;;;
3298;"Кишинев, Магазин  ""Elita Décor"" (ИП Алекперов В.Г.)";ул. Александру чел Бун, д. 108/1;;;ИП Алекперов В.Г.;"Магазин  ""Elita Décor""";"+373 22 838500; +373 788 22241";decorru@yandex.ru;;www.elit-interier.ru;;;;Нет;;47.013,28.839;3297;;;
3300;Великий Новгород, Салон «ОБОИ ЭРИСМАНН» (ИП Вакурова Л.М.);ул. Ломоносова, д. 20, к.1;;;ИП Вакурова Л.М.;Салон «ОБОИ ЭРИСМАНН»;"+7 816 294 8488; +7 816 294 8499(ф)";erismann-novgor@mail.ru;erismann-novgor@mail.ru;erismann.ru;;;;Нет;"пн - пт : 10.00 - 20.00
сб - вс : 10.00 - 18.00";58.532362,31.240432;3299;;;
3301;"Ярославль, Декор-центр ""Арагон""";ул. Вспольинское поле, д.11Б;;;;"Декор-центр ""Арагон""";"+7 485 2910915; +7 485 2282002";yar.aragon@mail.ru;;www.aragondeco.ru;;;;Нет;;57.619204,39.838396;3237;;;
3303;"Киров, ООО ""Новый Мир""";"ул. Труда, д. 71, ТЦ ""Строй Ремо"", 2 этаж";;;"ООО ""Новый Мир""";;"+7 8332 711303; +7 8332 711310";irika-nm@yandex.ru;;www.stroy-remo.ru;;;;Нет;;58.608401,49.663001;3302;;;
3305;Вологда, ИП Пихтова Л.А., ул. Сергея Преминина;ул. Сергея Преминина, д. 10;;;ИП Пихтова Л.А.;;"+7 8172 713096; +7 921 7168688";evroplast35@mail.ru;;;;;;Нет;;59.200398,39.877904;3304;;;
3306;"Ярославль, Магазин ""Элит Интерьер"" (ИП Алекперов В.Г.)";ул. Полушкина роща, д. 9, стр.14, ОТК Тандем, 1 этаж, пав.№ А4 и А5;;;ИП Алекперов В.Г.;"Магазин ""Элит Интерьер""";+7 4852 780781;;;;;;;Нет;;57.651904,39.871778;3237;;;
3308;"Москва, Компания ""Планета Декора""";"ул. Кирова, д.7, корп.1, магазин строительных материалов ""Палитра""";;;"Компания ""Планета Декора""";;"+7 496 7978262; +7 929 6736690";;;www.planeta-decora.ru;;;;Нет;;55.439,37.75;3307;;;
3309;"Новосибирск, Салон ""Арт Декор"" на ул. Сибиряков-Гвардейцев";ул. Сибиряков-Гвардейцев, 26;;;;"Салон ""Арт-Декор""";"+7 383 3805818; +7 383 3463633 (тел/факс)";decorsib2@mail.ru;;;;;;Нет;;54.977837,82.89622;3170;;;
3311;"Алматы, Салон ""Премьера"", пр-т Достык, 30";пр-т Достык, д. 30, (угол с ул. Толе би);;;"ТОО""Evolution Technologies"" ";"Салон ""Премьера""";"8 727 2221055; 8 707 2938276";evokz@mail.ru;evo.zakaz@mail.ru;www.evp.kz             ;;;;Нет;10:00 - 19:00;43.2550485024,76.9559126442;3310;;;
3313;"Шымкент, Салон ""Престиж"" (ТОО ""Галерея Юг"")";ул. Акпан Батыра, д. 111;;;"ТОО ""Галерея Юг""";"Салон ""Престиж""";"+7 725 2551407; +7 725 2551407";;;;;;;Нет;;42.3220760573,69.6171403644;3312;;;
3315;"Тараз, ТОО ""Галерея Юг""";ул.Ташкентская  д. 82;;;"ТОО ""Галерея Юг""";"ТД ""Галерея""";"+7 7262 437254;  +7 7262 511469 ";;;;;;;Нет;;42.8907082776,71.3824894577;3314;;;
3317;"Кострома, Группа компаний ""Кредо""";Кинешемское шоссе, д. 31;;;"Группа компаний ""Кредо""";;+7 494 2392026;info@kredoart.ru;lepnina44@gmail.com;;;;;Нет;;57.75081,40.999074;3316;;;
3319;"Псков, ООО ""Эклектика"" ул. Горького";ул. М. Горького д. 35;;;"ООО ""Эклектика""";;"+7 811 2571147; +7 906 2218181";eklektika-pskov@yandex.ru;;www.eklectika.ru;;;;Нет;;57.817323,28.319264;3318;;;
3320;"Псков, ООО ""Эклектика"" Рижский проспект";"Рижский пр-т. д.70 а, магазин ""ЭКСПОСТРОЙ""";;;"ООО ""Эклектика""";;"+7 811 2581515; +7 960 2226552";eklektika-pskov@yandex.ru;;www.eklectika.ru;;;;Нет;;57.813,28.296;3318;;;
3322;"Владимир, Интерьерная компания ""Объект""";ул. Студеная гора, д. 34-А ;;;;"Интерьерная компания ""Объект""";"+7 499 7555227; +7 926 2747037";info@planeta-decora.ru;;www.planeta-decora.ru;;;;Нет;Понедельник-пятница: 09:00-18:00, суббота, воскресенье: выходной;56.123262,40.385138;3321;;;
3323;"Нижний Новгород, Салон ""Избранное""";"ул. Родионова, д. 165 корп. 13 в ИЦ ""НИЦЦА""";;;;"Салон ""Избранное""";+7 831 4129120;nizza@elite-nn.ru;;;;;;Нет;;56.314452,44.069946;3163;;;
3325;"Орехово-Зуево, магазин ""Планета Красок""+";ул. Карла Либкнехта, д. 7;;;;"Магазин ""Планета Красок""+";+7 968 8561406;info@planeta-decora.ru;;www.planeta-decora.ru ;;;;Нет;;55.801,38.976;3324;;;
3327;"Ульяновск, ООО ""РАДА""";9-й Инженерный проезд, д. 30, стр. 7;;;"ООО ""РАДА""";;"+7 842 2250681; +7 842 260011";alexandr.rada@gmail.com;;;;;;Нет;;54.347,48.607;3326;;;
3328;"Казань, ООО ""Статус Кво Казань""";ул. Калинина, д. 60;;;"ООО ""Статус Кво Казань""";;"+7 987 2973472; +7 843 2263355";statusquokazan@yandex.ru;;www.natyanemvsem.ru;;;;Нет;;55.782896,49.147575;3260;;;
3330;"Набережные Челны, ООО ""Статус Кво Казань""";"Пос. Орловка, ""Орловский Базар"", 2 этаж";;;"ООО ""Статус Кво Казань""";;"+7 8552 999331;  +7 917 2733881; +7 960 0594117";Zulfiya-r@list.ru;;www.natyanemvsem.ru;;;;Нет;;55.742,52.408;3329;;;
3332;"Липецк, Декор-Центр ""Ар-Декор""";ул. П.Смородина, д. 9-А, офис 19;;;;"Дизайн-Центр ""Ар-Декор""";+7 4742 452933;Ardekor@rambler.ru;;www.ar-dekor.ru;;;;Нет;Пн-Пт 10:00-19:00, Сб  10:00-15:00, Вс – Выходной;52.590803,39.540695;3331;;;
3334;"Астрахань, Салон ""DECOROOM"", ул. Савушкина";ул. Савушкина д. 4, корп.1;;;ИП Леонтьевский А.В.;"Салон ""DECOROOM""";"+7 8512 600406; +7 8512 298867";salon-decoroom@mail.ru;;decoroom.su;;;;Нет;;46.377739,48.048917;3333;;;
3337;"Сухум, Магазин-салон ""Лепнина и Декор""";ул. Конфедератов, д. 23;;;;"Магазин-салон ""Лепнина и Декор""";+7  940 9997070;;;;;;;Нет;;43,41.02;3336;;;
3339;ЕВРОПЛАСТ-СМОЛЕНСК;;;;;;;;;;;;;Нет;;54.767,32.045;3338;;;
3341;"Архангельск, ООО ""Дизайн-студия Лигрант"", пр. Троицкий";пр. Троицкий, д. 79, 1-ый этаж;;;"ООО ""Дизайн-студия Лигрант""";;"+7 8182 462546; +7 8182 475247";;;;;;;Нет;;64.547652,40.517599;3340;;;
3343;Астана, пр-т Абая;пр-т Абая, д. 78, офис 4;;;;;+7 7172 345156;;;;;;;Нет;;51.166273,71.461044;3342;;;
3344;Астана, пр-т Абая;пр-т Абая, д. 78, офис 4;;;;;+7 7172 345156;;;;;;;Нет;;51.166273,71.461044;3342;;;
3345;"Астана, Торговый дом ""Табыс"", пр-т Абая, д. 97";пр-т Абая, д. 97;;;;"Торговый дом ""Табыс""";+7 7172 499199;;;;;;;Нет;;51.166222,71.464529;3342;;;
3346;НЕТ НАЗВАНИЯ;ул. Орджоникидзе, д. 48, салон 248 ;;;;Салон продаж;;;;;;;;Нет;;49.952799,82.619099;3247;;;
3348;"Караганда, Торговый дом ""Стиль А"" на Чекалова";ул. Чекалова, д. 5;;;;"Торговый дом ""Стиль А""";+7 7212 413143;;;;;;;Нет;;49.8142649218,73.0772750675;3347;;;
3349;"Караганда, Торговый дом ""Стиль А""";ул. Ерубаева, д. 52/2;;;;"Торговый дом ""Стиль А""";+7 7212 479697;;;;;;;Нет;;49.8051053247,73.0949975767;3347;;;
3351;"Кокшетау, Торговый дом ""Декор""";ул. Ауельбекова, д.168;;;;"Торговый дом ""Декор""";+7 7162 763606;;;;;;;Нет;;53.2852604728,69.4081704871;3350;;;
3353;"Кустанай, ТОО ""ФсТс""";ул. Воинов Интернацианолистов, д. 8;;;"ТОО ""ФсТс""";;+7 701 8321644;;;;;;;Нет;;53.186501,63.602896;3352;;;
3354;"Шымкент, ТОО ""Галерея Юг"", офис";"ул. Рыскулова, ТД ""Галерея""";;;"ТОО ""Галерея Юг""";офис;"+7 7252 325794; +7 7252 322234";;;;;;;Нет;;42.339398,69.636898;3312;;;
3355;Астрахань, Галерея N, ул. Интернациональная 3-я;ул. Интернациональная 3-я, д. 1 / Калинина, д. 12;;;;Галерея N;"+7 8512 523007; +7 905 3642567";;;;;;;Нет;;46.348379,48.04872;3333;;;
3356;"Астрахань, Мастерская интерьера ""Великая стена"", ул. Ахшарумова";ул. Ахшарумова, д. 3;;;;"Мастерская интерьера ""Великая стена""";+7 8512 717577;;;;;;;Нет;;46.336801,48.020099;3333;;;
3357;"Астрахань, ООО ""Голдстрим"", ул. Савушкина";ул. Савушкина д. 4, корп.1;;;"ООО ""Голдстрим""";;"+7 8512 600406; +7 8512 298867";salon-decoroom@mail.ru;;;;;;Нет;;46.377739,48.048917;3333;;;
3358;"Астрахань, Салон ""Декор Классик"", ул. Кирова";ул. Кирова, д. 92;;;;"Салон декоративных отделочных материалов ""Декор Классик""";"+7 8512 456050;+7 8512 600260";;;;;;;Нет;;46.334922,48.038551;3333;;;
3359;"Астрахань, Салон ""Декорация"", ул. Рылеева";ул. Рылеева, д. 30 / Грузинская, д. 8;;;;"Салон декоративного камня и лепнины ""Декорация""";"+7 8512 760325;+7 917 1863994";;;;;;;Нет;;46.351166,48.060335;3333;;;
3360;"Астрахань, Салон ""Нью Арт"", ул. Ахшарумова";ул. Ахшарумова, д. 52 / ул. Волжская, д. 54;;;;"Салон отделочных материалов и дизайна ""Нью Арт""";"+7 8512 484840; +7 8512 713511";;;;;;;Нет;;46.336695,48.025354;3333;;;
3361;Белгород, ул. Магистральная (ИП Бондаренко В.В.);"ул. Магистральная, д. 4, ТК ""Звёздный""";;;ИП Бондаренко В.В.;;+7 4722 516110;;;;;;;Нет;;;3116;;;
3362;"Белгород, Магазин ""Дон Рулон"", ул. Костюкова";ул. Костюкова, д. 41;;;;"Магазин ""Дон Рулон""";+7 4722 55-63-25;;;;;;;Нет;;;3116;;;
3363;"Белгород, Магазин ""Премьера"", Белгородский проспект";Белгородский проспект, д. 50;;;;"Магазин ""Премьера""";+7 4722 337347;;;;;;;Нет;;50.601898,36.598604;3116;;;
3364;"Белгород, Магазин ""Премьера"", ул. Щорса";ул. Щорса, д. 8г;;;;"Магазин ""Премьера""";+7 4722 201777;;;;;;;Нет;;50.5846,36.566202;3116;;;
3365;"Белгород, Магазин ""Элит"", ул. Магистральная";"ул. Магистральная, д. 4д, ТЦ ""Спутник Дом"" отд. №15";;;;"Магазин ""Элит""";+7 919 2860884;;;;;;;Нет;;50.570003,36.529299;3116;;;
3366;"Белгород, Салон ""АрхДекор"", ул. Восточная";ул. Восточная, д. 71;;;;"Салон ""АрхДекор""";+7 4722 207582;;;;;;;Нет;;50.5755,36.5444;3116;;;
3367;"Белгород, Салон ""Новый Интерьер"", пр-т Ватутина";пр-т Ватутина, д. 2б;;;;"Салон ""Новый Интерьер""";+7 910 3222802;;;;;;;Нет;;50.582198,36.580503;3116;;;
3368;"Белгород, Салон ""Стильная Плитка"", ул. Красноармейская";ул. Красноармейская, д. 156;;;;"Салон ""Стильная Плитка""";+7 4722 545009;;;;;;;Нет;;50.578698,36.542999;3116;;;
3369;"Белгород, Салон ""Интерио"", ул. Генерала Апанасенко";ул. Генерала Апанасенко, д. 97;;;;"Салон Интерио""";+7 4722 201792;;;;;;;Нет;;50.583702,36.565798;3116;;;
3371;"Бирюч, Магазин ""Седьмое Небо"", ул. Красная";ул. Красная, д. 20е;;;;"Магазин ""Седьмое Небо""";+7 920 5537062;;;;;;;Нет;;50.6564861294,38.4011852798;3370;;;
3373;"Губкин, ""Русь""";ул. Дзержинского, д. 115;;;;"""Русь"", отдел ""Сантехлюкс""";"+7 47241 72751; +7 908 7893974";;;;;;;Нет;;51.2881,37.519997;3372;;;
3375;"Старый Оскол, ""Промсервис""";Юго-западный промрайон, площ. Производственная, проезд 3, строение 1, д. 58;;;ООО «Промсервис»;;"+7 4725 439917; +7 4725 439918; +7 4725 439919";;;;;;;Нет;;51.269598,37.765902;3374;;;
3376;"Старый Оскол, Дизайн-студия ""Эстеты""";мр-н Степной, д.17;;;;"Интерьерный бутик, Дизайн-студия ""Эстеты""";"+7 4725 484807; +7 919 4354807";;;;;;;Нет;;51.316301,37.915499;3374;;;
3377;Старый Оскол, ИП Попова;"мр-н Дубрава, квартал 1, д.54, ТЦ ""Строймаркет"", 3 этаж, пав. №41";;;ИП Попова;;"+7 961 1703314; +7 909 2038090";;;;;;;Нет;;51.305198,37.909902;3374;;;
3378;"Старый Оскол, Студия декора ""Матэй""";"мр-н Дубрава, квартал 1, д.54, ТЦ ""Строймаркет"", 3 этаж, пав. № 48";;;;"Студия декора ""Матэй""";"+7 4725 436204; +7 951 1399600";;;;;;;Нет;;51.305198,37.909902;3374;;;
3379;"Старый Оскол, Центр декоративных покрытий ""Декор Престиж""";ул. Коммунистическая, д. 6а;;;;"Центр декоративных покрытий ""Декор Престиж""";"+7 4725 445208; +7 905 6773307";;;;;;;Нет;;51.298199,37.841702;3374;;;
3380;"Старый Оскол, Центр обоев ""Премьера""";мр-н Горняк, д.15;;;;"Центр обоев ""Премьера""";"+7 4725 442642; +7 919 2220047;";;;;;;;Нет;;51.287199,37.814196;3374;;;
3382;"Шебекино, Магазин ""Лекс""";"ул. Харьковская, д. 74, ТЦ ""Спустник"", отд. № 68";;;;"Магазин ""Лекс""";+7 950 7180434;;;;;;;Нет;;50.393998,36.910302;3381;;;
3383;Брянск, Дизайн-студия  C.Design HOME COUTURE;;;;;Дизайн-студия  C.Design HOME COUTURE;+7 4832 338155;;;;;;;Нет;;;3118;;;
3384;Брянск, NULL;;;;;"Студия ""Медиана""";;;;;;;;Нет;;53.212086,34.438839;3118;;;
3385;Брянск, ИП Данилкин;;;;ИП Данилкин;;+7 4833 642958;;;;;;;Нет;;;3118;;;
3386;Брянск, ИП Чешевой В.Н.;;;;ИП Чешевой В.Н.;;+7 980 3189695;;;;;;;Нет;;;3118;;;
3387;Волгоград, ул.25 лет Октября, ВОСР на Тулака (ИП Гаврилов О.);ул.25 лет Октября, ВОСР на Тулака, Новострой;;;ИП Гаврилов О.;;+7 844 923236;oleg.salon2010@yandex.ru;;;;;;Нет;;48.554101,44.571898;3123;;;
3388;Волгоград,  ул.Рокоссовского (ИП Гаврилов О.);ул.Рокоссовского, д. 54;;;ИП Гаврилов О.;;+7 927 5261066;oleg.salon2010@yandex.ru;;;;;;Нет;;48.726677,44.519257;3123;;;
3389;Волгоград,  ул.Рокоссовского (ИП Гаврилов О.);ул.Рокоссовского, д. 54;;;ИП Гаврилов О.;;+7 927 5261066;oleg.salon2010@yandex.ru;;;;;;Нет;;48.726677,44.519257;3123;;;
3390;Волгоград,  ИП Зимин;;;;ИП Зимин;;+7 844 242255;rs-studio@mail.ru;;;;;;Нет;;;3123;;;
3391;Волгоград,  ИП Иголкина-Бухтиенко;;;;ИП Иголкина-Бухтиенко;;+7 902 3119819;;;;;;;Нет;;;3123;;;
3392;Волгоград,  ИП Мельников М.В.;ул. 25 лет Октября, д. 1 б, ВОСР на Тулака;;;ИП Мельников М.В.;;+7 904 4192277;;;;;;;Нет;;48.670156,44.46631;3123;;;
3393;"Волгоград,  ООО Компания ""Инвест Трейд""";;;;"ООО Компания ""Инвест Трейд""";;;;;;;;;Нет;;;3123;;;
3394;Волгоград, Абажур;;;;ИП Семенова;Абажур;+7 844 503500;;;;;;;Нет;;;3123;;;
3395;Волгоград, Ампир Декор;;;;ИП Малышкина;Ампир Декор ;+7 844 592899;ampir-volga@mail.ru;;;;;;Нет;;48.72137,44.529354;3123;;;
3396;Волгоград, Антураж;ул. Рабочекрестьянская д.33;;;ИП Гончаров;Антураж;"+7 844 949144; +7 844 283052";anturaje@rambler.ru;;;;;;Нет;;48.691946,44.492056;3123;;;
3397;Волгоград, Арт-Дом;;;;;Арт-Дом;+7 844 243851;;;;;;;Нет;;;3123;;;
3398;Волгоград, Архи Стиль;ул. Коммунистическая, д. 40;;;;Архи Стиль;+7 909 3787878;designvlg@gmail.com;;;;;;Нет;;48.717477,44.526704;3123;;;
3399;Волгоград, Атлас Стройград;"пр-т Ленина, д 65 К, ТЦ ""Стройград""";;;ИП Филь;Атлас Стройград;"+7 844 240609; +7 844 240871";zalstroygrad@atlas-mir.ru;;;;;;Нет;;48.749161,44.548129;3123;;;
3400;Волгоград, Градос;;;;ИП Арчакова;Градос;"+7 844 715605; +7 844 753313";grados@oboivolgograd.ru;;;;;;Нет;;;3123;;;
3401;Волгоград, Декор Сити;ул.25 лет Октября, д.1, ВОСР на Тулака, Новострой;;;ИП Плехова;Декор Сити;+7 844 506920;;;;;;;Нет;;48.664688,44.466014;3123;;;
3402;Волгоград, ДизайнСтройСити;;;;ИП Турченкова;ДизайнСтройСити;"+7 844 906120; +7 844 471815";;;;;;;Нет;;;3123;;;
3403;Волгоград, Интелис;;;;ИП Мартов;Интелис;;;;;;;;Нет;;;3123;;;
3404;Волгоград, Кабинет;;;;;Кабинет;+7 844 492924;cabinet8@yandex.ru;;;;;;Нет;;;3123;;;
3405;Волгоград, Каменьон;"ул.25 лет Октября, д. 1, ВОСР на Тулака, ТД ""Каменьон""";;;ИП Кабалдин;Каменьон;+7 844 268357;dom@kamenon.ru;;;;;;Нет;;48.664688,44.466014;3123;;;
3406;Волгоград, Либерти;ул. Героев Сталинграда, д. 72, ТЦ Либерти;;;ИП Коровкина;Либерти;+7 844 498147;liberte-larisa@mail.ru;;;;;;Нет;;48.514738,44.53478;3123;;;
3407;"Волгоград, Магазин ""Мастер потолков""";пр-т Ленина, д. 94;;;;"Магазин ""Мастер потолков""";"+7 844 233231; +7 844 980267";master-potolkov@yandex.ru;;;;;;Нет;;48.746434,44.549413;3123;;;
3408;"Волгоград, Магазин-студия ""Лоймина""";ул.Череповецкая, д. 1А-27;;;ИП Захарин;"Магазин-студия ""Лоймина""";+7 844 387717;loymina-vlg@mail.ru;;;;;;Нет;;48.706318,44.48734;3123;;;
3409;Волгоград, Океан потолков;;;;ИП Прохоренков;Океан потолков;"+7 961 0782048; +7 844504910";okean_potolkov@mail.ru;;;;;;Нет;;;3123;;;
3410;Волгоград, Онтарио;;;;ИП Дементьева;Онтарио;+7 8474 223597;;;;;;;Нет;;;3123;;;
3411;Волгоград, Сити Строй;ул. Мира, д. 11;;;;Сити Строй;+7 844 334949;citistroi@mail.ru;;;;;;Нет;;48.710527,44.517487;3123;;;
3412;Волгоград, СтройснабВолгоград;ул.25 лет Октября, д 1 б, ВОСР на Тулака;;;;СтройснабВолгоград;"+7 844 260878; +7 903 3753756";sokov_va@mail.ru;;;;;;Нет;;48.670156,44.46631;3123;;;
3413;Волгоград, СтройСтильВолга;"пр-т Ленина, д. 65 К, ТЦ ""Стройград""";;;ИП Ляхова;СтройСтильВолга;"+7 844 268995; +7 844 551274 офис";myavorovich@rambler.ru;;;;;;Нет;;48.749161,44.548129;3123;;;
3414;Волгоград, Техностандарт;;;;;Техностандарт;;aa-kor@yandex.ru;;;;;;Нет;;;3123;;;
3415;Волгоград, ТР Лепота;;;;ИП Анеликова;ТР Лепота;+7 844 600699;;;;;;;Нет;;;3123;;;
