IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP360;IP_PROP361
48046;486;;;[HTML]Добрый день! как в целом определить плинтус подходит к натяжным потолкам или нет?;[HTML]Добрый день, Надежда. Наши менеджеры могут связаться с Вами и помочь подобрать в зависимости от высоты потолков и дизайна который вы хотите.
48047;488;;;[HTML]Добрый вечер!вы получили мой заказ на  богеты?я сегодня заказала с доставкой на дом!;
48048;489;;;[HTML]Здравствуйте, могу ли я заказать кронштейн (декоративный элемент, лепнина) у вас на сайте , как юрид лицо или как физ лицо. <br/>Какой порядок отправки , получения заказа? какой срок исполнения?;"[HTML]Доброго времени суток, Дарима.<br/><br/>1. Как физическое или как юридическое лицо, Вы можете оформить/разместить свой заказ, на интересующие Вас элементы декора ТМ ""Европласт"", на нашем сайте, www.evroplast.ru<br/><br/>2. Заказ, оформленный посетителем нашего сайта с территории республики Бурятия, автоматически поступает нашему представителю в этом регионе, в компанию ""СМИТ"". Ответственный сотрудник компании ""СМИТ"", после получения заказа с сайта www.evroplast.ru, должен оперативно связаться с заказчиком для согласования условий, способов оплаты, срока поставки заказа и т.д.<br/><br/>Ответственный сотрудник компании ""СМИТ"":<br/>Капорская Валентина, kaporskaya@smit.stbur.ru, (3012) 297-800, доб. 435, smitbur@mail.ru "
48051;488;;;[HTML]Добрый вечер!вы получили мой заказ на  богеты?я сегодня заказала с доставкой на дом!;
48054;488;;;[HTML]Добрый вечер!вы получили мой заказ на  богеты?я сегодня заказала с доставкой на дом!;[HTML]Эдие, добрый день. <br/>Да, заказ поступил сегодня утром, заказ обрабатывается. Менеджер сам свяжется с Вами в кратчайшие сроки и и подробно ответит на все вопросы. Приятных Вам покупок.
48131;490;;;"[HTML]Dear Ms/Mr,<br/><br/>My name is Raimonda Atabajeva and I am Project Manager of the company UAB Kanto Turtas and UAB Vox Luxuriae.<br/>I would like shortly present our company.<br/><br/>UAB “Kanto Turtas"" is one out of four companies group. All together we are working under the trademark MADAM W in Vilnius and Klaipeda (Lithuania). It is high-end furniture, lighting, decoration and etc. retailer and interior design company since 2004.<br/>Our main showroom is located in city center of Vilnius and takes more than 400 sq. m. (Please browse our web page www.madamw.lt )<br/>The showroom is orientated only in high level, luxury products and represents the most known furniture, lighting, upholstery, porcelain, crystal producers as:<br/>Robbe&Berking, Baker, Baxter, Minotti, Poliform, Flexform, Boffi, De Sede, IPE Cavalli, Flos, Faustig, Barovier&Toso, Baccarat, Haviland and a lot of other well-known brands in the World.<br/><br/>We have a strong our designers’ team and good collaboration with other designers in Lithuania.<br/>We offer our clients a full-service package for offices and homes, starting from interior drafts and ending with full equipment. Now we are working on a number of projects worldwide: Lithuania, Monaco, South France, Kazakhstan, Belorussia, Latvia, Spain.   <br/><br/>We are writing to inform you that we are interested on the goods that you are offering and we are looking at a long term partnership.<br/><br/> I would be very thankful if you provide Europlast decorative moldings collection PDF catalogs and price list 2018 by email as well your condition for collaboration.<br/><br/>I would be very thankful if you send some information of decorative moldings. What terms of productions?  Do you have minimum for purchasing? In addition do you have materials and other finishing for sending in order our designers could sel ect the products.<br/> <br/>Thank you in advance and looking forward to hearing fr om you.<br/>";
48133;490;;;"[HTML]Dear Ms/Mr,<br/><br/>My name is Raimonda Atabajeva and I am Project Manager of the company UAB Kanto Turtas and UAB Vox Luxuriae.<br/>I would like shortly present our company.<br/><br/>UAB “Kanto Turtas"" is one out of four companies group. All together we are working under the trademark MADAM W in Vilnius and Klaipeda (Lithuania). It is high-end furniture, lighting, decoration and etc. retailer and interior design company since 2004.<br/>Our main showroom is located in city center of Vilnius and takes more than 400 sq. m. (Please browse our web page www.madamw.lt )<br/>The showroom is orientated only in high level, luxury products and represents the most known furniture, lighting, upholstery, porcelain, crystal producers as:<br/>Robbe&Berking, Baker, Baxter, Minotti, Poliform, Flexform, Boffi, De Sede, IPE Cavalli, Flos, Faustig, Barovier&Toso, Baccarat, Haviland and a lot of other well-known brands in the World.<br/><br/>We have a strong our designers’ team and good collaboration with other designers in Lithuania.<br/>We offer our clients a full-service package for offices and homes, starting from interior drafts and ending with full equipment. Now we are working on a number of projects worldwide: Lithuania, Monaco, South France, Kazakhstan, Belorussia, Latvia, Spain.   <br/><br/>We are writing to inform you that we are interested on the goods that you are offering and we are looking at a long term partnership.<br/><br/> I would be very thankful if you provide Europlast decorative moldings collection PDF catalogs and price list 2018 by email as well your condition for collaboration.<br/><br/>I would be very thankful if you send some information of decorative moldings. What terms of productions?  Do you have minimum for purchasing? In addition do you have materials and other finishing for sending in order our designers could sel ect the products.<br/> <br/>Thank you in advance and looking forward to hearing fr om you.<br/>";
48135;490;;;"[HTML]Dear Ms/Mr,<br/><br/>My name is Raimonda Atabajeva and I am Project Manager of the company UAB Kanto Turtas and UAB Vox Luxuriae.<br/>I would like shortly present our company.<br/><br/>UAB “Kanto Turtas"" is one out of four companies group. All together we are working under the trademark MADAM W in Vilnius and Klaipeda (Lithuania). It is high-end furniture, lighting, decoration and etc. retailer and interior design company since 2004.<br/>Our main showroom is located in city center of Vilnius and takes more than 400 sq. m. (Please browse our web page www.madamw.lt )<br/>The showroom is orientated only in high level, luxury products and represents the most known furniture, lighting, upholstery, porcelain, crystal producers as:<br/>Robbe&Berking, Baker, Baxter, Minotti, Poliform, Flexform, Boffi, De Sede, IPE Cavalli, Flos, Faustig, Barovier&Toso, Baccarat, Haviland and a lot of other well-known brands in the World.<br/><br/>We have a strong our designers’ team and good collaboration with other designers in Lithuania.<br/>We offer our clients a full-service package for offices and homes, starting from interior drafts and ending with full equipment. Now we are working on a number of projects worldwide: Lithuania, Monaco, South France, Kazakhstan, Belorussia, Latvia, Spain.   <br/><br/>We are writing to inform you that we are interested on the goods that you are offering and we are looking at a long term partnership.<br/><br/> I would be very thankful if you provide Europlast decorative moldings collection PDF catalogs and price list 2018 by email as well your condition for collaboration.<br/><br/>I would be very thankful if you send some information of decorative moldings. What terms of productions?  Do you have minimum for purchasing? In addition do you have materials and other finishing for sending in order our designers could sel ect the products.<br/> <br/>Thank you in advance and looking forward to hearing fr om you.<br/>";
48161;490;;;"[HTML]Dear Ms/Mr,<br/><br/>My name is Raimonda Atabajeva and I am Project Manager of the company UAB Kanto Turtas and UAB Vox Luxuriae.<br/>I would like shortly present our company.<br/><br/>UAB “Kanto Turtas"" is one out of four companies group. All together we are working under the trademark MADAM W in Vilnius and Klaipeda (Lithuania). It is high-end furniture, lighting, decoration and etc. retailer and interior design company since 2004.<br/>Our main showroom is located in city center of Vilnius and takes more than 400 sq. m. (Please browse our web page www.madamw.lt )<br/>The showroom is orientated only in high level, luxury products and represents the most known furniture, lighting, upholstery, porcelain, crystal producers as:<br/>Robbe&Berking, Baker, Baxter, Minotti, Poliform, Flexform, Boffi, De Sede, IPE Cavalli, Flos, Faustig, Barovier&Toso, Baccarat, Haviland and a lot of other well-known brands in the World.<br/><br/>We have a strong our designers’ team and good collaboration with other designers in Lithuania.<br/>We offer our clients a full-service package for offices and homes, starting from interior drafts and ending with full equipment. Now we are working on a number of projects worldwide: Lithuania, Monaco, South France, Kazakhstan, Belorussia, Latvia, Spain.   <br/><br/>We are writing to inform you that we are interested on the goods that you are offering and we are looking at a long term partnership.<br/><br/> I would be very thankful if you provide Europlast decorative moldings collection PDF catalogs and price list 2018 by email as well your condition for collaboration.<br/><br/>I would be very thankful if you send some information of decorative moldings. What terms of productions?  Do you have minimum for purchasing? In addition do you have materials and other finishing for sending in order our designers could sel ect the products.<br/> <br/>Thank you in advance and looking forward to hearing fr om you.<br/>";"[HTML]Добрый день, Raimonda Atabajeva.<br/>Благодарю Вас за проявленный интерес к декору нашей торговой марки. Продажу и продвижение декора ТМ «Европласт» в регионах РФ и в странах дальнего и ближнего зарубежья, компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Прибалтике, в т. ч. и по вопросам приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/>Европласт-Прибалтика (Вильнюс)<br/>UAB «Europlastas» / «Европластас»<br/>Салон лепнины ""Европласт"" + главный склад «Европласт-Прибалтика»<br/>Vilnius, S. Žukausko g.4<br/>Тел.: +370 (67) 82-17-77, +370 (60) 21-95-56<br/>www.europlastas.com      europlastas@gmail.com<br/>Время работы:<br/>Будни - 10:00 - 18:00 <br/>Суббота - 10:00 - 15:00 <br/>Воскресенье - Выходной <br/>Директор - Алексеев Евгений +7 926 568 18 63<br/><br/>"
48204;491;;;[HTML]Как крепиться широкий напольный плинтус? Купила в прошлом году плинтус вас Европласт, да он так и лежит в коробке. Чем или на что прикрепить?;[HTML]Добрый день, Марианна.<br/>При креплении плинтуса используется КЛЕЙ ЕВРОПЛАСТ МОНТАЖНЫЙ (для фиксации с поверхностью стены) и КЛЕЙ ЕВРОПЛАСТ СТЫКОВОЧНЫЙ (для фиксации элементов между собой). Более подробное описание посмотрите в разделе МОНТАЖ (инструкции) :https://evroplast.ru/mounting/<br/>
48238;492;;;[HTML]Добрый день!<br/><br/>Ищу прямой плинтус, высота по стене 15-16 см.<br/>Подскажите, пожалуйста, что есть в наличии.<br/>спасибо;[HTML]Добрый день, Мария. Подскажите вы ищете напольный плинтус?
48263;493;;;[HTML]Добрый день.<br/>1. Какие угловые элементы подойдут к молдингу  1.51.401?<br/>2. Какие молдинги подойдут к угловому элементу 1.52.302?<br/>Спасибо;[HTML]Добрый день, Татьяна.<br/>1. к молдингу 1.51.401 нет угловых элементов.<br/>2. к угловому элементу 1.52.302 подойдет молдинг 1.51.302
48279;494;;;[HTML]необходимы колонны или полуколонны для крыльца, для того, чтобы обрамить металлический столб и балку;[HTML]Добрый день, Анастасия, пришлите пожалуйста диаметр столба и размер балки, и мы предложим Вам решение.
48288;495;;;[HTML]Есть ли в ассортименте Европласта потолочные плинтусы, подходящие для монтажа к натяжным потолкам?;[HTML]Добрый день, Екатерина, да есть. Хотелось бы уточнить вы хотите гладкий или с рисунком и диапазон размеров, для того чтобы я смогла Вам подобрать подходящий потолочный карниз.
48295;496;;;[HTML]Здравствуйте. Интересует изготовление под заказ накладок на алюминиевый профиль остекления лоджии, аналог в прилагаемом файле. Вопросы: можете ли сделать, какая цена в зависимости от объема, минимальный объем партии. Насколько хорошо ложится краска?;[HTML]Добрый день, Максим. <br/>если остались вопросы, мои контакты ниже. <br/><br/>С Уважением <br/>Руководитель отдела розничных продаж<br/>Чиличихин Андрей<br/>+ 7 499 755 85 85 доб. 109 <br/>+ 7 926 266 17 65 <br/>A.Chilichihin@decor-evroplast.ru<br/>www.evroplast.ru<br/>Instagram: decor_evroplast<br/>Facebook : https://www.facebook.com/decor.evroplast<br/>
48324;497;;;[HTML]Расчитайте пожалуйста;
48369;498;;;[HTML]Добрый вечер.<br/>Почему на сайте размещена контактная информация только по одной компании Деколе? В Волгограде реализацией продукции Европласт занимаются многие розничные магазины и салоны.;"[HTML]Наталья, добрый день.<br/>Спасибо за обращение. В Волгограде официальным представителем является компания ООО ""Деколе"", поэтому на сайте указаны контакты этой компании. А, у официального дилера есть партнеры, они на сайте не указаны. "
48391;499;;;[HTML]В городе Стерлитамак не доступен телефон дилера, нет адреса куда подъехать, по старому адресу они съехали. Где приобретать вашу продукцию???<br/>Готов предложить вам сотрудничество в плане открытия представительства вашей компании в городе Стерлитамак и Салават. Общее количество жителей по двум городам примерно 400000 человек. Готов проинвестировать в товар и открытие торговых точек, а так же складские помещения. Так как за товаром вашей марки приходится ездить в Уфу постоянно. Считаю, что ваш дилер по городу Стерлитамак не отвечает элементарным требованиям таковых. ;
48410;499;;;[HTML]В городе Стерлитамак не доступен телефон дилера, нет адреса куда подъехать, по старому адресу они съехали. Где приобретать вашу продукцию???<br/>Готов предложить вам сотрудничество в плане открытия представительства вашей компании в городе Стерлитамак и Салават. Общее количество жителей по двум городам примерно 400000 человек. Готов проинвестировать в товар и открытие торговых точек, а так же складские помещения. Так как за товаром вашей марки приходится ездить в Уфу постоянно. Считаю, что ваш дилер по городу Стерлитамак не отвечает элементарным требованиям таковых. ;[HTML]Добрый день. Спасибо за обращение. Проработаем Ваше предложение о возможном сотрудничестве. В ближайшее время с Вами свяжется наш региональный менеджер Гроян Галина. 
48420;501;;;[HTML]Подскажите, какая тумба подойдет под базу 4.17.202;[HTML]Добрый день, Ирина. У нас в коллекции нет специальной тумбы. её можно сделать из различных материалов, в зависимости от помещения. Мы можем проконсультировать ваших строителей по этому вопросу. Вы можете связаться с нами по телефону 8(499)755-85-85 и попросить соединить с нашим сервисным отделом. Или написать нам об особенностях вашего помещения и оставить контактные данные ваших строителей и мы свяжемся с ними.
48529;502;;;[HTML]Вы работаете с дилерами? Мы интересуемся вопросом, чтобы продавать Вашу продукцию в регионе.<br/>Какие условия сотрудничества и т.д.?;[HTML]Андрей, добрый день.<br/>Да, работает. Нашим представителем в Саранске Козлова И.В., ниже контакты и график работы. По всем вопросам сотрудничества обращайтесь к представителю:<br/>ИП Козлова И.В.<br/><br/>Торговый центр Мастер<br/>Александровское шоссе, д. 8, строение 3 (1 этаж)<br/>Торговый центр Баумаркет<br/>Тел.: +7 (8342) 22-31-40, +7 (917) 692-00-22<br/>diz-nov-dom@yandex.ru<br/>Время работы:<br/>Будни	- 09:00 - 20:00<br/>Суббота	- 09:00 - 20:00<br/>Воскресенье	- 09:00 - 20:00<br/>Без выходных
48558;503;;;[HTML]Здравствуйте, подскажите пожалуйста возможен ли монтаж карниза на козырек входной группы? Планируется козырек выполнить из металла, без стоек и колонн. Какой конфигурации надо разработать козырек, чтоб потом можно было смонтировать по периметру карниз, а не уродовать металлосайдингом фасад?;[HTML]Добрый день. В вашем случае выбирайте карниз фасадный с верхней полкой, его будет легче закрепить. Мой вам совет, сначала определитесь с высотой декора и под эти размеры выполняйте навесной козырек. 
48566;504;;;[HTML]какая розничная цена арт. 6.51.307?;[HTML]Добрый день, Елена.<br/>Благодарю Вас за проявленный интерес к декору нашей торговой марки.<br/>Розничная цена за молдинг 6.51.307 составляет 611,00 рублей за двухметровое изделие. Розничные цены на декоры ТМ «Европласт» в Иркутске абсолютно такие же, как и в Москве, см. сайт www.evroplast.ru<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции. <br/>По всем вопросам, связанным с декором ТМ «Европласт» в Иркутске и Иркутской  области, в т. ч. по вопросам подбора, приобретения и для получения консультаций по прочим вопросам, Вы можете обращаться к нашему официальному представителю в Иркутске, это компания ООО «Элит Декор». <br/><br/>Европласт-Иркутск<br/>ООО «Элит Декор» (Салон «Элит Декор»)<br/>Иркутск, ул. Иркутской 30-й Дивизии, д. 51<br/>Тел.: +7 (3952) 27-87-87<br/>info@elit-decor.com<br/>URL: http://www.elit-decor.com/<br/><br/><br/>
48665;505;;;[HTML]Добрый день! скажите пожалуйста Карниз 1.50.133 может быть смонтирован к натяжному потолку?;
48668;505;;;[HTML]Добрый день! скажите пожалуйста Карниз 1.50.133 может быть смонтирован к натяжному потолку?;[HTML]Добрый день. Данный карниз можно крепить под натяжной потолок с обязательным дополнительным креплением в нижнее часть карниза саморезами, 2-3 самореза на изделие будет достаточно.
48689;506;;;[HTML]Подскажите пожалуйста каким видом лепнины можно добиться рельефа на потолке в виде дуг? Спасибо;[HTML]Добрый день, Гузель. Такой рельеф можно сделать с помощью молдингов. Только необходимо учитывать минимальные радиусы изгиба, которые указаны в характеристиках каждого артикула.
48710;507;;;[HTML]Здравствуйте. Есть ли в наличии карниз 1.50.147 ?<br/>Спасибо.<br/>;
48711;507;;;[HTML]Здравствуйте. Есть ли в наличии карниз 1.50.147 ?<br/>Спасибо.<br/>;[HTML]Добрый день, Дарья. <br/>Да, этот карниз есть в наличии. После того как Вы оформите заказ на сайте, с Вами свяжутся и обговорят дату доставки или самовывоза.
48713;508;;;[HTML]Здравствуйте. Есть ли в наличии плинтус 1.53.108?<br/>карниз 1.50.147?<br/>плинтус 1.53.108?;
48716;508;;;[HTML]Здравствуйте. Есть ли в наличии плинтус 1.53.108?<br/>карниз 1.50.147?<br/>плинтус 1.53.108?;[HTML]Добрый день, Дарья. <br/>Да, и карниз и плинтус есть в наличии. В принципе вся наша продукция есть в наличии.  После того как Вы оформите заказ на сайте, с Вами свяжутся и обговорят дату доставки или самовывоза. <br/>укажите пожалуйста телефон. 
48746;509;;;[HTML]Какова стоимость монтажа карниза 10.50.271 к натяжному потолку?;
48765;510;;;[HTML]Здравствуйте, у вас имеются настенно-потолочные карнизы для монтажа led ленты? Образец прилагаю. <br/>Пришлите на @ ссылку или коды изделий.;[HTML]Добрый день, Ирина.<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-225<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-226<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-215<br/>
48773;509;;;[HTML]Какова стоимость монтажа карниза 10.50.271 к натяжному потолку?;[HTML]Анатолий, доброе утро.<br/>Спасибо за вопрос. По стоимости монтажа менеджер свяжется с Вами в ближайшее время. 
48777;511;;;[HTML]Здравствуйте! Скажите, сколько будет стоять доставка камина до Балаково?<br/>;"[HTML]Татьяна, добрый день.<br/>Спасибо за обращение. В ближайшее время с Вами свяжется менеджер  и проконсультирует по стоимости доставки.<br/>Официальный представитель завода Европласт в Саратовской области - это компания ""Дизайн Проект"", ниже данные:<br/><br/>Саратовская область<br/>Саратов<br/>Центр Лепного Декора<br/>ООО «Дизайн-Паркет»<br/>улица Московская, д. 11, этаж 1<br/>Салон находится на ул.Московская, между ул.Чернышевского и ул.Лермонтова<br/>Тел.: +7 (8452) 25-04-30, +7 (937) 225-04-30<br/>dezain-parket@bk.ru<br/>Время работы:<br/>Будни	- 09:00 - 19:00<br/>Суббота	- 09:00 - 17:00<br/>Воскресенье	- 09:00 - 17:00<br/>Без выходных"
48792;512;;;[HTML]какой молдинг на арку лучше?;[HTML]Добрый день. Ответ во вложении.
48810;513;;;[HTML]Купил вашу продукцию. Не подошла. Как вернуть?;
48821;513;;;[HTML]Купил вашу продукцию. Не подошла. Как вернуть?;[HTML]Добрый день. Обратитесь к продавцу у которого был приобретен товар.
48830;514;;;[HTML]Добрый день!<br/><br/>Я представляю интерьерный салон 4ROOM в г. Екатеринбурге. Хотели бы работать с вами на прямую. Подскажите, пожалуйста, на какую почту я могу написать письмо?;"[HTML]Дарья, добрый день.Благодарим за обращение.<br/>Архитектурный декор ТМ «Европласт» компания  ООО «Декор» продаёт и продвигает в регионах РФ через компании-партнёры.Нашим официальным дилером по Свердловской области является компания ООО «Европласт-Екатеринбург». <br/>По всем вопросам сотрудничества, прошу обратиться к нашему дилеру или дождитесь звонка, ниже контакты:<br/><br/>Свердловская область<br/>Екатеринбург<br/>Салон Европласт-Екатеринбург<br/>ИП Мельников М.Ю.<br/>Салон магазин в административном здании<br/>пер.Базовый, 47А, 1 этаж<br/>большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен<br/>Тел.: +7 (343) 211-03-70<br/> info@evroplast-ekaterinburg.ru<br/>Время работы:<br/>Будни - 10:00 - 19:00 <br/>Суббота - 10:00 - 18:00 <br/>Воскресенье - Выходной <br/>URL: http://www.evroplast-ekaterinburg.ru/<br/>Приятного сотрудничества!"
48838;515;;;[HTML]добрый день!<br/>обрамление для арки, <br/>у нас арка круглая можно использовать ваши моудинги?<br/>это обычный пенопласт?;"[HTML]Галина, добрый день. <br/>Для оформления арок Вы можете выбрать гибкие варианты молдингов ""Европласт"".<br/>Наши изделия выполнены из пенополиуретана и композитного материала. Эти материалы гораздо более надежные и долговечные, чем пенопласт. "
48909;516;;;[HTML]Наличие капителей для наружных колонн диаметром 400мм, сроки поставки в Сочи;
48910;516;;;[HTML]Наличие капителей для наружных колонн диаметром 400мм, сроки поставки в Сочи;"[HTML]Добрый день, Сания.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. <br/><br/><br/>По всем вопросам, связанным с декором ТМ «Европласт» в Краснодарском крае, в т. ч. и по вопросам консультаций, подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Краснодар<br/>Компания ""DOM&DECOR"", г. Краснодар, ул. Октябрьская, д. 181/2к1, центральный вход, 1 этаж<br/>+7 (918) 449-00-47, +7 (962) 855-15-50    salon4@dom-decor.com<br/><br/>Контактное лицо – Рустем Гилязутдинов +7 965 465 16 49,    krd4@dom-decor.com <br/><br/>Директор - Владимир Федоров, +7 964 964 76 05, krd@dom-decor.com<br/><br/>Время работы:<br/><br/>Будни - 09:00 - 18:00 <br/>Суббота - 09:00 - 18:00 <br/>Воскресенье - 09:00 - 18:00 <br/>Без выходных <br/><br/>URL: http://www.evroplast-krd.ru /<br/><br/><br/><br/>"
48980;517;;;[HTML]ближайший на юго-западе Петербурга адрес? и если есть доставка , то какова цена ?;"[HTML]Эдуард, добрый день.<br/>Благодарим за вопрос. Консультацию по всем вопросам сотрудничества, в том числе по доставке, Вы можете получить у официального дилера завода Европласт по Ленинградской области, контакты:<br/>PITERRA<br/>ООО ""Питерра""<br/>Московский проспект, д. 111, 1 этаж<br/>Тел.: +7 (812) 319-88-88, доб. 702,732,752<br/>salonM111@piterra.ru<br/>Время работы:<br/>Будни	- 10:00 - 20:00<br/>Суббота	- 10:00 - 20:00<br/>Воскресенье	- 10:00 - 18:00<br/>Без выходных<br/>URL: http://www.piterra.ru<br/>Приятных Вам покупок."
48996;518;;;[HTML]Здравствуйте, подскажите пожалуйста, какой артикул гибкого карниза можно использовать для выпуклого радиуса 600 и 800 мм? Есть ли вообще такие? В проекте сейчас заложен карниз 1.50.121. Можете предложить альтернативу, соотносимую по высоте по стене?;
49002;518;;;[HTML]Здравствуйте, подскажите пожалуйста, какой артикул гибкого карниза можно использовать для выпуклого радиуса 600 и 800 мм? Есть ли вообще такие? В проекте сейчас заложен карниз 1.50.121. Можете предложить альтернативу, соотносимую по высоте по стене?;[HTML]Добрый день.<br/>Карниз выбранный вами 1.50.121 очень близко подходит к вашим радиусам и уверен что без труда сможете его смонтировать. Радиусы в каталоге указаны с легким запасом и при дополнительном креплении к стене саморезами (3 самореза на 1 деталь) вы с легкостью сможете смонтировать данный карниз. 
49037;519;;;[HTML]Добрый день! Мне необходимо рассчитать количество молдингов и карнизов. Хотелось бы узнать, есть ли у вас доставка?;
49052;519;;;[HTML]Добрый день! Мне необходимо рассчитать количество молдингов и карнизов. Хотелось бы узнать, есть ли у вас доставка?;"[HTML]Добрый день, Ирина<br/><br/>Спасибо за Ваш заказ №07691 на сайте evroplast.ru<br/><br/>Ваш заказ перенаправлен от дилера в Петропавловске-Камчатском нашему официальному дилеру в Рязань.<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Рязанской области, в т. ч. по вопросам консультаций по продукции, вопросам подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Рязань<br/><br/>ООО ""Зеленый коридор"" (ИП Фетисова Л.Г.)<br/><br/>салон «ПЛИТКА-ПАРКЕТ»<br/><br/>ул. Полонского, д. 12, 1 этаж<br/><br/>Тел.: +7 (4912) 77-73-97<br/><br/> vip@cinti.ru<br/><br/>Время работы:<br/><br/>Будни - 10:00 - 20:00 <br/>Суббота - 10:00 - 19:00 <br/>Воскресенье - 10:00 - 19:00 <br/>Без выходных <br/><br/>URL: http://http://www.cinti.ru//<br/><br/>Директор компании Ашарин Алексей Владимирович, +7 910 901 20 21<br/><br/>Вам лёгких и результативных переговоров и хорошей стройки!<br/>"
49059;520;;;[HTML]как рассчитать расход клея при интерьерных работах?;[HTML]Добрый день Мария,  расход клея зависит от размеров декора и его конфигурацию. Средний расчет на линейные изделия такой: <br/>клей монтажный- на 7 метров погонных.<br/>клей стыковочный 290мл. - на 85 метров погонных.<br/>клей стыковочный 60мл - на 35 метров погонных.<br/>Если вас интересует расход конкретного изделия вы с уверенность можете обратиться в любой из наших салонов удобный вам и вам помогут. адреса удобных для вас мест можете найти на нашем сайте, в папке КОНТАКТЫ.
49099;521;;;[HTML]Возможно ли изготовление фасадного декора на заказ по нашим чертежам?;[HTML]Андрей, добрый день.<br/><br/>Мы изготавливаем продукцию по индивидуальным параметрам.<br/>При подтверждении заказа мы учитываем технические особенности изделий и объем заказа. <br/>
49100;522;;;[HTML]арочное обрамление 4.87.033 и арочное обрамление 4.87.033 гибкий В ЧЕМ ПРИНЦИПИАЛЬНОЕ ОТЛИЧИЕ? Гибкий сгибается в еще меньшую арку? или имеется ввиду что он гнется еще и в горизонтальной плоскости? а по дуге они гнутся одинаково....<br/><br/>И еще при заказе мне надо в корзину класть 2 чтоб был и правый и левый элемент, или цена идет за комплект из пары левой и правой?<br/><br/>Во вложении фото с имеющимися размерами арок,смогут ли подойти нам эти молдинги по радиусу? конкретного радиуса у меня к сожалению нет...;
49102;522;;;[HTML]арочное обрамление 4.87.033 и арочное обрамление 4.87.033 гибкий В ЧЕМ ПРИНЦИПИАЛЬНОЕ ОТЛИЧИЕ? Гибкий сгибается в еще меньшую арку? или имеется ввиду что он гнется еще и в горизонтальной плоскости? а по дуге они гнутся одинаково....<br/><br/>И еще при заказе мне надо в корзину класть 2 чтоб был и правый и левый элемент, или цена идет за комплект из пары левой и правой?<br/><br/>Во вложении фото с имеющимися размерами арок,смогут ли подойти нам эти молдинги по радиусу? конкретного радиуса у меня к сожалению нет...;[HTML]Добрый день.<br/>Отличие обрамлений в том, что жесткое арочное обрамление идет на радиус 600 мм, гибкое можно согнуть на 450-750 мм.<br/>При заказе обратите внимание на  радиус загиба у Вас на здании.<br/>Так же при заказе необходимо заказывать 2 штуки (т.е в корзину идет и левое и правое), цена идет за шт.
49111;523;;;[HTML]Добрый день, скажите какой процент длины закладывать на карниз с рисунком на резку при заказе?;"[HTML]Денис, добрый день.<br/>Спасибо за вопрос. От 5% до 15%,  всё зависит от рисунка. Для более подробной консультации можете обратиться к официальному представителю завода Европласт и Ижевске, ниже контакты:<br/> <br/>Удмуртская Республика<br/>Ижевск<br/>ООО ""Дженти""<br/>Строительный центр «Гвоздь»<br/>ул. Удмуртская, 304, корпус 4, пав. 230<br/>синий зал, 2 эт.<br/>Тел.: +7 (3412) 65-65-30, +7 (919) 916-80-30<br/>domdecora@list.ru<br/>Время работы:<br/>Будни	- 09:00 -20:00<br/>Суббота	- 10:00 -20:00<br/>Воскресенье	- 10:00 -19:00<br/>Без выходных	<br/>URL: http://www.g-set.ru/<br/>"
