IE_XML_ID;IE_NAME;IP_PROP103;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP113
3493;"Липецк, Торговая компания &quot;Артико Холл&quot; ";"Торговая компания ""Артико Холл""";улица Водопьянова, д. 17;;;"Торговая компания ""Артико Холл""";4742406378;;ardekor@rambler.ru;;;;;Нет;;3331
3497;"Москва, ВК &quot;Росстройэкспо&quot; (ИП Зарипов А.Т.) ";ИП Зарипов А.Т.;Фрунзенская набережная, д. 30, павильон 13А первый этаж на входе справа;;;;"+7 495 7902011; +7 495 7215468";;;;;;;Нет;;3109
3500;"Москва, ВК &quot;Росстройэкспо&quot; (ИП Стрекаловская О.Н.) ";ИП Стрекаловская О.Н.;Фрунзенская набережная, д. 30, павильон 12 место №22;;;;79 151 908 602;;;;;;;Нет;;3109
3503;"Москва, ВК &quot;Росстройэкспо&quot; (ООО &quot;Декор Свет&quot;) ";"ООО ""Декор Свет""";Фрунзенская набережная, д. 30, павильон 4 место №15;;;;74 992 420 493;;;;;;;Нет;;3109
3504;"Москва, ВК &quot;Росстройэкспо&quot; (ООО &quot;ТрэйдЭкспоХолдинг&quot;) ";"ООО ""ТрэйдЭкспоХолдинг""";Фрунзенская набережная, д. 30, павильон  27;;;;"+7 499 2428951; +7 499 2428991";;;;;;;Нет;;3109
3506;Москва, Лепнина ТК Гвоздь (ИП Липадат) ;ИП Липадат;Волоколамское ш., 103, пав. Б-7;ТК Гвоздь;;Лепнина;"9263154602; 9267226081";lipadat@mail.ru;lipadat@mail.ru;;09:00 - 20:00;09:00 - 19:00;09:00 - 19:00;Да;;3109
3514;"Москва, Строительная ярмарка &quot;41 км&quot; (ИП Цыбулева Е.И.) ";ИП Цыбулева Е.И.;44 км. МКАД (внешняя сторона) пересечение Профсоюзной ул. и МКАД, павильоны А 11/2, А 28/2, А 45/2, БВ-8, БВ-28/2, БВ-11/1, Г-7/3, З-7/8, И 12/5, НБ-78, НС13/14, ВТ-1, ТЦ Карусель;"Строительный рынок ""Славянский мир""";;Дом Лепнины;9015194020;cue1977@mail.ru;;;08:30 - 18:30;09:00 - 18:00;09:00 - 18:00;Да;;3109
3516;"Москва, ТЦ &quot;ЭлитСтрой материалы&quot; (ИП Налбантов И.А.) ";ИП Налбантов И.А.;"51 км МКАД, разв. ""Очаково-Заречье"", стр.2,  павильон № С-31, В-6";"ТЦ ""ЭлитСтрой материалы""";;Лепные Декоры ;84957107949;7853505@mail.ru;7853505@mail.ru;www.mstyle.su;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;3109
3518;Мытищи, Дом-декора (ИП Кулебякина Т.В.) ;ИП Кулебякина Т.В.;г. Мытищи, Олимпийский пр-т, д. 29, корпус 1, этаж 1 (цокольный);"ТЦ ""Формат""";;Дом-декора;"4955850042; 9859633728";tatiana16.11.08@mail.ru;tatiana16.11.08@mail.ru;www.dom-dekora.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
3523;"Нижний Тагил, Салон &quot;DERUFA&quot; ";"ООО ""Деруфа Минерикс НТ""";ул. Карла Маркса, д.63а, 1 этаж (инсталяция);Салон магазин;;Салон DERUFA;"3435410225; 9049845659";dekor-nt@rambler.ru;info@evroplast-ekaterinburg.ru ;в работе;09:00 - 18:00;10:00 - 14:00;Выходной;Нет;;3522
3548;Орск, Миал ;ИП Швабенланд Л.Г.;проспект Ленина, д. 45;Миал-Орск;;Миал-Орск;"3537236818; 3537211623";mial-orsk@mail.ru;oksana-gubajdullina@yandex.ru;viva-design56;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3547
3566;Рязань, Новые обои (ИП Рыбаков А.Ю.) ;ИП Рыбаков А.Ю.;улица Дзержинского, д. 59;Салон Новые обои;;Салон Новые обои;4912966465;salon-oboev@mail.ru;salon-oboev@mail.ru;;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;3189
3571;"Рязань, Салон &quot;Эстет&quot; (ИП Ковригин А.В.) ";"Салон ""Эстет""";улица Горького, д. 30;Салон Эстет;;ИП Ковригин А.В.;4912253878;estet-r@yandex.ru;estet-r@yandex.ru;;10:00 - 19:00;10:00 - 17:00;10:00 - 15:00;Да;;3189
3589;"Санкт-Петербург, Салон Piterra Home (ООО &quot;Питерра&quot;) ";ООО ПИТЕРРА;ул. Уральская, д. 13;отдельный салон;;PITERRA HOME;8123191319;3212522@piterrahome.ru;shop@piterra.ru ;www.piterra.ru;10:00 - 20:00;10:00 - 18:00;10:00 - 18:00;Да;;3196
3609;Тамбов, ИП Дудник И.П. ;ИП Дудник И.П.;улица Советская, д. 191 А;;;ИП Дудник И.П.;89106528893;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3211
3611;"Тамбов, Салон &quot;Декорация&quot; (ИП Егорова З.Р.) ";ИП Егорова З.Р.;улица Интернациональная, д. 30 А, этаж 2;Площадь Ленина;Налево в красную дверь;Салон Декорация;9107527525;décor.tmb@mail.ru;décor.tmb@mail.ru;;09:00 - 18:00;Выходной;Выходной;Нет;;3211
3613;Тамбов, Строй Град ;Строй Град;улица Киквидзе, д. 69 Б;;;Строй Град;89158680070;;;;09:00 - 18:00;09:00 - 15:00;09:00 - 15:00;Да;;3211
3614;"Тамбов, ТД &quot;Интерьер&quot; ";"ТД ""Интерьер""";улица Коммунальная, д. 21 А;рынок;;Обои Русь;84752713032;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3211
3615;"Тамбов, Магазин &quot;Decobuilt&quot; ";"Магазин ""Decobuilt""";улица Мичуринская, д. 215;;;"Магазин ""Decobuilt""";89204772222;;;;09:00 - 18:00;Выходной;Выходной;Нет;;3211
3617;"Тобольск, Магазин &quot;Уют&quot; ";ИП Дергоусов Сергей Владимирович;переулок Рощинский, д. 68;"""Уют"" магазин товаров для ремонта";;"""Уют""";"3456240773; 34562241970";svet-krep@mail.ru;svet-krep@mail.ru;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;3616
3622;"Томск, салон &quot;Идея Ремонта&quot; ";"ООО Торговый Дом ""Европласт-Сибирь""";ул. Советская, д. 108;"Салон ""Идея Ремонта""";;"салон ""Идея Ремонта""";"3822530130; 9833496667";romantika2020@gmail.com;romantika2020@gmail.com;decoline.su;10:00 - 19:00;11:00 - 15:00;Выходной;Нет;;3215
3640;"Тюмень, Салон &quot;Архитектурный Декор&quot; в ТЦ &quot;Премьер Дом&quot; ";"1. ИП Усынина А.Т.; 2. ООО ТК ""Архитектурный декор""";улица Мельникайте, д.104, 1 этаж;"ТЦ ""Премьер Дом""";;"Салон ""Архитектурный декор""";3452595409;galant-pd@mail.ru;galant-pd@mail.ru;www.decor-ad.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3220
3641;"Тюмень, Салон &quot;Архитектурный Декор&quot; в ТЦ &quot;Орион&quot; ";"1. ИП Усынина  А.Т.; 2. ООО ТК ""Архитектурный декор""";улица Федюнинского, д. 43, 1 этаж;"ТЦ ""Орион""";;"Салон ""Архитектурный декор""";3452546226;546226-orion@mail.ru;546226-orion@mail.ru;www.decor-ad.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3220
3642;"Тюмень, ул. 50 лет ВЛКСМ, 13, салон &quot;Архитектурный декор&quot;  ";"1. ИП Усынина А.Т.; 2. ООО ТК ""Архитектурный декор""";улица 50 лет ВЛКСМ, д. 13, цокольный этаж;;;"Салон ""Архитектурный декор"" ";"3452595746; 3452595745";galla-opt@decor-ad.ru;galla595745@mail.ru;www.decor-ad.ru;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;3220
3643;"Улан-Удэ, Гипермаркет &quot;СМИТ&quot; ";ИП Доржиев Г.Ю.;улица Жердева, д. 8а;"Гипермаркет ""СМИТ""";;"""СМИТ""";3012297800;kaporskaya@smit.stbur.ru;smitbur@mail.ru;tgsmit.ru;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3275
3645;"Ханты-Мансийск, Салон интерьера &quot;Декор Стайл&quot; ";ИП Иванов Руслан Александрович;ул. Чехова, д. 82, 1 этаж;"Салон интерьера ""Декор Стайл""";;"салон интерьера ""Декор Стайл""";"3467394500; 3467337755";decorst@mail.ru;decorst@mail.ru;;09.00 - 19.00;10.00 - 17.00;10.00 - 17.00;Да;;3644
3646;"Ханты-Мансийск, Магазин &quot;Еврострой&quot; (ООО &quot;ДОМ ОБОЕВ&quot;) ";"ООО ""ДОМ ОБОЕВ""";улица Чехова, д. 82;"Магазин ""Еврострой""";;"Магазин ""Еврострой""";"3467328509; 9224004023";e-s-04@mail.ru;e-s-04@mail.ru;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3644
3649;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";улица Ингодинская, д. 11;магазин Респект;;Респект;3022268717;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3235
3650;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";улица Курнатовского, д. 25, пав. 47;Строит рынок Город Мастеров;;Респект;3022267484;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
3651;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";улица Курнатовского, д. 25, пав. 91;Строит рынокГород Мастеров;;Респект;3022358960;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
3652;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";улица Чкалова, д. 1А, пав. 11;Строит рынок Стройград пав 11;;Респект;3022311306;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
3653;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";улица Вокзальная, д. 3, пав. 32;Строит рынокМегаСтрой пав 32;;Респект;3022312979;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
3654;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";мкр. Геофизический, д.27, пав. 12;Строит рынок Солнечный;;Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
3675;"Москва, &quot;Элит Интерьер&quot;, магазин &quot;Европласт&quot; в ТК &quot;Город - Лефортово&quot; (ИП Алекперов В.Г.) ";ИП Алекперов В.Г.;"ш. Энтузиастов, д.12/2, ТК ""Город - Лефортово"", 3-й этаж.";"ТК ""Город - Лефортово""";;"""Элит Интерьер"", магазин ""Европласт""";9160580011; decorru@yandex.ru; decorru@yandex.ru;www.1decor.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;3109
3688;"Актау, Салон-магазин ГАЛЕРЕЯ, ТОО &quot;Art-Comfort&quot; ";"ТОО ""Art-Comfort""";29А микрорайон, д. 55 (двухэтажное);Бизнес Центр;Возле желтого рынка и напротив ресторана Жеруйык;Салон-магазин ГАЛЕРЕЯ;"7077344614; 7292344614";;zakaz.evokz@mail.ru  ;;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;3687
3690;Уральск, ТОО Арт Декор Уральск ;ТОО Арт Декор Уральск;улица Айтиева, д. 68 (1 этаж);Бизнес Центр;р-н Горвоенкомат;Арт Декор;"7112541166; 7055143307";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3689
3692;Актобе, ТОО РИА Престиж ;ТОО РИА Престиж;проспект А.Молдагуловой, 58Б-1 (девятиэтажное здание);Жилой дом;Поворот напротив гипермаркета Метро, не доезжая АЗС Sinoil, район ОблГАИ;Салон АртДекор;"7473667471; 7782695668; 7132559451";;zakaz.evokz@mail.ru;artdekor.kz;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3691
3694;"Баку, Салон &quot;Elit Interior&quot;, Prospekt Axmeda Radjebli ";ИП Алекперов В.Г.;улица Prospekt Axmeda Radjebli, 52А;"Салон ""Elit Interior""";;"Салон ""Elit Interior""";994552225151;decorru@yandex.ru;decorru@yandex.ru;;;;;Нет;;3287
3695;"Баку, Салон &quot;Elit Interior&quot;, Prospekt Xatai  (ИП Алекперов В.Г.) ";ИП Алекперов В.Г.;улица Prospekt Xatai, д. 26;"Салон ""Elit Interior""";;"Салон ""Elit Interior""";994503556666;decorru@yandex.ru;decorru@yandex.ru;;;;;Нет;;3287
3699;"Кострома, Салон декоративных покрытий &quot;KADORO&quot; ";ИП Соловьева М.М.;улица Ерохова, д. 3 «А»;;;Салон декоративных покрытий KADORO;"4942470282; 9536419338";kadoro-k@mail.ru;;;09:00 - 17:00;Выходной;Выходной;Нет;;3316
3700;"Кострома, Студия дизайна &quot;NeoHouse&quot; ";ИП Софронова М.А.;улица Никитская, д. 15;;;студия дизайна «Neo House»;"4942472581; 4942472582";e.neohouse@list.ru;;;09:00 - 19:00;Выходной;Выходной;Нет;;3316
3702;"Кострома, Отдел керамической плитки &quot;Альфа-Керамика&quot; ";ИП Миронова Л.С.;улица Магистральная д. 15, 2 этаж;ТЦ Паново;;"Отдел керамической плитки ""Альфа-Керамика""";9101924716;alfa-cerama@inbox.ru;;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3316
3703;"Кострома, Магазин &quot;ЕвроДом&quot; ";ИП Попова А.Е.;улица Советская, д. 109;;;"Магазин-салон ""ЕвроДом""";9 092 545 882;eurodom44@mail.ru;;;09:00 - 18:00;Выходной;Выходной;Нет;;3316
3705;Шарья, (ИП Вешторт Э.Л.) ;ИП Вешторт Э.Л.;улица Ленина, д. 83, этаж 2;ТЦ Каскад;;ИП Вешторт Э.Л.;9109540404;9109540404@mail.ru;lepnina44@gmail.com;;09:00 - 18:00;Выходной;Выходной;Нет;;6150
3708;Мурманск, ООО Декор 51 ;ООО Декор 51;проспект Ленина, д. 27 А;Торговый центр А-Квадрат;центр 1ого этажа, вывеска СтройСтудия;СтройСтудия;"8152690782; 8152690783";stroy-studia@bk.ru;stroy-studia@bk.ru;;11:00 - 19:00;11:00 - 18:00;12:00 - 17:00;Да;;3707
3710;"Пермь, &quot;Декоративка&quot; ТЦ Техас-Строй ";"ЗАО ""Стройинтер""";улица Стахановская, д. 54;"ТЦ ""Техас""";;"""Декоративка""";3422576990;;;;10:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;3182
3714;"Москва, Фирменный салон в ТЦ &quot;Экспострой на Нахимовском&quot; ";;Нахимовский пр-т, д. 24, 2 этаж, павильон №3, салон 49/2;"ЦдиИ ""Экспострой на Нахимовском""";;"Фирменный салон ""Европласт""";"4951165536; 4951165537";salonn@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
3715;"Москва, Фирменный стенд &quot;Европласт&quot;  ТВК &quot;Экспострой на Нахимовском&quot; ";;Нахимовский пр-т, д. 24, 1 этаж, павильон №3, салон 195;"ЦдиИ ""Экспострой на Нахимовском""";;"Фирменный салон ""Европласт""";"4951165539; 4951165540";nahim@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
3716;"Москва, Фирменный стенд &quot;Европласт&quot;  ТВК &quot;Экспострой на Нахимовском&quot; ";;Нахимовский пр-т, д. 24, 1 этаж, павильон №2, салон 158;"ЦдиИ ""Экспострой на Нахимовском""";;"Фирменный стенд ""Европласт""";4951165541;shop@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
3717;"Москва, ООО &quot;Нео-Классик&quot; ТВК &quot;Экспострой на Нахимовском&quot; ";ООО Нео-Классик;"Нахимовский пр-т, д. 24, строение 2 (1 этаж), Павильон №3, стенд А15; Павильон №3, стенд Е512";ТВК Экспострой;;Лепнина;"А15: +7 (495) 116-55-76; 9859239810; Е512: +7 (495) 116-55-74; 4951165575";neo-classik@yandex.ru;;;10:00 - 20:00;10:00-19:00;10:00-19:00;Да;;3109
3719;"Москва,  ТВК &quot;Строй Сити&quot; (ООО &quot;Сити-Декор&quot;) ";"ООО ""Сити-Декор""";"Нахимовский пр-т, д. 24, ТВК ""Строй Сити""  1-ый этаж , пав. Ж-2";"ТВК ""Строй Сити""";;Лепнина;"4959809019; 4956485067";nahim@decolepnina.ru;nahim@decolepnina.ru;www.decolepnina.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
3720;"Москва, ООО &quot;Декор Престиж&quot; ТВК &quot;Экспострой на Нахимовском&quot; ";"ООО ""Декор Престиж""";Нахимовский пр-т, д.24, Павильон №3, ряд 9, место 314;;;"ООО ""Декор Престиж""";74 957 791 223;prestigdecor@yandex.ru;;;;;;Нет;;3109
3721;"Москва, Салон &quot;PITERRA&quot; ТВК &quot;Экспострой&quot; ";ООО ПИТЕРРА;Нахимовский проспект, д.24, павильон 3, этаж 1, стенд 504/1;"Торгово-выставочный комплекс ""Экспострой""";;PITERRA;"4956909999; доб. 383,388";383@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
3722;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;Нет;;3152
3724;"Альметьевск, Архитектурный декор &quot;Европласт&quot; (Статус Кво) ";Статус Кво;улица Ленина, д. 27, 1 этаж;магазин;;"Архитектурный декор ""Европласт""";"8553354530; 9874170889";A354530@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3723
3725;"Набережные Челны, Архитектурный декор &quot;Европласт&quot; (Статус Кво) ";Статус Кво;просп. Набережночелнинский, д. 56, подъезд 4, этаж 2;;"Напротив магазина ""Мегастрой"", новый город";"Архитектурный декор ""Европласт""";"8552366076; 9178702172";Nch366076@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 18:00;10:00 - 16:00;Выходной;Нет;;3329
3730;"Тверь, салон-галерея &quot;Красивые стены&quot; (ООО &quot;ЕВРОПЛАСТ-ТВЕРЬ&quot;) ";"ООО ""ЕВРОПЛАСТ-ТВЕРЬ""";ул. Симеоновская, д. 1;"""Правильный дом""";цокольный этаж;"Салон-галерея ""Красивые Стены""";"4822666969; 9036949911";sv2000ofis@mail.ru;sv2000ofis@mail.ru;cb2000.ru;10:00 - 18:00;10:00 - 18:00;Выходной;Нет;;3729
3731;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;Нет;;3182
3732;"Брянск, Магазин &quot;Карнавал красок&quot; (ООО &quot;Карнавал Красок&quot;) ";"ООО ""Карнавал Красок""";улица Октябрьская 42;;;"Арт-студия ""Карнавал Красок""";"4832599441; 4832749874";dekobryansk@mail.ru;dekobryansk@mail.ru;www.dekobryansk.ru;10:00 - 18:00;10:00 - 15:00;Выходной;Нет;;3118
3735;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;Нет;;3733
3736;"Домодедово, Палитра (ООО &quot;СТРОЙМАРКЕТПРОФЕССИОНАЛ&quot;) ";"ООО ""СТРОЙМАРКЕТПРОФЕССИОНАЛ""";г. Домодедово, ул. Кирова, д. 7, корп. 1, 1 этаж;магазин;;Палитра;"9257750022; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;09:00 - 19:00;10:00-18:00;10:00-18:00;Да;;3109
3737;Петрозаводск, ул. М. Горького, д. 23 ;"ООО ""Компания Стилиссимо"", ООО «Веал Строй»;";улица М.Горького, д. 23;Салон интерьера Стилиссимо;;"Салон интерьера «Стилиссимо""";"8142595966; 8142595922";stilissimo10@mail.ru;stilissimo10@mail.ru;;10:00 - 19:00;12:00 - 17:00;Выходной;Нет;;3756
3739;"Омск, Салон &quot;Арт-Декор&quot; ТК &quot;Континент&quot; ";ИП Акулинская Ю.В.;улица 70 лет Октября, д. 25, корп. 4 (2 этаж);"ТК ""Континент""";Строительный Континент;Салон Арт-Декор;3812599600;artdecor-conti@mail.ru;artdecor-kit@mail.ru;artdecor-int.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3172
3740;"Астана, Салон &quot;Премьера&quot;, TOO Evolution Technologies ";TOO Evolution Technologies;ул.Сембинова, д. 7 (1 этаж);Магазин;;"Салон ""Премьера""";"7172523875; 7475046424";info@evp.kz;ast.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3342
3742;"Стройрынок &quot;Петровский&quot; Новорижское шоссе ";ИП Будза С.В.;Новорижское шоссе, 9-ый км, Фасадное здание второй этаж;;;ИП Будза С.В.;"+7 495 7551379; +7 906 0378109";lyudmila-negru@yandex.ru;info@lepnostyle.ru;www.lepnostyle.ru;;;;Нет;;3109
3744;"Москва, &quot;Сити-декор&quot;, ТК &quot;Люблинское поле&quot; (ИП Валиуллин Р.Н.) ";ИП Валиуллин Р.Н.;"Тихорецкий бульвар, 1, ТК ""Люблинское поле"", павильон № О-146";"Торговый комплекс ""Люблинское поле""";;CITY-декор;"4957853437; 4956485664";6485664@mail.ru;6485664@mail.ru;www.lepnina-online.ru;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;3109
3746;Москва, Лепной декор (ИП Валиуллин Р.Н.) ;ИП Валиуллин Р.Н.;ул. Рязанский проспект, д.2, корпус 3, этаж 2, павильон 216;"ТК ""Город на Рязанке""";;Лепной декор;"4957252526; 4956416797";6416797@mail.ru;mail@city-decor.ru;www.city-decor.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;3109
3748;Москва, Одинцово, ТЦ АКОС (ИП Новиков Р.В.) ;ИП Новиков Р.В.;"Московская обл., Одинцово, ул. Внуковская, 11, (8 км от Мкад по Минскому шоссе, ТЦ ""АКОС""), 1 этаж, пав. 20/5";"ТЦ ""АКОС""";;Магазин ЛЕПНИНА;"9255094511; 9258961122";lepnina89@mail. ru;lepnina89@mail. ru;www.evroplast-lepnina.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
3749;"Калуга, ТК &quot;Домострой&quot; ";"ООО ""Стройотделка""";улица Болотникова, д. 23-А, стенд 4;"Торговый комплекс ""Домострой""";;"ООО ""Стройотделка""";"4842551353; 9109154488";"sergej.nizov@yandex.ru; stroyhimtorg@gmail.com";sergej.nizov@yandex.ru;;09:00 - 19:00;09:00 - 17:00;09:00 - 17:00;Да;;3143
3750;"Калуга, ТК &quot;Домострой плюс&quot; ";"ООО ""Правстрой""";Правобережный проезд, д. 9, стенд 6;"Торговый комплекс ""Домострой плюс""";;"ООО ""Правстрой""";"4842276296; 9109154488";"sergej.nizov@yandex.ru; stroyhimtorg@gmail.com";sergej.nizov@yandex.ru;;09:00 - 19:00;09:00 - 18:00;09:00 - 18:00;Да;;3143
3751;"Магнитогорск, Салон &quot;Декоратор&quot; ";ИП Козлова Н.Б,;проспект К. Мракса, д. 210;Торговый центр;Центральный вход и прямо;Салон Декоратор;9128086555;decorsalon@gmail.com;decorsalon@gmail.com;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;3161
3752;"Магнитогорск, Салон &quot;Декоратор&quot; ";ИП Козлова Н.Б,;улица Советская, д. 160а, корп. 2;Торговый центр;Напротив кафетерия;Салон Декоратор;79 128 086 555;decorsalon@gmail.com;decorsalon@gmail.com;;09:00 - 19:00;09:00 - 18:00;09:00 - 18:00;Да;;3161
3754;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Парковый&quot; ";"ЗАО ""Стройинтер""";улица Трамвайная, д. 33, пав. 2;"ТЦ ""Парковый""";;"""Декоративка""";3422564110;;;;10:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;3182
3755;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Строймастер&quot; ";"ЗАО ""Стройинтер""";улица Ласьвинская, д. 37, пав. 1;"ТЦ ""Строймастер""";;"""Декоративка""";3422501534;;;;9:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;3182
3773;"Йошкар-Ола, Декор Марий Эл, ТЦ &quot;Бау Маркет&quot; ";ИП Нестеров А.В.;"улица Соловьева, д. 22 ""А""";"ТЦ ""Бау Маркет""";ТЦ Бау Маркет;Декор Марий Эл;"8362326956; 9177045749";decor-mariel@mail.ru;decor-mariel@mail.ru;;09:00-20:00;09:00-18:00;Выходной;Нет;;3772
3831;"Сыктывкар, Интерьерный салон &quot;ДекоГрафф&quot; (ИП Шабалин А.Е.) ";ИП Шабалин А.Е.;улица Свободы, д.35/75;0;Пересечение улиц Свободы и Интернациональной;"Интерьерный салон ""ДекоГрафф""";"8212300169; 9222719970";dekograff@mail.ru;dekograff@mail.ru;;10:00 - 18:00;10:00 - 16:00;Выходной;Нет;;3830
3834;"Калининград, Салон &quot;Dom&Decor&quot; (ИП Федоров) ";ИП Федоров Н.А.;Гвардейский проспект, д. 15, 1 этаж;здание «Союзгазавтоматика»;;Dom&Decor;"4012576175; 9814758575";salon2@dom-decor.com;salon2@dom-decor.com;dom-decor.com;10:00 - 19:00;11:00 - 18:00;Выходной;Нет;;3138
3835;Тула, Лепной Декор  (И.П. Новиков Р.В.) ;И.П. Новиков Р.В.;ул. Коминтерна, д. 24 Д, этаж 2, пав. 217;Торговый комплекс Наш Дом 2, павильон 217.;;Лепной Декор ;"9255094511; 9207448366";lepnina89@mail.ru;lepnina89@mail.ru;www.Evroplast-lepnina.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3217
3836;"Самара, ООО &quot;Форрум&quot; ";ООО Форрум;улица Гая, д. 36, 1 этаж;;;магазин-склад FORROOM;8462029772;;;;9:00 - 19:00;Выходной;Выходной;Нет;;3192
3837;"Москва, ТЦ &quot;Три Кита&quot; (ИП Филиппова К.О.) ";ИП Филиппова К.О.;"Минское шоссе, ул. Луговая д.1, ТЦ ""Три Кита"", бутик №25";"ТЦ ""Три Кита""";;"Бутик №25 в ТЦ ""Три Кита""";"4957803713; 9161928615";filippova.trikita@mail.ru;ekaterina@decogracia.ru;decogracia.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
3842;Вильнюс, ЗАО Европластас (Europlastas UAB) ;Europlastas  /  Европластас;Vilnius, S. Žukausko g.4;Салон лепнины Европласт;;Europlastas  /  Европластас;"37067821777; 37060219556";europlastas@gmail.com;europlastas@gmail.com;www.europlastas.com;10:00 - 18:00;10:00 - 15:00;Выходной;Нет;;3841
3843;"Курган, ТЦ &quot;Пушкинский&quot;, Салон &quot;AP-DEKO&quot; ";ИП Кисeлева Л.С.;улица Пушкина, д. 25 (1 этаж), образцы, витрина;ТЦ Пушкинский;справа от центрального входа;"Салон интерьера ""АP-DEKO""";"3522600689; 9128355889";ar-deco2010@mail.ru;info@evroplast-ekaterinburg.ru ;в работе;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3481
6116;"Рязань, салон &quot;СИНТИ DEPO&quot; ";"ООО ""Зеленый коридор""  ИП Фетисова Л.Г.";Московское шоссе, д. 6В, 1 этаж;"Торговый центр ""DEPO""";;"ТД ""СИНТИ""";"4912460046; 4912460047";vip@cinti.ru;vip@cinti.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 18:00;Да;;3189
