IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP163;IP_PROP164;IP_PROP706;IP_PROP707
5112;молдинг 1.51.351 гибкий;1.51.351;Да;ВР002028510;2,43;69,75;;
5113;молдинг 1.51.380 гибкий;1.51.380;Да;ВР002028519;9,98;69,75;;
5114;молдинг 1.51.401 гибкий;1.51.401;Да;ВР002028521;0,34;37,5;;
5115;молдинг 1.51.323 гибкий;1.51.323;Да;ВР002028484;0,56;37,5;;
5116;молдинг 1.51.339 гибкий;1.51.339;Да;ВР002028499;1,28;69,75;;
5117;молдинг 1.51.331 гибкий;1.51.331;Да;ВР002028492;1,44;69,75;;
5118;молдинг 1.51.336 гибкий;1.51.336;Да;ВР002028497;1,12;69,75;;
5119;молдинг 1.51.334 гибкий;1.51.334;Да;ВР002028495;0,8;37,5;;
5120;молдинг 1.51.335 гибкий;1.51.335;Да;ВР002028496;1,84;69,75;;
5121;молдинг 1.51.337 гибкий;1.51.337;Да;ВР002028498;1,49;69,75;;
5122;молдинг 1.51.348 гибкий;1.51.348;Да;ВР002028507;1,8;69,75;;
5123;молдинг 1.51.349 гибкий;1.51.349;Да;ВР002028508;2,74;69,75;;
5124;молдинг 1.51.329 гибкий;1.51.329;Да;ВР002028490;0,45;37,5;;
5125;молдинг 1.51.347 гибкий;1.51.347;Да;ВР002028506;2,91;69,75;;
5126;молдинг 1.51.355 гибкий;1.51.355;Да;ВР002028514;2,96;69,75;;
5127;молдинг 1.51.354 гибкий;1.51.354;Да;ВР002028513;2,09;69,75;;
5128;плинтус 1.53.102;1.53.102;Нет;ВР000004322;4,39;69,75;;
5129;плинтус 1.53.103;1.53.103;Нет;ВР000004323;2,5;69,75;;
5130;плинтус 1.53.104;1.53.104;Нет;ВР001005248;3,13;69,75;;
5131;плинтус 1.53.105;1.53.105;Нет;ВР001022003;4,16;69,75;;
5132;плинтус 1.53.106;1.53.106;Нет;ВР001022873;1,8;69,75;;
5133;плинтус 1.53.107;1.53.107;Нет;ВР001022874;1,92;69,75;;
5134;плинтус 1.53.109;1.53.109;Нет;ВР002025436;1,9;69,75;;
5135;плинтус 1.53.101;1.53.101;Нет;ВР000004321;3,92;69,75;;
5136;плинтус 1.53.102 гибкий;1.53.102;Да;ВР002028523;4,39;69,75;;
5137;плинтус 1.53.103 гибкий;1.53.103;Да;ВР002028524;2,5;69,75;;
5138;плинтус 1.53.104 гибкий;1.53.104;Да;ВР002028527;3,13;69,75;;
5139;плинтус 1.53.105 гибкий;1.53.105;Да;ВР002028528;4,16;69,75;;
5140;плинтус 1.53.106 гибкий;1.53.106;Да;ВР002028529;1,8;69,75;;
5141;плинтус 1.53.107 гибкий;1.53.107;Да;ВР002028530;1,92;69,75;;
5142;плинтус 1.53.109 гибкий;1.53.109;Да;ВР002028531;1,9;69,75;;
5143;плинтус 1.53.101 гибкий;1.53.101;Да;ВР002028522;3,92;69,75;;
5144;угловой элемент 1.52.326;1.52.326;Нет;ВР000004306;2,12;21;;
5145;угловой элемент 1.52.301;1.52.301;Нет;ВР000001080;0,85;18;;
5146;угловой элемент 1.52.302;1.52.302;Нет;ВР000001300;1,89;18;;
5147;угловой элемент 1.52.290;1.52.290;Нет;ВР000001732;0,85;13,58;;
5148;угловой элемент 1.52.293;1.52.293;Нет;ВР000001733;0,85;13,58;;
5149;угловой элемент 1.52.292;1.52.292;Нет;ВР000001755;1,08;18;;
5150;угловой элемент 1.52.288;1.52.288;Нет;ВР000005304;1,08;18;;
5151;угловой элемент 1.52.294;1.52.294;Нет;ВР000001643;1,46;18;;
5152;угловой элемент 1.52.291;1.52.291;Нет;ВР000001731;0,85;13,58;;
5153;угловой элемент 1.52.295;1.52.295;Нет;ВР000001734;0,85;13,58;;
5154;угловой элемент 1.52.328;1.52.328;Нет;ВР000005640;1,33;18;;
5155;угловой элемент 1.52.400;1.52.400;Нет;ВР000005828;0,96;18;;
5156;угловой элемент 1.52.289;1.52.289;Нет;ВР000005338;1,15;13,58;;
5157;угловой элемент 1.52.296;1.52.296;Нет;ВР000001774;1,46;21;;
5158;угловой элемент 1.52.297;1.52.297;Нет;ВР000005406;1,15;18;;
5159;угловой элемент 1.52.298;1.52.298;Нет;ВР000004320;1,15;18;;
5160;угловой элемент 1.52.300;1.52.300;Нет;ВР000005506;1,06;18;;
5161;угловой элемент 1.52.303;1.52.303;Нет;ВР000005507;1,06;18;;
5162;угловой элемент 1.52.308;1.52.308;Нет;ВР000001351;1,15;13,58;;
5163;угловой элемент 1.52.312;1.52.312;Нет;ВР000001679;1,08;18;;
5164;угловой элемент 1.52.313;1.52.313;Нет;ВР000004280;1,75;21;;
5165;угловой элемент 1.52.314;1.52.314;Нет;ВР000001775;1,46;18;;
5166;угловой элемент 1.52.318;1.52.318;Нет;ВР000004383;2,33;13,58;;
5167;кронштейн 1.19.001;1.19.001;Нет;ВР000001447;;18,75;;
5168;кронштейн 1.19.137;1.19.137;Нет;ВР000001828;2;0;;
5169;кронштейн 1.19.002;1.19.002;Нет;ВР000001352;;18,75;;
5170;кронштейн 1.19.005;1.19.005;Нет;ВР000001928;;18,75;;
5171;кронштейн 1.19.003;1.19.003;Нет;ВР000001450;;18,75;;
5172;кронштейн 1.19.004;1.19.004;Нет;ВР000001866;;18,75;;
5174;розетка 1.56.017;1.56.017;Нет;ВР000001180;;23,25;;
5175;розетка 1.56.001;1.56.001;Нет;ВР000005505;;36;;
5176;розетка 1.56.002;1.56.002;Нет;ВР001023635;;27;;
5177;розетка 1.56.004;1.56.004;Нет;ВР001023637;;22,5;;
5178;розетка 1.56.007;1.56.007;Нет;ВР001023640;;21;;
5179;розетка 1.56.013;1.56.013;Нет;ВР000001069;;13,5;;
5180;розетка 1.56.014;1.56.014;Нет;ВР000001070;;18;;
5181;розетка 1.56.015;1.56.015;Нет;ВР000001071;;29,25;;
5182;розетка 1.56.016;1.56.016;Нет;ВР000001075;;24,75;;
5183;розетка 1.56.018;1.56.018;Нет;ВР000004236;;39;;
5184;розетка 1.56.019;1.56.019;Нет;ВР000001773;;27;;
5185;розетка 1.56.020;1.56.020;Нет;ВР000005129;;24,75;;
5186;розетка 1.56.022;1.56.022;Нет;ВР000001482;;27,75;;
5187;розетка 1.56.023;1.56.023;Нет;ВР000001294;;30,75;;
5188;розетка 1.56.024;1.56.024;Нет;ВР000001483;;26,25;;
5189;розетка 1.56.025;1.56.025;Нет;ВР000001295;;42,75;;
5190;розетка 1.56.005;1.56.005;Нет;ВР001023638;;34,5;;
5191;розетка 1.56.010;1.56.010;Нет;ВР001023642;;9,75;;
5192;розетка 1.56.028;1.56.028;Нет;ВР000004029;;35,25;;
5193;розетка 1.56.029;1.56.029;Нет;ВР000004030;;40,5;;
5194;розетка 1.56.030;1.56.030;Нет;ВР000002943;;21;;
5195;розетка 1.56.003;1.56.003;Нет;ВР001023636;;27;;
5196;розетка 1.56.031;1.56.031;Нет;ВР000002928;;32,25;;
5197;розетка 1.56.021;1.56.021;Нет;ВР000001273;;25,5;;
5198;розетка 1.56.026;1.56.026;Нет;ВР000001179;;40,5;;
5199;розетка 1.56.006;1.56.006;Нет;ВР001023639;;17,25;;
5200;розетка 1.56.009;1.56.009;Нет;ВР001023641;;15;;
5201;розетка 1.56.032;1.56.032;Нет;ВР001024045;;16,5;;
5202;розетка 1.56.011;1.56.011;Нет;ВР001024042;;10,5;;
5203;розетка 1.56.037;1.56.037;Нет;ВР002025332;;17,25;;
5204;розетка 1.56.034;1.56.034;Нет;ВР002025309;;27;;
5205;розетка 1.56.033;1.56.033;Нет;ВР002025286;;24;;
5206;розетка 1.56.038;1.56.038;Нет;ВР002025331;;21;;
5207;розетка 1.56.012;1.56.012;Нет;ВР001024043;;27,75;;
5208;розетка 1.56.027;1.56.027;Нет;ВР001024044;;20,25;;
5209;розетка 1.56.039;1.56.039;Нет;ВР002025330;;34,5;;
5210;розетка 1.56.035;1.56.035;Нет;ВР002025310;;25,5;;
5211;розетка 1.56.042;1.56.042;Нет;ВР002025488;;10,5;;
5212;орнамент 1.60.114;1.60.114;Нет;ВР000001839;;6,04;;
5213;орнамент 1.60.014;1.60.014;Нет;ВР000001838;;6,04;;
5214;орнамент 1.60.011;1.60.011;Нет;ВР000001660;;6,04;;
5215;орнамент 1.60.111;1.60.111;Нет;ВР000001661;;6,04;;
5216;орнамент 1.60.007;1.60.007;Нет;ВР000001814;;6,04;;
5217;орнамент 1.60.005;1.60.005;Нет;ВР000001826;;6,04;;
5218;орнамент 1.60.012;1.60.012;Нет;ВР000001840;;7,5;;
5219;орнамент 1.60.008;1.60.008;Нет;ВР000001754;;6,04;;
5220;орнамент 1.60.010;1.60.010;Нет;ВР000001816;;6,04;;
5221;орнамент 1.60.002;1.60.002;Нет;ВР000001359;;6,04;;
5222;орнамент 1.60.003;1.60.003;Нет;ВР000001984;;6,04;;
5223;орнамент 1.60.004;1.60.004;Нет;ВР000001985;;6,04;;
5224;орнамент 1.60.006;1.60.006;Нет;ВР000001616;;6,04;;
5225;орнамент 1.60.009;1.60.009;Нет;ВР000001813;;6,04;;
5226;орнамент 1.60.015;1.60.015;Нет;ВР000002573;;6,04;;
5227;орнамент 1.60.017;1.60.017;Нет;ВР000002465;;6,04;;
5228;орнамент 1.60.018;1.60.018;Нет;ВР000002574;;6,04;;
5229;орнамент 1.60.019;1.60.019;Нет;ВР000002575;;7,5;;
5230;орнамент 1.60.108;1.60.108;Нет;ВР000001756;;6,04;;
5231;орнамент 1.60.109;1.60.109;Нет;ВР000001815;;6,04;;
5232;орнамент 1.60.110;1.60.110;Нет;ВР000001817;;6,04;;
5233;орнамент 1.60.001;1.60.001;Нет;ВР000001358;;6,04;;
5234;кессон 1.57.002;1.57.002;Нет;ВР001022065;;36;;
5235;кессон 1.57.003;1.57.003;Нет;ВР001022066;;36;;
5236;кессон 1.57.001;1.57.001;Нет;ВР000005512;;36;;
5237;кессон 1.57.004;1.57.004;Нет;ВР001022067;;37,5;;
5238;купол 1.58.001;1.58.001;Нет;ВР000004391;;72;;
5239;капитель 1.11.001;1.11.001;Нет;ВР000004174;10;30;;
5240;капитель 1.11.010;1.11.010;Нет;ВР001021828;10;24,75;;
5241;капитель 1.11.003;1.11.003;Нет;ВР000001977;10;30;;
5242;капитель 1.11.002;1.11.002;Нет;ВР000001288;10;24,75;;
5243;капитель 1.11.004;1.11.004;Нет;ВР000005449;10;30;;
5244;капитель 1.11.005;1.11.005;Нет;ВР001003797;10;24,75;;
5245;капитель 1.11.006;1.11.006;Нет;ВР001003798;10;24,75;;
5246;капитель 1.11.008;1.11.008;Нет;ВР001021826;10;24,75;;
5247;капитель 1.11.009;1.11.009;Нет;ВР001021827;10;24,75;;
5248;капитель 1.15.002;1.15.002;Нет;ВР000001227;10;24,75;;
5249;капитель 1.15.003;1.15.003;Нет;ВР000001871;10;30;;
5250;капитель 1.15.004;1.15.004;Нет;ВР001002928;10;30;;
5251;капитель 1.15.005;1.15.005;Нет;ВР000004376;10;24,75;;
5252;капитель 1.15.006;1.15.006;Нет;ВР001000031;10;24,75;;
5253;капитель 1.15.008;1.15.008;Нет;ВР001005249;10;24,75;;
5254;капитель 1.15.001;1.15.001;Нет;ВР000001187;10;30;;
5255;капитель 1.15.009;1.15.009;Нет;ВР001005243;10;24,75;;
5256;капитель 1.15.010;1.15.010;Нет;ВР001005247;10;24,75;;
5257;капитель 1.21.003;1.21.003;Нет;ВР000001301;10;24,75;;
5258;капитель 1.21.001;1.21.001;Нет;ВР000001181;10;24,75;;
5259;капитель 1.21.002;1.21.002;Нет;ВР000001178;10;30;;
5260;капитель 1.21.004;1.21.004;Нет;ВР000001444;10;30;;
5261;капитель 1.21.005;1.21.005;Нет;ВР000002089;10;30;;
5262;капитель 1.21.006;1.21.006;Нет;ВР000001927;10;30;;
5263;капитель 1.21.007;1.21.007;Нет;ВР000001389;10;24,75;;
5264;ствол 1.12.020;1.12.020;Нет;ВР000005788;10;0;;
5265;ствол 1.12.010;1.12.010;Нет;ВР000004146;10;0;;
5266;ствол 1.12.030;1.12.030;Нет;ВР000002050;10;0;;
5267;ствол 1.12.050;1.12.050;Нет;ВР001003796;10;0;;
5268;ствол 1.12.060;1.12.060;Нет;ВР001021829;10;0;;
5269;ствол 1.12.061;1.12.061;Нет;ВР001021830;10;0;;
5270;ствол 1.12.080;1.12.080;Нет;ВР001021833;10;0;;
5271;ствол 1.12.081;1.12.081;Нет;ВР001021834;10;0;;
5272;ствол 1.12.070;1.12.070;Нет;ВР001021831;10;0;;
5273;ствол 1.12.071;1.12.071;Нет;ВР001021832;10;0;;
5274;ствол 1.16.080;1.16.080;Нет;ВР001005244;10;73,05;;
5275;ствол 1.16.081;1.16.081;Нет;ВР001005245;10;85,2;;
5276;ствол 1.16.030;1.16.030;Нет;ВР000002066;10;85,2;;
5277;ствол 1.16.070;1.16.070;Нет;ВР001005241;10;73,05;;
5278;ствол 1.16.050;1.16.050;Нет;ВР000004381;10;73,05;;
5279;ствол 1.16.060;1.16.060;Нет;ВР001005250;10;73,05;;
5280;ствол 1.16.071;1.16.071;Нет;ВР001005242;10;85,2;;
5281;ствол 1.16.010;1.16.010;Нет;ВР000001188;10;85,2;;
5282;ствол 1.16.011;1.16.011;Нет;ВР001023851;10;85,2;;
5283;ствол 1.16.020;1.16.020;Нет;ВР000004390;10;85,2;;
5284;ствол 1.16.061;1.16.061;Нет;ВР001005251;10;85,2;;
5285;ствол 1.22.010;1.22.010;Нет;ВР000001184;10;71,7;;
5286;ствол 1.22.020;1.22.020;Нет;ВР000001484;10;71,7;;
5287;ствол 1.22.030;1.22.030;Нет;ВР000001287;10;71,7;;
5288;ствол 1.22.200;1.22.200;Нет;ВР000004307;10;71,7;;
5289;ствол 1.22.040;1.22.040;Нет;ВР000001446;10;71,7;;
5290;кольцо 1.11.100;1.11.100;Нет;ВР000002416;7;0;;
5291;кольцо 1.11.200;1.11.200;Нет;ВР000002396;10;0;;
5292;кольцо 1.11.300;1.11.300;Нет;ВР000005433;7;0;;
5293;кольцо 1.15.100;1.15.100;Нет;ВР000002417;10;14;;
5294;кольцо 1.15.200;1.15.200;Нет;ВР000002408;10;14;;
5295;кольцо 1.15.300;1.15.300;Нет;ВР001003054;10;14;;
5296;база 1.13.900;1.13.900;Нет;ВР001021837;10;15;;
5297;база 1.13.300;1.13.300;Нет;ВР000002088;10;15;;
5298;база 1.13.400;1.13.400;Нет;ВР000002051;10;15;;
5299;база 1.13.800;1.13.800;Нет;ВР001021836;10;15;;
5300;база 1.13.500;1.13.500;Нет;ВР001003799;10;15;;
5301;база 1.13.100;1.13.100;Нет;ВР000001305;10;15;;
5302;база 1.13.200;1.13.200;Нет;ВР000001289;10;15;;
5303;база 1.13.700;1.13.700;Нет;ВР001021835;10;15;;
5304;база 1.17.900;1.17.900;Нет;ВР001005246;10;15;;
5305;база 1.17.300;1.17.300;Нет;ВР000002065;10;15;;
5306;база 1.17.400;1.17.400;Нет;ВР000002077;10;15;;
5307;база 1.17.100;1.17.100;Нет;ВР000001186;10;15;;
5308;база 1.17.800;1.17.800;Нет;ВР001005240;10;15;;
5309;база 1.17.500;1.17.500;Нет;ВР000004377;10;15;;
5310;база 1.17.600;1.17.600;Нет;ВР000004378;10;21;;
5311;база 1.17.700;1.17.700;Нет;ВР001005252;10;15;;
5312;база 1.17.200;1.17.200;Нет;ВР000001291;10;15;;
5313;база 1.23.100;1.23.100;Нет;ВР000001185;10;21;;
5314;база 1.23.200;1.23.200;Нет;ВР000001225;10;21;;
5315;база 1.23.300;1.23.300;Нет;ВР000001286;10;21;;
5316;база 1.23.400;1.23.400;Нет;ВР000001445;10;21;;
5317;база 1.23.500;1.23.500;Нет;ВР000002096;10;21;;
5318;пьедестал 1.14.001;1.14.001;Нет;ВР001021839;;18,75;;
5319;пьедестал 1.14.002;1.14.002;Нет;ВР001021840;;18,75;;
5320;пьедестал 1.14.003;1.14.003;Нет;ВР001021841;;18,75;;
5321;пьедестал 1.18.001;1.18.001;Нет;ВР001005254;;18,75;;
5322;пьедестал 1.18.002;1.18.002;Нет;ВР001005255;;18,75;;
5323;пьедестал 1.18.003;1.18.003;Нет;ВР001005256;;18,75;;
5324;база 1.54.010;1.54.010;Нет;ВР000001172;7;21;;
5325;обрамление арок 1.55.003;1.55.003;Нет;ВР000001173;4;22,5;;
5326;обрамление арок 1.55.004;1.55.004;Нет;ВР000001388;4;22,5;;
5327;обрамление арок 1.55.001;1.55.001;Нет;ВР000001163;4;13,5;;
5328;замковый камень 1.55.005;1.55.005;Нет;ВР000001174;4;13,5;;
5329;обрамление арок 1.55.002;1.55.002;Нет;ВР000001164;4;13,5;;
5330;база 1.54.020;1.54.020;Нет;ВР000001171;7;21;;
5331;боковой элемент 1.54.009;1.54.009;Нет;ВР000003309;;8,25;;
5332;боковой элемент 1.54.019;1.54.019;Нет;ВР000003310;5;0;;
5333;квадрат 1.54.001;1.54.001;Нет;ВР000001176;;7,5;;
5334;квадрат 1.54.002;1.54.002;Нет;ВР000001339;;7,5;;
5335;наличник 1.54.003;1.54.003;Нет;ВР000003311;4,84;37,5;;
5336;наличник 1.54.004;1.54.004;Нет;ВР000003312;7,96;42;;
5337;элемент 1.54.008;1.54.008;Нет;ВР000003308;;8,25;;
5338;элемент 1.54.006;1.54.006;Нет;ВР000004031;;8,25;;
5339;элемент 1.54.005;1.54.005;Нет;ВР000003307;;8,25;;
5340;элемент 1.54.007;1.54.007;Нет;ВР000004048;;8,25;;
5341;элемент 1.54.012;1.54.012;Нет;ВР000002570;11;0;;
5342;элемент 1.54.011;1.54.011;Нет;ВР000004207;6,56;0;;
5343;ствол 1.12.011;1.12.011;Нет;ВР002027813;10;0;;
5861;карниз 1.50.205;1.50.205;Нет;ВР002025471;2,92;69,75;;
5862;карниз 1.50.196 гибкий;1.50.196;Да;ВР002028425;4,33;69,75;;
5863;карниз 1.50.198 гибкий;1.50.198;Да;ВР002028427;3,56;69,75;;
5864;карниз 1.50.201 гибкий;1.50.201;Да;ВР002028430;5,59;77,25;;
5865;карниз 1.50.205 гибкий;1.50.205;Да;ВР002028434;2,92;69,75;;
5866;молдинг 1.51.345;1.51.345;Нет;ВР001024046;2,27;69,75;;
5867;молдинг 1.51.357;1.51.357;Нет;ВР002025481;0,98;69,75;;
5868;молдинг 1.51.358;1.51.358;Нет;ВР002025483;1,93;69,75;;
5869;молдинг 1.51.361;1.51.361;Нет;ВР002025525;1,89;69,75;;
5870;молдинг 1.51.381;1.51.381;Нет;ВР002025577;4,9;69,75;;
5871;молдинг 1.51.345 гибкий;1.51.345;Да;ВР002028505;2,27;69,75;;
5872;молдинг 1.51.357 гибкий;1.51.357;Да;ВР002028516;0,98;69,75;;
5873;молдинг 1.51.358 гибкий;1.51.358;Да;ВР002028517;1,93;69,75;;
5874;молдинг 1.51.361 гибкий;1.51.361;Да;ВР002028518;1,89;69,75;;
5875;молдинг 1.51.381 гибкий;1.51.381;Да;ВР002028598;4,9;69,75;;
5876;архитрав 1.26.001;1.26.001;Нет;ВР001006945;8,75;77,1;;
5877;архитрав 1.26.002;1.26.002;Нет;ВР001006946;8,35;77,1;;
5878;архитрав 1.26.003;1.26.003;Нет;ВР001006947;8,87;77,1;;
5879;розетка 1.56.036;1.56.036;Нет;ВР002025308;;46,5;;
5880;база 1.13.600;1.13.600;Нет;ВР001003800;7,00;20;;
5881;ниша 1.61.101;1.61.101;Нет;ВР000001870;;27,45;;
5882;ниша 1.61.102;1.61.102;Нет;ВР000002941;;32,4;;
5883;ниша с полкой 1.61.110;1.61.110;Нет;ВР002029798;;17,25;;
5884;ниша с полкой 1.61.120;1.61.120;Нет;ВР002029799;;30;;
5885;сандрик 1.63.001;1.63.001;Нет;ВР002025528;4;37,5;;
5886;сандрик 1.63.002;1.63.002;Нет;ВР002025529;4;37,5;;
5887;карниз 4.02.201;4.02.201;Нет;ВР001022585;5,3;116,6;;
5888;карниз 4.01.201;4.01.201;Нет;ВР001005004;5,3;116,6;;
5889;карниз 4.01.101;4.01.101;Нет;ВР001004934;5,3;116,6;;
5890;карниз 4.01.301;4.01.301;Нет;ВР001005064;5,3;116,6;;
5891;карниз 4.32.202;4.32.202;Нет;ВР001005050;5,3;116,6;;
5892;карниз 4.01.103;4.01.103;Нет;ВР001004938;5,3;116,6;;
5893;карниз 4.31.301;4.31.301;Нет;ВР001005085;5,3;116,6;;
5894;карниз 4.32.201;4.32.201;Нет;ВР001005046;5,3;116,6;;
5895;карниз 4.81.002;4.81.002;Нет;ВР001004998;5,3;116,6;;
5896;карниз 4.32.302;4.32.302;Нет;ВР001005112;5,3;116,6;;
5897;карниз 4.01.202;4.01.202;Нет;ВР001005008;5,3;116,6;;
5898;карниз 4.01.302;4.01.302;Нет;ВР001005068;5,3;116,6;;
5899;карниз 4.02.101;4.02.101;Нет;ВР001022586;5,3;116,6;;
5900;карниз 4.31.101;4.31.101;Нет;ВР001004957;5,3;116,6;;
5901;карниз 4.31.201;4.31.201;Нет;ВР001005024;5,1;102,8;;
5902;карниз 4.31.202;4.31.202;Нет;ВР001005028;5,1;102,8;;
5903;карниз 4.31.302;4.31.302;Нет;ВР001005089;5,3;116,6;;
5904;карниз 4.32.101;4.32.101;Нет;ВР001004976;5,3;116,6;;
5905;карниз 4.32.301;4.32.301;Нет;ВР001005108;5,3;116,6;;
5906;карниз 4.81.001;4.81.001;Нет;ВР001004994;5,3;116,6;;
5907;карниз 4.02.301;4.02.301;Нет;ВР001022580;5,3;116,6;;
5908;фриз 4.03.101;4.03.101;Нет;ВР001004944;5,3;116,6;;
5909;фриз 4.03.102;4.03.102;Нет;ВР001022588;5,3;116,6;;
5910;фриз 4.03.201;4.03.201;Нет;ВР001005012;5,3;116,6;;
5911;фриз 4.03.202;4.03.202;Нет;ВР001022584;5,3;116,6;;
5912;фриз 4.03.301;4.03.301;Нет;ВР001005074;5,3;116,6;;
5913;фриз 4.33.301;4.33.301;Нет;ВР001005093;5,3;116,6;;
5914;фриз 4.03.302;4.03.302;Нет;ВР001022581;5,3;116,6;;
5915;фриз 4.33.101;4.33.101;Нет;ВР001004970;5,3;116,6;;
5916;фриз 4.33.102;4.33.102;Нет;ВР001004984;5,3;116,6;;
5917;фриз 4.33.201;4.33.201;Нет;ВР001005032;5,3;116,6;;
5918;фриз 4.33.202;4.33.202;Нет;ВР001005054;5,3;116,6;;
5919;архитрав 4.04.201;4.04.201;Нет;ВР001005014;5,3;116,6;;
5920;архитрав 4.34.201;4.34.201;Нет;ВР001005034;5,1;102,8;;
5921;архитрав 4.34.202;4.34.202;Нет;ВР001005056;5,1;102,8;;
5922;архитрав 4.04.101;4.04.101;Нет;ВР001004942;5,3;116,6;;
5923;архитрав 4.04.102;4.04.102;Нет;ВР001022587;5,3;116,6;;
5924;архитрав 4.04.202;4.04.202;Нет;ВР001022583;5,1;102,8;;
5925;архитрав 4.04.301;4.04.301;Нет;ВР001005071;5,3;116,6;;
5926;архитрав 4.04.302;4.04.302;Нет;ВР001022582;5,1;102,8;;
5927;архитрав 4.34.101;4.34.101;Нет;ВР001004968;5,1;102,8;;
5928;архитрав 4.34.102;4.34.102;Нет;ВР001004986;5,1;102,8;;
5929;архитрав 4.34.301;4.34.301;Нет;ВР001005095;5,1;102,8;;
5930;архитрав 4.34.302;4.34.302;Нет;ВР001005118;5,1;102,8;;
5931;балясина 4.71.101;4.71.101;Нет;ВР001022924;8;0;;
5932;балясина 4.71.201;4.71.201;Нет;ВР001023164;8;0;;
5933;столб 4.75.101;4.75.101;Нет;ВР001023167;0;75;;
5934;столб 4.75.201;4.75.201;Нет;ВР001023168;0;75;;
5935;крышка (пирамида) 4.76.101;4.76.101;Нет;ВР001023169;4;0;;
5936;крышка (пирамида) 4.76.201;4.76.201;Нет;ВР001023170;4;0;;
5937;крышка столба (плоская) 4.73.101;4.73.101;Нет;ВР002025317;4;0;;
5938;крышка столба (плоская) 4.73.201;4.73.201;Нет;ВР002025318;4;0;;
5939;крышка (шар) 4.77.101;4.77.101;Нет;ВР001023309;17;0;;
5940;крышка (шар) 4.77.201;4.77.201;Нет;ВР001023310;17;0;;
5941;основание 4.74.101;4.74.101;Нет;ВР001022926;10;95;;
5942;основание 4.74.201;4.74.201;Нет;ВР001023165;10;95;;
5943;поручень 4.72.101;4.72.101;Нет;ВР001022925;10;0;;
5944;поручень 4.72.201;4.72.201;Нет;ВР001023166;10;0;;
5945;наличник 4.84.001;4.84.001;Нет;ВР001004990;5,1;102,8;;
5946;наличник 4.84.002;4.84.002;Нет;ВР001022044;5,1;102,8;;
5947;наличник 4.84.003;4.84.003;Нет;ВР001022045;5,1;102,8;;
5948;наличник 4.84.051;4.84.051;Нет;ВР001023652;5,1;102,8;;
5949;наличник 4.84.052;4.84.052;Нет;ВР001023653;5,1;102,8;;
5950;наличник 4.84.053;4.84.053;Нет;ВР001023654;5,1;102,8;;
5951;арочное обрамление 4.87.031;4.87.031;Нет;ВР001022561;7;50;;
5952;арочное обрамление 4.87.032;4.87.032;Нет;ВР001022558;7;50;;
5953;арочное обрамление 4.87.033;4.87.033;Нет;ВР001022555;7;50;;
5954;замковый камень 4.85.001;4.85.001;Нет;ВР001004993;5,1;12;;
5955;замковый камень 4.85.002;4.85.002;Нет;ВР001022061;5,1;12;;
5956;замковый камень 4.85.003;4.85.003;Нет;ВР001022062;5,1;12;;
5957;подоконный элемент 4.82.001;4.82.001;Нет;ВР001004991;5,1;102,8;;
5958;подоконный элемент 4.82.002;4.82.002;Нет;ВР001022047;5,1;102,8;;
5959;подоконный элемент 4.82.003;4.82.003;Нет;ВР001022046;5,1;102,8;;
5960;подоконный элемент 4.82.101;4.82.101;Нет;ВР001004973;5,1;102,8;;
5961;подоконный элемент 4.82.201;4.82.201;Нет;ВР001005044;5,1;102,8;;
5962;подоконный элемент 4.82.202;4.82.202;Нет;ВР001005062;5,1;102,8;;
5963;подоконный элемент 4.82.301;4.82.301;Нет;ВР001005107;5,1;102,8;;
5964;подоконный элемент 4.82.302;4.82.302;Нет;ВР001005125;5,1;102,8;;
5965;кронштейн-пьедестал 4.83.101;4.83.101;Нет;ВР001004972;0;40;;
5966;кронштейн-пьедестал 4.83.102;4.83.102;Нет;ВР001004989;0;40;;
5967;кронштейн-пьедестал 4.83.201;4.83.201;Нет;ВР001005045;0;40;;
5968;кронштейн-пьедестал 4.83.202;4.83.202;Нет;ВР001005063;0;40;;
5969;кронштейн-пьедестал 4.83.301;4.83.301;Нет;ВР001005105;0;40;;
5970;кронштейн-пьедестал 4.83.302;4.83.302;Нет;ВР001005126;0;40;;
5971;руст 4.86.003;4.86.003;Нет;ВР001024402;6;48;;
5972;руст 4.86.004;4.86.004;Нет;ВР001024403;6;48;;
5973;руст 4.86.005;4.86.005;Нет;ВР002025465;25;60;;
5974;руст 4.86.001;4.86.001;Нет;ВР001005002;6;48;;
5975;руст 4.86.002;4.86.002;Нет;ВР001005003;6;48;;
5982;угловой элемент 1.52.361;1.52.361;Нет;ВР002025527;1,89;18;;
5983;база 4.17.302;4.17.302;Нет;ВР001005079;7;48,3;;
5984;база 4.53.201;4.53.201;Нет;ВР001005061;7;48,3;;
5985;база 4.53.301;4.53.301;Нет;ВР001005123;7;48,3;;
5986;база 4.17.101;4.17.101;Нет;ВР001004952;7;48,3;;
5987;база 4.17.201;4.17.201;Нет;ВР001005018;7;48,3;;
5988;база 4.17.202;4.17.202;Нет;ВР001005019;7;48,3;;
5989;база 4.17.301;4.17.301;Нет;ВР001005078;7;48,3;;
5990;база 4.23.101;4.23.101;Нет;ВР001022016;7;48,3;;
5991;база 4.23.201;4.23.201;Нет;ВР001022017;7;48,3;;
5992;база 4.23.301;4.23.301;Нет;ВР001022018;7;48,3;;
