IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP538;IP_PROP539;IP_PROP540;IP_PROP541;IP_PROP542;IP_PROP543;IP_PROP664;IP_PROP672;IP_PROP673;IP_PROP676;IP_PROP677;IP_PROP702;IP_PROP703;IP_PROP704;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
3642;"Тюмень, Салон &amp;quot;Архитектурный декор&amp;quot;  (1. ИП Чащилов А.П.; 2. ООО ТК &amp;quot;Архитектурный декор&amp;quot;) ";;;улица 50 лет ВЛКСМ, д. 13;;;"1. ИП Чащилов А.П.; 2. ООО ТК ""Архитектурный декор""";"Салон ""Архитектурный декор"" ";"+7 (3452) 59-57-46; +7 (3452) 59-57-45";info@decor-ad.ru;info@decor-ad.ru;www.decor-ad.ru;09:00 - 20:00;;N;N;N;N;;;n.stepina@decor-ad.ru;retail;;;;Y;+7 (3452) 59-57-46;N;10:00 - 18:00;10:00 - 18:00;Y;;57.1417,65.541496;3220;;;
3643;"Улан-Удэ, &amp;quot;СМИТ&amp;quot; (ИП Дамдинова О.Ю. ) ";;;улица Жердева, д. 8а;"Гипермаркет ""СМИТ""";;ИП Дамдинова О.Ю. ;"""СМИТ""";+7 (3012) 599-800;kaporskaya@smit.stbur.ru;kaporskaya@tgsmit.ru;tgsmit.ru;9:00 - 20:00;;;;;;;;kaporskaya@tgsmit.ru;;;;;Y;+7 (3012) 599-800;N;9:00 - 20:00;10:00 - 19:00;Y;;51.813801,107.633002;3275;;;
3645;"Ханты-Мансийск, Салон интерьера &quot;Декор Стайл&quot; ";;;ул. Промышленная , д. 12, 1 этаж;"Салон интерьера ""Декор Стайл""";;ИП Иванов Вадим Русланович;"салон интерьера ""Декор Стайл""";"9519618500; 3467337755";decorst@mail.ru;n.stepina@decor-ad.ru;decorstyle86.ru;09.00 - 19.00;;N;N;N;N;;;;;;;;;;;10.00 - 17.00;10.00 - 17.00;Y;;60.999699,68.99444;3644;;;
3646;"Ханты-Мансийск, ТЦ &amp;quot;Еврострой&amp;quot; (ООО &amp;quot;ИНТЕРЬЕР+ &amp;quot;) ";;;улица Чехова, д. 82, (1, 2 этаж);"Магазин ""Еврострой""";;"ООО ""ИНТЕРЬЕР+ """;"ТЦ ""Еврострой""";"+7 (3467) 92-83-06; +7 (952) 700-01-17";interplus86@mail.ru;n.stepina@decor-ad.ru;;09:00 - 19:00;;N;N;N;N;;;n.stepina@decor-ad.ru;;;;;Y;;N;10:00 - 17:00;10:00 - 17:00;Y;;61.004401,69.055598;3644;;;
3649;"Чита, ООО &quot;Респект ЛТД&quot; ";;;улица Ингодинская, д. 11;магазин Респект;;"ООО ""Респект ЛТД""";Респект;3022268717;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;Выходной;N;;52.025147,113.517803;3235;;;
3650;"Чита, ООО &quot;Респект ЛТД&quot; ";;;улица Курнатовского, д. 25, пав. 47;Строит рынок Город Мастеров;;"ООО ""Респект ЛТД""";Респект;3022267484;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 19:00;Y;;52.03799,113.495013;3235;;;
3651;"Чита, ООО &quot;Респект ЛТД&quot; ";;;улица Курнатовского, д. 25, пав. 91;Строит рынокГород Мастеров;;"ООО ""Респект ЛТД""";Респект;3022358960;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 19:00;Y;;52.03799,113.495013;3235;;;
3652;"Чита, ООО &quot;Респект ЛТД&quot; ";;;улица Чкалова, д. 1А, пав. 11;Строит рынок Стройград пав 11;;"ООО ""Респект ЛТД""";Респект;3022311306;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 19:00;Y;;52.026083,113.532409;3235;;;
3653;"Чита, ООО &quot;Респект ЛТД&quot; ";;;улица Вокзальная, д. 3, пав. 32;Строит рынокМегаСтрой пав 32;;"ООО ""Респект ЛТД""";Респект;3022312979;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 19:00;Y;;52.019987,113.483649;3235;;;
3654;"Чита, ООО &quot;Респект ЛТД&quot; ";;;мкр. Геофизический, д.27, пав. 12;Строит рынок Солнечный;;"ООО ""Респект ЛТД""";Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 19:00;Y;;52.0828776868,113.485159198;3235;;;
3692;Актобе, Салон АртДекор (ТОО РИА Престиж) ;;;пр.Абилкайыр Хана, д.88;;"здание ""Неке Сарайы""";ТОО РИА Престиж;Салон АртДекор;+7 (777) 645-52-10;region1@premiera.kz;zakaz@premiera.kz;artdekor.kz;10:00 - 19:00;;N;N;N;N;;;region1@premiera.kz;;;;;N;;N;09:00 - 18:00;09:00 - 18:00;Y;;50.283504,57.185446;3691;;;
3694;"Баку, Салон &quot;Elit Interior&quot;, Prospekt Axmeda Radjebli ";;;улица Prospekt Axmeda Radjebli, 52А;"Салон ""Elit Interior""";;ИП Алекперов В.Г.;"Салон ""Elit Interior""";994552225151;decorru@yandex.ru;decorru@yandex.ru;;;;;;;;;;;;;;;;;;;;N;;40.40638475,49.86635864;3287;;;
3695;"Баку, Салон &quot;Elit Interior&quot;, Prospekt Xatai  (ИП Алекперов В.Г.) ";;;улица Prospekt Xatai, д. 26;"Салон ""Elit Interior""";;ИП Алекперов В.Г.;"Салон ""Elit Interior""";994503556666;decorru@yandex.ru;decorru@yandex.ru;;;;;;;;;;;;;;;;;;;;N;;40.38976973,49.86020565;3287;;;
3699;"Кострома, Салон декоративных покрытий &quot;KADORO&quot; ";;;улица Ерохова, д. 3 «А»;;;ИП Соловьева М.М.;Салон декоративных покрытий KADORO;"4942470282; 9536419338";kadoro-k@mail.ru;;;09:00 - 17:00;;;;;;;;;;;;;;;;Выходной;Выходной;N;;57.78235,40.908928;3316;;;
3700;"Кострома, Студия дизайна &quot;NeoHouse&quot; ";;;улица Никитская, д. 15;;;ИП Софронова М.А.;студия дизайна «Neo House»;"4942472581; 4942472582";e.neohouse@list.ru;;;09:00 - 19:00;;;;;;;;;;;;;;;;Выходной;Выходной;N;;57.7636363306,40.9486885509;3316;;;
3702;"Кострома, Отдел керамической плитки &quot;Альфа-Керамика&quot; ";;;улица Магистральная д. 15, 2 этаж;ТЦ Паново;;ИП Миронова Л.С.;"Отдел керамической плитки ""Альфа-Керамика""";9101924716;alfa-cerama@inbox.ru;;;10:00 - 20:00;;;;;;;;;;;;;;;;10:00 - 20:00;10:00 - 20:00;Y;;57.7360219526,40.9084854003;3316;;;
3703;"Кострома, Магазин &quot;ЕвроДом&quot; ";;;улица Советская, д. 109;;;ИП Попова А.Е.;"Магазин-салон ""ЕвроДом""";9 092 545 882;eurodom44@mail.ru;;;09:00 - 18:00;;;;;;;;;;;;;;;;Выходной;Выходной;N;;57.7592275925,40.9650699153;3316;;;
3705;Шарья, ИП Вешторт Э.Л. (ИП Вешторт Э.Л.) ;;;улица Ленина, д. 83, этаж 2;ТЦ Каскад;;ИП Вешторт Э.Л.;ИП Вешторт Э.Л.;+7 (910) 954-04-04;9109540404@mail.ru;lepnina44@gmail.com;;09:00 - 18:00;;;;;;;;;;;;;Y;;N;Выходной;Выходной;N;;58.375351,45.497718;6150;;;
3708;Мурманск, СтройСтудия (ООО Декор 51) ;;;проспект Ленина, д. 27 А;Торговый центр А-Квадрат;центр 1ого этажа, вывеска СтройСтудия;ООО Декор 51;СтройСтудия;"+7 (8152) 69-07-82; +7 (8152) 69-07-83";stroy-studia@bk.ru;stroy-studia@bk.ru;;11:00 - 19:00;;;;;;;;stroy-studia@bk.ru;retail;;;;Y;+7 (8152) 69-07-82;N;11:00 - 18:00;12:00 - 17:00;Y;;68.954966,33.079847;3707;;;
3710;"Пермь, &amp;quot;Декоративка&amp;quot; (ЗАО &amp;quot;Стройинтер&amp;quot;) ";;;улица Стахановская, д. 54;"ТЦ ""Техас""";;"ЗАО ""Стройинтер""";"""Декоративка""";+7 (342) 257-69-90;log@decor-centre.ru;;;10:00 - 20:00;;;;;;;;;retail;;;;Y;;N;10:00 - 19:00;10:00 - 18:00;Y;;57.98852,56.206312;3182;;;
3714;"Москва, Фирменный салон &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">ТЦ""Экспострой на Нахимовском""</span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">Нахимовский пр-т, д. 24<strong><span>&nbsp;</span></strong></span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">&nbsp;</span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">ФИРМЕННЫЙ САЛОН</span></strong><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">Павильон № 3, 2-й этаж, стенд 49/2&nbsp; </span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">(Салон располагается на втором этаже, проход через салон &laquo;Юнион&raquo;)</span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-family: Calibri;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">+7</span><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda; mso-ansi-language: EN-US;"" lang=""EN-US"">&nbsp;</span><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">495-779-11-68, +7 495-925-52-69</span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda; mso-ansi-language: EN-US;"" lang=""EN-US""><a href=""mailto:salonn@decor-evroplast.tru""><span style=""font-family: Calibri;"">salonn<span style=""mso-ansi-language: RU;"" lang=""RU"">@</span>decor<span style=""mso-ansi-language: RU;"" lang=""RU"">-</span>evroplast<span style=""mso-ansi-language: RU;"" lang=""RU"">.</span>ru</span></a></span></p>
<p style=""margin: 6pt 0cm 0pt;""><strong><span>Павильон N2, место 158</span></strong></p>
<p style=""margin: 0cm 0cm 0pt;""><span>живописные покрытия Тингере, архитектурный декор</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>+7 495 779 6927 </span></p>
<p><span>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""text-decoration: underline;""><span style=""font-family: &quot;Verdana&quot;,&quot;sans-serif&quot;; color: blue; font-size: 8pt;""><a href=""mailto:tingere-n@decor-evroplast.ru"">tingere-n@decor-evroplast.ru</a></span></span></p>
</span></p>
<p style=""margin: 6pt 0cm 0pt;""><strong><span>Павильон N3, место 195</span></strong></p>
<p style=""margin: 0cm 0cm 0pt;""><span>архитектурный декор, обои</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>+7 495 779 6966 +7 495 779 1011</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span><a href=""mailto:nahimovskiy2@decor-evroplast.ru"">nahimovskiy2@decor-evroplast.ru</a></span></p>
<p><span>
<p style=""margin: 0cm 0cm 0pt;""><span style=""font-family: &quot;Arial&quot;,&quot;sans-serif&quot;; color: black; font-size: 8pt;""><a href=""mailto:nahimovskiy1@decor-evroplast.ru"">nahimovskiy1@decor-evroplast.ru</a></span></p>
</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>&nbsp;</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>Понедельник - суббота: 10-00 -20-00., Воскресенье до 19.00</span></p>
<p>&nbsp;</p>";;Нахимовский пр-т, д. 24, 2 этаж, павильон №3, салон 49/2;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";"+7 (495) 116-55-36; +7 (495) 116-55-37";salonn@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;;;;;;;;;;;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;55.671108,37.58521;3109;;;
3715;"Москва, Фирменный салон &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";;;Нахимовский пр-т, д. 24, 1 этаж, павильон №3, салон 195;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";"+7 (495) 116-55-39; +7 (495) 116-55-40";nahim@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;;;;;;;;;;;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;55.671423,37.585218;3109;;;
3716;"Москва, Фирменный стенд &quot;Европласт&quot; (ООО &quot;Декор&quot;) ";;;Нахимовский пр-т, д. 24, 1 этаж, павильон №2, салон 158;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Декор""";"Фирменный стенд ""Европласт""";+7 (495) 116-55-41;shop@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;;;;;;;;;;;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;55.671997,37.585653;3109;;;
3717;Москва, Лепнина (ООО Нео-Классик) ;;;"Нахимовский пр-т, д. 24, строение 2 (1 этаж), Павильон №3, стенд А15; Павильон №3, стенд Е512";ТВК Экспострой;;ООО Нео-Классик;Лепнина;"А15: +7 (495) 116-55-76  +7 (985) 923-98-10;  Е512: +7 (495) 116-55-74  +7 (495) 116-55-75";neo-classik@yandex.ru;;;10:00 - 20:00;;;;;;;;;retail;;;;N;;N;10:00-19:00;10:00-19:00;Y;;55.672021,37.583895;3109;;;
3719;"Москва, Лепнина (ООО &quot;Сити-Декор&quot;) ";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">ТЦ""Экспострой на Нахимовском""</span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">Нахимовский пр-т, д. 24<strong><span>&nbsp;</span></strong></span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">&nbsp;</span></strong></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><strong><span style=""line-height: 115%;"">ФИРМЕННЫЙ САЛОН</span></strong><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">Павильон № 3, 2-й этаж, стенд 49/2&nbsp; </span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;""><span style=""font-family: Calibri;"">(Салон располагается на втором этаже, проход через салон &laquo;Юнион&raquo;)</span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""font-family: Calibri;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">+7</span><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda; mso-ansi-language: EN-US;"" lang=""EN-US"">&nbsp;</span><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda;"">495-779-11-68, +7 495-925-52-69</span></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""line-height: 115%; font-size: 8pt; mso-bidi-font-family: Vrinda; mso-ansi-language: EN-US;"" lang=""EN-US""><a href=""mailto:salonn@decor-evroplast.tru""><span style=""font-family: Calibri;"">salonn<span style=""mso-ansi-language: RU;"" lang=""RU"">@</span>decor<span style=""mso-ansi-language: RU;"" lang=""RU"">-</span>evroplast<span style=""mso-ansi-language: RU;"" lang=""RU"">.</span>ru</span></a></span></p>
<p style=""margin: 6pt 0cm 0pt;""><strong><span>Павильон N2, место 158</span></strong></p>
<p style=""margin: 0cm 0cm 0pt;""><span>живописные покрытия Тингере, архитектурный декор</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>+7 495 779 6927 </span></p>
<p><span>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span style=""text-decoration: underline;""><span style=""font-family: &quot;Verdana&quot;,&quot;sans-serif&quot;; color: blue; font-size: 8pt;""><a href=""mailto:tingere-n@decor-evroplast.ru"">tingere-n@decor-evroplast.ru</a></span></span></p>
</span></p>
<p style=""margin: 6pt 0cm 0pt;""><strong><span>Павильон N3, место 195</span></strong></p>
<p style=""margin: 0cm 0cm 0pt;""><span>архитектурный декор, обои</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>+7 495 779 6966 +7 495 779 1011</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span><a href=""mailto:nahimovskiy2@decor-evroplast.ru"">nahimovskiy2@decor-evroplast.ru</a></span></p>
<p><span>
<p style=""margin: 0cm 0cm 0pt;""><span style=""font-family: &quot;Arial&quot;,&quot;sans-serif&quot;; color: black; font-size: 8pt;""><a href=""mailto:nahimovskiy1@decor-evroplast.ru"">nahimovskiy1@decor-evroplast.ru</a></span></p>
</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>&nbsp;</span></p>
<p style=""margin: 0cm 0cm 0pt;""><span>Понедельник - суббота: 10-00 -20-00., Воскресенье до 19.00</span></p>
<p>&nbsp;</p>";;"Нахимовский пр-т, д. 24, ТВК ""Строй Сити""  1-ый этаж , пав. Ж-2";"ТВК ""Строй Сити""";;"ООО ""Сити-Декор""";Лепнина;"+7 (495) 980-90-19; +7 (495) 648-50-67";nahim@decolepnina.ru;nahim@decolepnina.ru;www.decolepnina.ru;10:00 - 20:00;;;;;;;;;;;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;55.672341,37.582677;3109;;;
3722;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;3152;;;
3724;Альметьевск, Стройклуб (Статус Кво) ;;;ул.Объездная, д. 41, 1 этаж;магазин;;Статус Кво;Стройклуб;"+7 (987) 226-96-24; +7 (987) 270-12-67";zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;;N;N;N;N;;;zakaz@statuskvo116.ru;;;;;Y;+7 (987) 226-96-24;N;10:00 - 18:00;Выходной;N;;54.884304,52.264065;3723;;;
3725;"Набережные Челны , Архитектурный декор &amp;quot;Европласт&amp;quot; (Статус Кво) ";;;просп. Набережночелнинский, д. 56, подъезд 4, этаж 2;;"Напротив магазина ""Мегастрой"", новый город";Статус Кво;"Архитектурный декор ""Европласт""";"+7 (8552) 36-60-76; +7 (917) 870-21-72";Nch366076@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 18:00;;;;;;;;zakaz@statuskvo116.ru;;;;;Y;;N;10:00 - 16:00;Выходной;N;;55.713555,52.365766;3329;;;
3730;"Тверь, Интерьер центр &amp;quot;HOME DECOR&amp;quot; (ООО &amp;quot;ЕВРОПЛАСТ-ТВЕРЬ&amp;quot;) ";;;ул. Симеоновская, д. 1;;;"ООО ""ЕВРОПЛАСТ-ТВЕРЬ""";"Интерьер центр ""HOME DECOR""";"+7 (4822) 66-69-69; +7 (903) 694-99-11";sv2000ofis@mail.ru;sv2000ofis@mail.ru;evroplastt.ru;10:00 - 18:00;;N;N;N;N;;;sv2000ofis@mail.ru;;;;;Y;+7 (4822) 66-69-69;N;Выходной;Выходной;N;;56.85679,35.905058;3729;;;
3731;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;3182;;;
3732;"Брянск, Магазин &quot;Карнавал красок&quot; (ООО &quot;Карнавал Красок&quot;) ";;;ул. Горбатова, 24 (1 этаж);;;"ООО ""Карнавал Красок""";"Арт-студия ""Карнавал Красок""";9208349874;dekobryansk@mail.ru;dekobryansk@mail.ru;www.dekobryansk.ru;10:00 - 18:00;;N;N;N;N;;;dekobryansk@mail.ru;;;;;;;;10:00 - 15:00;Выходной;N;;53.268154,34.347049;3118;;;
3735;НЕТ НАЗВАНИЯ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;3733;;;
3737;"Петрозаводск, Салон интерьера «Стилиссимо&amp;quot; (ООО &amp;quot;Компания Стилиссимо&amp;quot;, ООО «Веал Строй»;) ";;;улица М.Горького, д. 23;Салон интерьера Стилиссимо;;"ООО ""Компания Стилиссимо"", ООО «Веал Строй»;";"Салон интерьера «Стилиссимо""";"+7 (8142) 59-59-66; +7 (921) 700-23-33";stilissimo10@mail.ru;stilissimo10@mail.ru;www.stilissimo.karelia.ru ;10:00 - 19:00;;N;N;N;N;;;stilissimo10@mail.ru;retail;;;;Y;+7 (8142) 59-59-66;N;12:00 - 17:00;Выходной;N;;61.782567,34.351118;3756;;;
3744;Москва, CITY-декор (ИП Валиуллин Р.Н.) ;"<p><strong>ИП Налбантов И.А. &nbsp;</strong>&nbsp; &nbsp;&nbsp;&nbsp; <br />ТК&nbsp; Люблинское поле, павильон №&nbsp; О-109<br />Тихорецкий бульвар 1<br />тел.: 8-495-785-35-05, 8-926-698-57-34</p>";;Тихорецкий бульвар, 1, корпус 5, 1 этаж, павильон № А-146;"Торговый комплекс ""Люблинское поле""";Здание справа от парковки, вход с квадратными оранжевыми столбами. Внутри после павильона с красками повернуть направо. Третий павильон слева.;ИП Валиуллин Р.Н.;CITY-декор;"+7 (495) 409-49-09; +7 (495) 785-34-37";6485664@mail.ru;;"www.evroplast.online; www.evroplast.pro; лепнина.москва ";09:00 - 20:00;;N;N;N;N;;;;retail;;[HTML]Тумба фасадная, Тумба ППУ, образец балюстрады, панель композит, Т композит, Мавритания панель 1-2;;N;;N;09:00 - 20:00;09:00 - 20:00;Y;;55.6784,37.77998;3109;;;
3748;Москва, Магазин ЛЕПНИНА (ИП Новиков Р.В.) ;"<p class=""MsoNormal"" style=""line-height: 150%; margin: 0cm 0cm 0pt;""><strong style=""mso-bidi-font-weight: normal;""><span style=""line-height: 150%; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU;"">Строительный рынок ""Никулино-плюс""</span></strong></p>
<p class=""MsoNormal"" style=""line-height: 150%; margin: 6pt 0cm;""><span style=""color: black; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-bidi-font-family: 'Times New Roman';""><span style=""font-size: small;""><span style=""font-family: Calibri;"">Проектируемый проезд № 624</span></span></span></p>
<p class=""MsoNormal"" style=""line-height: 150%; margin: 0cm 0cm 0pt;""><span style=""color: black; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-bidi-font-family: 'Times New Roman';""><span style=""font-size: small;""><span style=""font-family: Calibri;"">ИП Новиков Р. В. - павильон №17 тел +7&nbsp;495&nbsp;509 4511, +7&nbsp;925&nbsp;054 3093</span></span></span></p>
<p>&nbsp;</p>";;"Московская обл., Одинцово, ул. Внуковская, 11, (9 км от Мкад по Минскому шоссе, ТЦ ""АКОС""), 1 этаж, пав. 20/5";"ТЦ ""АКОС""";;ИП Новиков Р.В.;Магазин ЛЕПНИНА;"+7 (925) 155-00-58; +7 (925) 506-03-19";lepnina89@mail.ru;;;09:00 - 18:00;;N;N;N;N;;;;retail;;[HTML]Т Мавритания, Нарезка ППУ 30см, Т композит;[HTML]10.07.23 по просьбе романа удален номер 925-500-00-00;N;;N;09:00 - 18:00;09:00 - 18:00;Y;;55.654738,37.281555;3109;;;
3749;Калуга, Смеси40 (ИП Уланов В.С.) ;"<p><strong>ООО ""АЛАДДИН""</strong><br />Калуга, ул. Кирова, д.50<br />тел.: +7 484 256 1418, +7 484 259 9384 <br /><a href=""http://www.aladdin-kaluga.ru"">www.aladdin-kaluga.ru</a><br /><a href=""mailto:aladdin@kaluga.net"">aladdin@kaluga.net</a></p>";;Грабцевское шоссе, 4Б, пав. 139;Городской Рынок Калуги, пом.13;Первый вход справа;ИП Уланов В.С.;Смеси40;+7 (910) 707-57-17;smesi.kaluga@yandex.ru;smesi.kaluga@yandex.ru;vk.com/invitta;09:00 - 18:00;;N;N;N;N;;;smesi.kaluga@yandex.ru;retail;;;;Y;+7 (910) 707-57-17;N;Выходной;Выходной;N;;54.520896,36.285331;3143;;;
3752;Магнитогорск, Салон Декоратор (ИП Козлова Н.Б.) ;"<p><strong>Салон ""Lux Decor""</strong><br />Магнитогорск, ул. Калинина д.1<br />+7 351 922 1899<br /><a href=""mailto:decorsalon@gmail.com"">decorsalon@gmail.com</a></p>";;улица Советская, д. 160а, корп. 2, пав. 256;Торговый центр СтройДвор;Напротив кафетерия;ИП Козлова Н.Б.;Салон Декоратор;+7 (912) 805-12-60;ldsalon@mail.ru;;;09:00 - 19:00;;N;N;N;N;;;;retail;;;;N;;N;09:00 - 19:00;09:00 - 19:00;Y;;53.369845,58.959747;3161;;;
3754;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Парковый&quot; ";"<p><strong>ЗАО &laquo;Стройинтер&raquo; , салоны Декор-Центр</strong><br />Пермь, ул. Уральская 63, <br />ТЦ &laquo;Гудвин&raquo;, пав3, (цок этаж)<br />(342) 260-75-04<br /><a href=""http://www.decor-centre.ru"">www.decor-centre.ru</a><br /><a href=""mailto:stroyinter-p@yandex.ru"">stroyinter-p@yandex.ru</a></p>";;улица Трамвайная, д. 33, пав. 2;"ТЦ ""Парковый""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422564110;;;;10:00 - 20:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 18:00;Y;;58.00119,56.143268;3182;;;
3755;"Пермь, Салон &quot;Декоративка&quot; ТЦ &quot;Строймастер&quot; ";"<p><strong>ЗАО &laquo;Стройинтер&raquo; , салоны Декор-Центр</strong><br />Пермь, ул. Уральская 63, <br />ТЦ &laquo;Гудвин&raquo;, пав3, (цок этаж)<br />(342) 260-75-04<br /><a href=""http://www.decor-centre.ru"">www.decor-centre.ru</a><br /><a href=""mailto:stroyinter-p@yandex.ru"">stroyinter-p@yandex.ru</a></p>";;улица Ласьвинская, д. 37, пав. 1;"ТЦ ""Строймастер""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422501534;;;;9:00 - 20:00;;;;;;;;;;;;;;;;10:00 - 19:00;10:00 - 18:00;Y;;58.003779,55.93997;3182;;;
