ID;Организация; Точка  продажи ; Город  (для  скидки) ;Адрес; ТЦ  Рынок  и  пр ; Ориентир  для  поиска ;Телефоны;email; email  для  заказа ; ссылка  на  сайт  дилера ;Будни;Суббота;Воскресенье; Доп.  выходные ; Без  выходных ;Карта;Доставка;Монтаж;Обмен/возврат;Склад; Способы  оплаты ;Дополнительно
﻿3461; ИП  Филипюк  Елена  Васильевна ; СтройМаг,  магазин  отделочных  материалов ;Ишим; улица  Гаранина,  д.  1 ; СтройМаг,  магазины  отделочных  материалов ;; 3455172869,  3455174020 ;stroi-mag2@yandex.ru;stroi-mag2@yandex.ru;; 09:00  -  19:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;56.1067,69.471401;N;N;N;N;;
﻿3485; ИП  Шаталова  Т.Л. ; Дом  обоев ;Курск; улица  Добролюбова,  д.  15а,  2  этаж ; Торговый  центр ;; 4712396136,  4712396135 ;oboidom@yandex.ru;;; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;51.724024,36.186808;N;N;N;N;;
﻿3489; ИП  Филинская ; Дизайн  студия  "Дольмен" ;Липецк; улица  Верхняя,  д.  86а ; Дизайн  студия  "Дольмен" ;; 4742376960,  4742376622 ;;ardekor@rambler.ru;;;;;;N;52.5939237332,39.5724926736;N;N;N;N;;
﻿3490;; Магазин  отделочных  материалов  "Новый  Век" ;Липецк; переулок  Пестеля,  д.  38 ; Магазин  отделочных  материалов  "Новый  Век" ;;4742333939;;ardekor@rambler.ru;;;;;;N;52.614819,39.54109;N;N;N;N;;
﻿3492; ИП  Трофимов ; Студия  обоев  "Ванильное  небо" ;Липецк; улица  Первомайская,  д.  77в ;;;4742232322;;ardekor@rambler.ru;;;;;;N;52.6027419355,39.5840368687;N;N;N;N;;
﻿3493; Торговая  компания  "Артико  Холл" ; Торговая  компания  "Артико  Холл" ;Липецк; улица  Водопьянова,  д.  17 ;;;4742406378;;ardekor@rambler.ru;;;;;;N;52.591525,39.544495;N;N;N;N;;
﻿3497; ИП  Зарипов  А.Т. ;;Москва; Фрунзенская  набережная,  д.  30,  павильон  13А  первый  этаж  на  входе  справа ;;; +7  495  7902011,  +7  495  7215468 ;;;;;;;;N;55.72346,37.585404;N;N;N;N;;
﻿3500; ИП  Стрекаловская  О.Н. ;;Москва; Фрунзенская  набережная,  д.  30,  павильон  12  место  №22 ;;; 79  151  908  602 ;;;;;;;;N;55.72346,37.585404;N;N;N;N;;
﻿3503; ООО  "Декор  Свет" ;;Москва; Фрунзенская  набережная,  д.  30,  павильон  4  место  №15 ;;; 74  992  420  493 ;;;;;;;;N;55.72346,37.585404;N;N;N;N;;
﻿3504; ООО  "ТрэйдЭкспоХолдинг" ;;Москва; Фрунзенская  набережная,  д.  30,  павильон    27 ;;; +7  499  2428951,  +7  499  2428991 ;;;;;;;;N;55.72346,37.585404;N;N;N;N;;
﻿3506; ИП  Липадат ;Лепнина;Москва; Волоколамское  ш.,  103,  пав.  Б-7 ; ТК  Гвоздь ;; 9263154602,  9267226081 ;lipadat@mail.ru;lipadat@mail.ru;; 09:00  -  20:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;55.8306145,37.3969316;N;N;N;N;;
﻿3514; ИП  Цыбулева  Е.И. ; Дом  Лепнины ;Москва; 44  км.  МКАД  (внешняя  сторона)  пересечение  Профсоюзной  ул.  и  МКАД,  павильоны  А  11/2,  А  28/2,  А  45/2,  БВ-8,  БВ-28/2,  БВ-11/1,  Г-7/3,  З-7/8,  И  12/5,  НБ-78,  НС13/14,  ВТ-1,  ТЦ  Карусель ; Строительный  рынок  "Славянский  мир" ;;9015194020;cue1977@mail.ru;;; 08:30  -  18:30 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.611,37.489;N;N;N;N;;
﻿3516; ИП  Налбантов  И.А. ; Лепные  Декоры   ;Москва; 51  км  МКАД,  разв.  "Очаково-Заречье",  стр.2,    павильон  №  С-31,  В-6 ; ТЦ  "ЭлитСтрой  материалы" ;;84957107949;7853505@mail.ru;7853505@mail.ru;www.mstyle.su; 10:00  -  18:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;55.684,37.414;N;N;N;N;;
﻿3518; ИП  Кулебякина  Т.В. ;Дом-декора;Москва; г.  Мытищи,  Олимпийский  пр-т,  д.  29,  корпус  1,  этаж  1  (цокольный) ; ТЦ  "Формат" ;; 4955850042,  9859633728 ;tatiana16.11.08@mail.ru;tatiana16.11.08@mail.ru;www.dom-dekora.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.9297720635,37.7507877632;N;N;N;N;;
﻿3523; ООО  "Деруфа  Минерикс  НТ" ; Салон  DERUFA ; Нижний  Тагил ; ул.  Карла  Маркса,  д.63а,  1  этаж  (инсталяция) ; Салон  магазин ;; 3435410225,  9049845659 ;dekor-nt@rambler.ru;info@evroplast-ekaterinburg.ru; в  работе ; 09:00  -  18:00 ; 10:00  -  14:00 ;Выходной;;N;57.910550552,59.967362746;N;N;N;N;;
﻿3548; ИП  Швабенланд  Л.Г. ;Миал-Орск;Орск; проспект  Ленина,  д.  45 ;Миал-Орск;; 3537236818,  3537211623 ;mial-orsk@mail.ru;oksana-gubajdullina@yandex.ru;viva-design56; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;51.235639,58.471602;N;N;N;N;;
﻿3566; ИП  Рыбаков  А.Ю. ; Салон  Новые  обои ;Рязань; улица  Дзержинского,  д.  59 ; Салон  Новые  обои ;;4912966465;salon-oboev@mail.ru;salon-oboev@mail.ru;; 10:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;54.620475,39.72476;N;N;N;N;;
﻿3571; Салон  "Эстет" ; ИП  Ковригин  А.В. ;Рязань; улица  Горького,  д.  30 ; Салон  Эстет ;;4912253878;estet-r@yandex.ru;estet-r@yandex.ru;; 10:00  -  19:00 ; 10:00  -  17:00 ; 10:00  -  15:00 ;;Y;54.620824,39.752068;N;N;N;N;;
﻿3589; ООО  ПИТЕРРА ; PITERRA  HOME ;Санкт-Петербург; ул.  Уральская,  д.  13 ; отдельный  салон ;;8123191319;3212522@piterrahome.ru;shop@piterra.ru;www.piterra.ru; 10:00  -  20:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;59.953196286397,30.262968084656;N;N;N;N;;
﻿3609; ИП  Дудник  И.П. ; ИП  Дудник  И.П. ;Тамбов; улица  Советская,  д.  191  А ;;;89106528893;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;52.753367,41.449651;N;N;N;N;;
﻿3611; ИП  Егорова  З.Р. ; Салон  Декорация ;Тамбов; улица  Интернациональная,  д.  30  А,  этаж  2 ; Площадь  Ленина ; Налево  в  красную  дверь ;9107527525;décor.tmb@mail.ru;décor.tmb@mail.ru;; 09:00  -  18:00 ;Выходной;Выходной;;N;52.720499,41.44983;N;N;N;N;;
﻿3613; Строй  Град ; Строй  Град ;Тамбов; улица  Киквидзе,  д.  69  Б ;;;89158680070;;;; 09:00  -  18:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;52.722108,41.388161;N;N;N;N;;
﻿3614; ТД  "Интерьер" ; Обои  Русь ;Тамбов; улица  Коммунальная,  д.  21  А ;рынок;;84752713032;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;52.723205,41.446785;N;N;N;N;;
﻿3615; Магазин  "Decobuilt" ; Магазин  "Decobuilt" ;Тамбов; улица  Мичуринская,  д.  215 ;;;89204772222;;;; 09:00  -  18:00 ;Выходной;Выходной;;N;52.771911,41.388224;N;N;N;N;;
﻿3617; ИП  Дергоусов  Сергей  Владимирович ;"Уют";Тобольск; переулок  Рощинский,  д.  68 ; "Уют"  магазин  товаров  для  ремонта ;; 3456240773,  34562241970 ;svet-krep@mail.ru;svet-krep@mail.ru;; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;58.206098,68.276597;N;N;N;N;;
﻿3622; ООО  Торговый  Дом  "Европласт-Сибирь" ; салон  "Идея  Ремонта" ;Томск; ул.  Советская,  д.  108 ; Салон  "Идея  Ремонта" ;; 3822530130,  9833496667 ;romantika2020@gmail.com;romantika2020@gmail.com;decoline.su; 10:00  -  19:00 ; 11:00  -  15:00 ;Выходной;;N;56.457620731947,84.954354383467;N;N;N;N;;
﻿3640; 1.  ИП  Чащилов  А.П.;  2.  ООО  ТК  "Архитектурный  декор" ; Салон  "Архитектурный  декор" ;Тюмень; улица  Мельникайте,  д.104,  1  этаж ; ТЦ  "Премьер  Дом" ;;3452595409;galant-pd@mail.ru;;www.decor-ad.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;57.134057,65.563011;N;N;N;N;;
﻿3641; 1.  ИП  Чащилов    А.П.;  2.  ООО  ТК  "Архитектурный  декор" ; Салон  "Архитектурный  декор" ;Тюмень; улица  Федюнинского,  д.  43,  1  этаж ; ТЦ  "Орион" ;;3452546226;546226-orion@mail.ru;;www.decor-ad.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;57.111898,65.545898;N;N;N;N;;
﻿3642; 1.  ИП  Чащилов  А.П.;  2.  ООО  ТК  "Архитектурный  декор" ; Салон  "Архитектурный  декор"   ;Тюмень; улица  50  лет  ВЛКСМ,  д.  13 ;;; 3452595746,  3452595745 ;info@decor-ad.ru;info@decor-ad.ru;www.decor-ad.ru; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;57.1417,65.541496;N;N;N;N;;
﻿3643; ИП  Доржиев  Г.Ю. ;"СМИТ";Улан-Удэ; улица  Жердева,  д.  8а ; Гипермаркет  "СМИТ" ;;3012297800;kaporskaya@smit.stbur.ru;smitbur@mail.ru;tgsmit.ru; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;51.813801,107.633002;N;N;N;N;;
﻿3645; ИП  Иванов  Руслан  Александрович ; салон  интерьера  "Декор  Стайл" ;Ханты-Мансийск; ул.  Чехова,  д.  82,  1  этаж ; Салон  интерьера  "Декор  Стайл" ;; 3467394500,  3467337755 ;decorst@mail.ru;decorst@mail.ru;; 09.00  -  19.00 ; 10.00  -  17.00 ; 10.00  -  17.00 ;;Y;61.004401,69.055598;N;N;N;N;;
﻿3646; ООО  "ДОМ  ОБОЕВ" ; Магазин  "Еврострой" ;Ханты-Мансийск; улица  Чехова,  д.  82 ; Магазин  "Еврострой" ;; 3467328509,  9224004023 ;e-s-04@mail.ru;e-s-04@mail.ru;; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;61.004401,69.055598;N;N;N;N;;
﻿3649; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Ингодинская,  д.  11 ; магазин  Респект ;;3022268717;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;52.025147,113.517803;N;N;N;N;;
﻿3650; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Курнатовского,  д.  25,  пав.  47 ; Строит  рынок  Город  Мастеров ;;3022267484;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.03799,113.495013;N;N;N;N;;
﻿3651; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Курнатовского,  д.  25,  пав.  91 ; Строит  рынокГород  Мастеров ;;3022358960;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.03799,113.495013;N;N;N;N;;
﻿3652; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Чкалова,  д.  1А,  пав.  11 ; Строит  рынок  Стройград  пав  11 ;;3022311306;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.026083,113.532409;N;N;N;N;;
﻿3653; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Вокзальная,  д.  3,  пав.  32 ; Строит  рынокМегаСтрой  пав  32 ;;3022312979;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.019987,113.483649;N;N;N;N;;
﻿3654; ООО  "Респект  ЛТД" ;Респект;Чита; мкр.  Геофизический,  д.27,  пав.  12 ; Строит  рынок  Солнечный ;;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.0828776868,113.485159198;N;N;N;N;;
﻿3675; ИП  Алекперов  В.Г. ; "Элит  Интерьер",  магазин  "Европласт" ;Москва; ш.  Энтузиастов,  д.12/2,  ТК  "Город  -  Лефортово",  3-й  этаж. ; ТК  "Город  -  Лефортово" ;;9160580011;decorru@yandex.ru;decorru@yandex.ru;www.1decor.ru; 10:00  -  22:00 ; 10:00  -  22:00 ; 10:00  -  22:00 ;;Y;55.7477356527,37.706964665;N;N;N;N;;
﻿3690; ТОО  Арт  Декор  Уральск ; Арт  Декор ;Уральск; улица  Айтиева,  д.  68  (1  этаж) ; Бизнес  Центр ; р-н  Горвоенкомат ; 7112541166,  7055143307 ;;zakaz.evokz@mail.ru;; 09:00  -  18:00 ; 09:00  -  18:00 ;Выходной;;N;51.2193242784,51.3842215215;N;N;N;N;;
﻿3692; ТОО  РИА  Престиж ; Салон  АртДекор ;Актобе; проспект  А.Молдагуловой,  58Б-1  (девятиэтажное  здание) ; Жилой  дом ; Поворот  напротив  гипермаркета  Метро,  не  доезжая  АЗС  Sinoil,  район  ОблГАИ ; 7473667471,  7782695668,  7132559451 ;;zakaz.evokz@mail.ru;artdekor.kz; 09:00  -  18:00 ; 09:00  -  18:00 ;Выходной;;N;50.2830328921,57.1362600092;N;N;N;N;;
﻿3694; ИП  Алекперов  В.Г. ; Салон  "Elit  Interior" ;Баку; улица  Prospekt  Axmeda  Radjebli,  52А ; Салон  "Elit  Interior" ;;994552225151;decorru@yandex.ru;decorru@yandex.ru;;;;;;N;40.40638475,49.86635864;N;N;N;N;;
﻿3695; ИП  Алекперов  В.Г. ; Салон  "Elit  Interior" ;Баку; улица  Prospekt  Xatai,  д.  26 ; Салон  "Elit  Interior" ;;994503556666;decorru@yandex.ru;decorru@yandex.ru;;;;;;N;40.38976973,49.86020565;N;N;N;N;;
﻿3699; ИП  Соловьева  М.М. ; Салон  декоративных  покрытий  KADORO ;Кострома; улица  Ерохова,  д.  3  «А» ;;; 4942470282,  9536419338 ;kadoro-k@mail.ru;;; 09:00  -  17:00 ;Выходной;Выходной;;N;57.78235,40.908928;N;N;N;N;;
﻿3700; ИП  Софронова  М.А. ; студия  дизайна  «Neo  House» ;Кострома; улица  Никитская,  д.  15 ;;; 4942472581,  4942472582 ;e.neohouse@list.ru;;; 09:00  -  19:00 ;Выходной;Выходной;;N;57.7636363306,40.9486885509;N;N;N;N;;
﻿3702; ИП  Миронова  Л.С. ; Отдел  керамической  плитки  "Альфа-Керамика" ;Кострома; улица  Магистральная  д.  15,  2  этаж ; ТЦ  Паново ;;9101924716;alfa-cerama@inbox.ru;;; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;57.7360219526,40.9084854003;N;N;N;N;;
﻿3703; ИП  Попова  А.Е. ; Магазин-салон  "ЕвроДом" ;Кострома; улица  Советская,  д.  109 ;;; 9  092  545  882 ;eurodom44@mail.ru;;; 09:00  -  18:00 ;Выходной;Выходной;;N;57.7592275925,40.9650699153;N;N;N;N;;
﻿3705; ИП  Вешторт  Э.Л. ; ИП  Вешторт  Э.Л. ;Шарья; улица  Ленина,  д.  83,  этаж  2 ; ТЦ  Каскад ;;9109540404;9109540404@mail.ru;lepnina44@gmail.com;; 09:00  -  18:00 ;Выходной;Выходной;;N;58.375350725,45.4977180933;N;N;N;N;;
﻿3708; ООО  Декор  51 ;СтройСтудия;Мурманск; проспект  Ленина,  д.  27  А ; Торговый  центр  А-Квадрат ; центр  1ого  этажа,  вывеска  СтройСтудия ; 8152690782,  8152690783 ;stroy-studia@bk.ru;stroy-studia@bk.ru;; 11:00  -  19:00 ; 11:00  -  18:00 ; 12:00  -  17:00 ;;Y;68.9549661588,33.0798468102;N;N;N;N;;
﻿3710; ЗАО  "Стройинтер" ;"Декоративка";Пермь; улица  Стахановская,  д.  54 ; ТЦ  "Техас" ;;3422576990;;;; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  18:00 ;;Y;57.98852,56.206312;N;N;N;N;;
﻿3714; ООО  "Декор" ; Фирменный  салон  "Европласт" ;Москва; Нахимовский  пр-т,  д.  24,  2  этаж,  павильон  №3,  салон  49/2 ; ЦдиИ  "Экспострой  на  Нахимовском" ;; 4951165536,  4951165537 ;salonn@decor-evroplast.ru;;www.evroplast.ru; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;55.672021,37.583895;N;N;N;N;;
﻿3715; ООО  "Декор" ; Фирменный  салон  "Европласт" ;Москва; Нахимовский  пр-т,  д.  24,  1  этаж,  павильон  №3,  салон  195 ; ЦдиИ  "Экспострой  на  Нахимовском" ;; 4951165539,  4951165540 ;nahim@decor-evroplast.ru;;www.evroplast.ru; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;55.672021,37.583895;N;N;N;N;;
﻿3716; ООО  "Декор" ; Фирменный  стенд  "Европласт" ;Москва; Нахимовский  пр-т,  д.  24,  1  этаж,  павильон  №2,  салон  158 ; ЦдиИ  "Экспострой  на  Нахимовском" ;;4951165541;shop@decor-evroplast.ru;;www.evroplast.ru; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;55.672021,37.583895;N;N;N;N;;
﻿3717; ООО  Нео-Классик ;Лепнина;Москва; Нахимовский  пр-т,  д.  24,  строение  2  (1  этаж),  Павильон  №3,  стенд  А15;  Павильон  №3,  стенд  Е512 ; ТВК  Экспострой ;; А15:  +7  (495)  116-55-76,  9859239810,  Е512:  +7  (495)  116-55-74,  4951165575 ;neo-classik@yandex.ru;;; 10:00  -  20:00 ;10:00-19:00;10:00-19:00;;Y;55.672021,37.583895;N;N;N;N;;
﻿3719; ООО  "Сити-Декор" ;Лепнина;Москва; Нахимовский  пр-т,  д.  24,  ТВК  "Строй  Сити"    1-ый  этаж  ,  пав.  Ж-2 ; ТВК  "Строй  Сити" ;; 4959809019,  4956485067 ;nahim@decolepnina.ru;nahim@decolepnina.ru;www.decolepnina.ru; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;55.672021,37.583895;N;N;N;N;;
﻿3721; ООО  ПИТЕРРА ;PITERRA;Москва; Нахимовский  проспект,  д.24,  павильон  3,  этаж  1,  стенд  504/1 ; Торгово-выставочный  комплекс  "Экспострой" ;; 4957776685,  доб.  383,388 ;383@piterra.ru;shop@piterra.ru;www.piterra.ru; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;55.672021,37.583895;N;N;N;N;;
﻿3722;;;Красноярск;;;;;;;;;;;;N;;N;N;N;N;;
﻿3724; Статус  Кво ; Архитектурный  декор  "Европласт" ;Альметьевск; улица  Ленина,  д.  27,  1  этаж ;магазин;;9872701267;zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru; 10:00  -  19:00 ; 10:00  -  18:00 ;Выходной;;N;54.9028203787,52.3013178558;N;N;N;N;;
﻿3725; Статус  Кво ; Архитектурный  декор  "Европласт" ; Набережные  Челны   ; просп.  Набережночелнинский,  д.  56,  подъезд  4,  этаж  2 ;; Напротив  магазина  "Мегастрой",  новый  город ; 8552366076,  9178702172 ;Nch366076@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru; 10:00  -  18:00 ; 10:00  -  16:00 ;Выходной;;N;55.713554803581,52.365766087037;N;N;N;N;;
﻿3730; ООО  "ЕВРОПЛАСТ-ТВЕРЬ" ; Салон-галерея  "Красивые  Стены" ;Тверь; ул.  Симеоновская,  д.  1 ; "Правильный  дом" ; цокольный  этаж ; 4822666969,  9036949911 ;sv2000ofis@mail.ru;sv2000ofis@mail.ru;cb2000.ru; 10:00  -  18:00 ; 10:00  -  18:00 ;Выходной;;N;56.85679,35.9050583;N;N;N;N;;
﻿3731;;;Пермь;;;;;;;;;;;;N;;N;N;N;N;;
﻿3732; ООО  "Карнавал  Красок" ; Арт-студия  "Карнавал  Красок" ;Брянск; улица  Октябрьская  42 ;;; 4832599441,  4832749874 ;dekobryansk@mail.ru;dekobryansk@mail.ru;www.dekobryansk.ru; 10:00  -  18:00 ; 10:00  -  15:00 ;Выходной;;N;53.244936,34.362913;N;N;N;N;;
﻿3735;;;Пятигорск;;;;;;;;;;;;N;;N;N;N;N;;
﻿3736; ООО  "СТРОЙМАРКЕТПРОФЕССИОНАЛ" ;Палитра;Москва; г.  Домодедово,  ул.  Кирова,  д.  7,  корп.  1,  1  этаж ;магазин;; 9257750022,  4997555227 ;info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru; 09:00  -  19:00 ;10:00-18:00;10:00-18:00;;Y;55.439354,37.750146;N;N;N;N;;
﻿3737; ООО  "Компания  Стилиссимо",  ООО  «Веал  Строй»; ; Салон  интерьера  «Стилиссимо" ;Петрозаводск; улица  М.Горького,  д.  23 ; Салон  интерьера  Стилиссимо ;; 8142595966,  8142595922 ;stilissimo10@mail.ru;stilissimo10@mail.ru;; 10:00  -  19:00 ; 12:00  -  17:00 ;Выходной;;N;61.782567,34.351118;N;N;N;N;;
﻿3739; ИП  Акулинская  Ю.В. ; Салон  Арт-Декор ;Омск; улица  70  лет  Октября,  д.  25,  корп.  4  (2  этаж) ; ТК  "Континент" ; Строительный  Континент ;3812599600;artdecor-conti@mail.ru;artdecor-kit@mail.ru;artdecor-int.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;54.976514,73.332809;N;N;N;N;;
﻿3740; TOO  Evolution  Technologies ; Салон  "Премьера" ;Астана; ул.Сембинова,  д.  7  (1  этаж) ;Магазин;; 7172523875,  7475046424 ;info@evp.kz;ast.sales@evp.kz;www.premiera.kz; 10:00  -  19:00 ; 10:00  -  17:00 ;Выходной;;N;51.168521,71.448755;N;N;N;N;;
﻿3742; ИП  Будза  С.В. ; ИП  Будза  С.В. ;Москва; Новорижское  шоссе,  9-ый  км,  Фасадное  здание  второй  этаж ;;; +7  495  7551379,  +7  906  0378109 ;lyudmila-negru@yandex.ru;info@lepnostyle.ru;www.lepnostyle.ru;;;;;N;55.783228,37.238414;N;N;N;N;;
﻿3744; ИП  Валиуллин  Р.Н. ;CITY-декор;Москва; Тихорецкий  бульвар,  1,  ТК  "Люблинское  поле",  павильон  №  О-146 ; Торговый  комплекс  "Люблинское  поле" ;; 4957853437,  4956485664 ;6485664@mail.ru;6485664@mail.ru;www.lepnina-online.ru; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;55.6784,37.77998;N;N;N;N;;
﻿3748; ИП  Новиков  Р.В. ; Магазин  ЛЕПНИНА ;Москва; Московская  обл.,  Одинцово,  ул.  Внуковская,  11,  (8  км  от  Мкад  по  Минскому  шоссе,  ТЦ  "АКОС"),  1  этаж,  пав.  20/5 ; ТЦ  "АКОС" ;; 9255094511,  9258961122 ; lepnina89@mail.  ru ; lepnina89@mail.  ru ;www.evroplast-lepnina.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.6537978592,37.2775914243;N;N;N;N;;
﻿3749; ООО  "Стройотделка" ; ООО  "Стройотделка" ;Калуга; улица  Болотникова,  д.  23-А,  стенд  4 ; Торговый  комплекс  "Домострой" ;; 4842551353,  9109154488 ; sergej.nizov@yandex.ru;  stroyhimtorg@gmail.com ;sergej.nizov@yandex.ru;; 09:00  -  19:00 ; 09:00  -  17:00 ; 09:00  -  17:00 ;;Y;54.521199,36.289;N;N;N;N;;
﻿3750; ООО  "Правстрой" ; ООО  "Правстрой" ;Калуга; Правобережный  проезд,  д.  9,  стенд  6 ; Торговый  комплекс  "Домострой  плюс" ;; 4842276296,  9109154488 ; sergej.nizov@yandex.ru;  stroyhimtorg@gmail.com ;sergej.nizov@yandex.ru;; 09:00  -  19:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;54.494999,36.226801;N;N;N;N;;
﻿3751; ИП  Козлова  Н.Б, ; Салон  Декоратор ;Магнитогорск; проспект  К.  Мракса,  д.  210 ; Торговый  центр ; Центральный  вход  и  прямо ;9128086555;decorsalon@gmail.com;decorsalon@gmail.com;; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;53.358061,58.976806;N;N;N;N;;
﻿3752; ИП  Козлова  Н.Б, ; Салон  Декоратор ;Магнитогорск; улица  Советская,  д.  160а,  корп.  2 ; Торговый  центр ; Напротив  кафетерия ; 79  128  086  555 ;decorsalon@gmail.com;decorsalon@gmail.com;; 09:00  -  19:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;53.369845,58.959747;N;N;N;N;;
﻿3754; ЗАО  "Стройинтер" ;"Декоративка";Пермь; улица  Трамвайная,  д.  33,  пав.  2 ; ТЦ  "Парковый" ;;3422564110;;;; 10:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  18:00 ;;Y;58.00119,56.143268;N;N;N;N;;
﻿3755; ЗАО  "Стройинтер" ;"Декоративка";Пермь; улица  Ласьвинская,  д.  37,  пав.  1 ; ТЦ  "Строймастер" ;;3422501534;;;; 9:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  18:00 ;;Y;58.003779,55.93997;N;N;N;N;;
﻿3773; ИП  Нестеров  А.В. ; Декор  Марий  Эл ;Йошкар-Ола; улица  Соловьева,  д.  22  "А" ; ТЦ  "Бау  Маркет" ; ТЦ  Бау  Маркет ; 8362326956,  9177045749 ;decor-mariel@mail.ru;decor-mariel@mail.ru;;09:00-20:00;09:00-18:00;Выходной;;N;56.625822,47.869883;N;N;N;N;;
﻿3831; ИП  Шабалин  А.Е. ; Интерьерный  салон  "ДекоГрафф" ;Сыктывкар; улица  Свободы,  д.35/75 ;0; Пересечение  улиц  Свободы  и  Интернациональной ; 8212300169,  9222719970 ;dekograff@mail.ru;dekograff@mail.ru;; 10:00  -  18:00 ; 10:00  -  16:00 ;Выходной;;N;61.6764453731,50.8265247923;N;N;N;N;;
﻿3834; ООО  "Скандинавская  Мебель",  ИП  В.А.  Федоров ;Dom&Decor;Калининград; Гвардейский  проспект,  д.  15,  1  этаж ; здание  «Союзгазавтоматика» ;; 4012576175,  9632924835 ;salon2@dom-decor.com;salon2@dom-decor.com;dom-decor.com; 10:00  -  19:00 ; 11:00  -  18:00 ;Выходной;;N;54.716866,20.497217;N;N;N;N;;
﻿3835; И.П.  Новиков  Р.В. ; Магазин  ЛЕПНИНА ;Тула; ул.  Коминтерна,  д.  24  Д,  корпус  2,  этаж  2,  пав.  217 ; ТЦ  "Наш  дом"  2 ;; 9255094511,  9207448366,  9255060319 ;lepnina89@mail.ru;lepnina89@mail.ru;www.europlast-lepnina.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;54.2025993874,37.5933528966;N;N;N;N;;
